L_mm,df_frac,df_kHz,f_actual_kHz,spacing_error_um,contrast_mid_dB,p_sq_mid
20.0000,0.005170,3.8338,745.3338,-5.1437,18.5588,3.11978466
20.0000,0.005251,3.8932,745.3932,-5.2231,18.5588,3.11722762
20.0000,0.005331,3.9527,745.4527,-5.3024,18.5588,3.11463268
20.0000,0.005411,4.0121,745.5121,-5.3817,18.5588,3.11199992
20.0000,0.005491,4.0716,745.5716,-5.4610,18.5588,3.10932939
20.0000,0.005571,4.1310,745.6310,-5.5403,18.5588,3.10662117
20.0000,0.005651,4.1904,745.6904,-5.6195,18.5588,3.10387532
20.0000,0.005731,4.2499,745.7499,-5.6988,18.5588,3.10109192
20.0000,0.005812,4.3093,745.8093,-5.7780,18.5588,3.09827103
20.0000,0.005892,4.3688,745.8688,-5.8573,18.5588,3.09541272
20.0000,0.005972,4.4282,745.9282,-5.9365,18.5588,3.09251708
20.0000,0.006052,4.4876,745.9876,-6.0157,18.5588,3.08958416
20.0000,0.006132,4.5471,746.0471,-6.0949,18.5588,3.08661405
20.0000,0.006212,4.6065,746.1065,-6.1741,18.5588,3.08360683
20.0000,0.006293,4.6660,746.1660,-6.2532,18.5588,3.08056256
20.0000,0.006373,4.7254,746.2254,-6.3324,18.5587,3.07748132
20.0000,0.006453,4.7848,746.2848,-6.4115,18.5587,3.07436320
20.0000,0.006533,4.8443,746.3443,-6.4907,18.5587,3.07120827
20.0000,0.006613,4.9037,746.4037,-6.5698,18.5587,3.06801661
20.0000,0.006693,4.9631,746.4631,-6.6489,18.5587,3.06478831
20.0000,0.006774,5.0226,746.5226,-6.7280,18.5587,3.06152344
20.0000,0.006854,5.0820,746.5820,-6.8071,18.5587,3.05822208
20.0000,0.006934,5.1415,746.6415,-6.8861,18.5587,3.05488433
20.0000,0.007014,5.2009,746.7009,-6.9652,18.5587,3.05151027
20.0000,0.007094,5.2603,746.7603,-7.0442,18.5587,3.04809998
20.0000,0.007174,5.3198,746.8198,-7.1232,18.5587,3.04465354
20.0000,0.007255,5.3792,746.8792,-7.2023,18.5587,3.04117106
20.0000,0.007335,5.4387,746.9387,-7.2813,18.5587,3.03765260
20.0000,0.007415,5.4981,746.9981,-7.3603,18.5587,3.03409827
20.0000,0.007495,5.5575,747.0575,-7.4392,18.5587,3.03050815
20.0000,0.007575,5.6170,747.1170,-7.5182,18.5587,3.02688234
20.0000,0.007655,5.6764,747.1764,-7.5972,18.5587,3.02322092
20.0000,0.007735,5.7359,747.2359,-7.6761,18.5587,3.01952400
20.0000,0.007816,5.7953,747.2953,-7.7550,18.5587,3.01579165
20.0000,0.007896,5.8547,747.3547,-7.8339,18.5587,3.01202399
20.0000,0.007976,5.9142,747.4142,-7.9128,18.5587,3.00822110
20.0000,0.008056,5.9736,747.4736,-7.9917,18.5587,3.00438307
20.0000,0.008136,6.0330,747.5330,-8.0706,18.5587,3.00051002
20.0000,0.008216,6.0925,747.5925,-8.1495,18.5587,2.99660203
20.0000,0.008297,6.1519,747.6519,-8.2283,18.5587,2.99265920
20.0000,0.008377,6.2114,747.7114,-8.3072,18.5587,2.98868164
20.0000,0.008457,6.2708,747.7708,-8.3860,18.5587,2.98466945
20.0000,0.008537,6.3302,747.8302,-8.4648,18.5587,2.98062272
20.0000,0.008617,6.3897,747.8897,-8.5436,18.5587,2.97654157
20.0000,0.008697,6.4491,747.9491,-8.6224,18.5587,2.97242608
20.0000,0.008778,6.5086,748.0086,-8.7012,18.5587,2.96827638
20.0000,0.008858,6.5680,748.0680,-8.7799,18.5587,2.96409255
20.0000,0.008938,6.6274,748.1274,-8.8587,18.5587,2.95987472
20.0000,0.009018,6.6869,748.1869,-8.9374,18.5587,2.95562298
20.0000,0.009098,6.7463,748.2463,-9.0162,18.5587,2.95133745
20.0000,0.009178,6.8058,748.3058,-9.0949,18.5587,2.94701823
20.0000,0.009259,6.8652,748.3652,-9.1736,18.5587,2.94266543
20.0000,0.009339,6.9246,748.4246,-9.2523,18.5587,2.93827917
20.0000,0.009419,6.9841,748.4841,-9.3310,18.5587,2.93385955
20.0000,0.009499,7.0435,748.5435,-9.4096,18.5587,2.92940668
20.0000,0.009579,7.1029,748.6029,-9.4883,18.5587,2.92492069
20.0000,0.009659,7.1624,748.6624,-9.5669,18.5587,2.92040168
20.0000,0.009739,7.2218,748.7218,-9.6455,18.5587,2.91584976
20.0000,0.009820,7.2813,748.7813,-9.7242,18.5587,2.91126506
20.0000,0.009900,7.3407,748.8407,-9.8028,18.5587,2.90664769
20.0000,0.009980,7.4001,748.9001,-9.8813,18.5587,2.90199776
20.0000,0.010060,7.4596,748.9596,-9.9599,18.5587,2.89731540
20.0000,0.010140,7.5190,749.0190,-10.0385,18.5587,2.89260072
20.0000,0.010220,7.5785,749.0785,-10.1170,18.5587,2.88785385
20.0000,0.010301,7.6379,749.1379,-10.1956,18.5587,2.88307490
20.0000,0.010381,7.6973,749.1973,-10.2741,18.5587,2.87826399
20.0000,0.010461,7.7568,749.2568,-10.3526,18.5587,2.87342125
20.0000,0.010541,7.8162,749.3162,-10.4311,18.5587,2.86854680
20.0000,0.010621,7.8757,749.3757,-10.5096,18.5587,2.86364076
20.0000,0.010701,7.9351,749.4351,-10.5881,18.5587,2.85870326
20.0000,0.010782,7.9945,749.4945,-10.6666,18.5587,2.85373442
20.0000,0.010862,8.0540,749.5540,-10.7450,18.5587,2.84873437
20.0000,0.010942,8.1134,749.6134,-10.8235,18.5587,2.84370323
20.0000,0.011022,8.1728,749.6728,-10.9019,18.5587,2.83864114
20.0000,0.011102,8.2323,749.7323,-10.9803,18.5587,2.83354823
20.0000,0.011182,8.2917,749.7917,-11.0587,18.5587,2.82842461
20.0000,0.011263,8.3512,749.8512,-11.1371,18.5587,2.82327042
20.0000,0.011343,8.4106,749.9106,-11.2155,18.5586,2.81808579
20.0000,0.011423,8.4700,749.9700,-11.2938,18.5586,2.81287086
20.0000,0.011503,8.5295,750.0295,-11.3722,18.5586,2.80762575
20.0000,0.011583,8.5889,750.0889,-11.4505,18.5586,2.80235060
20.0000,0.011663,8.6484,750.1484,-11.5289,18.5586,2.79704555
20.0000,0.011743,8.7078,750.2078,-11.6072,18.5586,2.79171072
20.0000,0.011824,8.7672,750.2672,-11.6855,18.5586,2.78634625
20.0000,0.011904,8.8267,750.3267,-11.7638,18.5586,2.78095228
20.0000,0.011984,8.8861,750.3861,-11.8421,18.5586,2.77552894
20.0000,0.012064,8.9456,750.4456,-11.9203,18.5586,2.77007638
20.0000,0.012144,9.0050,750.5050,-11.9986,18.5586,2.76459473
20.0000,0.012224,9.0644,750.5644,-12.0768,18.5586,2.75908413
20.0000,0.012305,9.1239,750.6239,-12.1550,18.5586,2.75354472
20.0000,0.012385,9.1833,750.6833,-12.2333,18.5586,2.74797664
20.0000,0.012465,9.2427,750.7427,-12.3115,18.5586,2.74238003
20.0000,0.012545,9.3022,750.8022,-12.3897,18.5586,2.73675503
20.0000,0.012625,9.3616,750.8616,-12.4678,18.5586,2.73110179
20.0000,0.012705,9.4211,750.9211,-12.5460,18.5586,2.72542045
20.0000,0.012786,9.4805,750.9805,-12.6242,18.5586,2.71971116
20.0000,0.012866,9.5399,751.0399,-12.7023,18.5586,2.71397405
20.0000,0.012946,9.5994,751.0994,-12.7804,18.5586,2.70820927
20.0000,0.013026,9.6588,751.1588,-12.8586,18.5586,2.70241698
20.0000,0.013106,9.7183,751.2183,-12.9367,18.5586,2.69659731
20.0000,0.013186,9.7777,751.2777,-13.0148,18.5586,2.69075042
20.0000,0.013267,9.8371,751.3371,-13.0928,18.5586,2.68487645
20.0000,0.013347,9.8966,751.3966,-13.1709,18.5586,2.67897556
20.0000,0.013427,9.9560,751.4560,-13.2490,18.5586,2.67304788
20.0000,0.013507,10.0155,751.5155,-13.3270,18.5586,2.66709358
20.0000,0.013587,10.0749,751.5749,-13.4050,18.5586,2.66111280
20.0000,0.013667,10.1343,751.6343,-13.4831,18.5586,2.65510570
20.0000,0.013747,10.1938,751.6938,-13.5611,18.5586,2.64907242
20.0000,0.013828,10.2532,751.7532,-13.6391,18.5586,2.64301313
20.0000,0.013908,10.3126,751.8126,-13.7170,18.5586,2.63692796
20.0000,0.013988,10.3721,751.8721,-13.7950,18.5586,2.63081709
20.0000,0.014068,10.4315,751.9315,-13.8730,18.5586,2.62468066
20.0000,0.014148,10.4910,751.9910,-13.9509,18.5586,2.61851883
20.0000,0.014228,10.5504,752.0504,-14.0288,18.5586,2.61233176
20.0000,0.014309,10.6098,752.1098,-14.1068,18.5586,2.60611959
20.0000,0.014389,10.6693,752.1693,-14.1847,18.5586,2.59988250
20.0000,0.014469,10.7287,752.2287,-14.2626,18.5586,2.59362064
20.0000,0.014549,10.7882,752.2882,-14.3405,18.5586,2.58733416
20.0000,0.014629,10.8476,752.3476,-14.4183,18.5586,2.58102323
20.0000,0.014709,10.9070,752.4070,-14.4962,18.5586,2.57468800
20.0000,0.014790,10.9665,752.4665,-14.5740,18.5586,2.56832865
20.0000,0.014870,11.0259,752.5259,-14.6519,18.5586,2.56194532
20.0000,0.014950,11.0854,752.5854,-14.7297,18.5586,2.55553818
20.0000,0.015030,11.1448,752.6448,-14.8075,18.5586,2.54910740
20.0000,0.015110,11.2042,752.7042,-14.8853,18.5586,2.54265313
20.0000,0.015190,11.2637,752.7637,-14.9631,18.5586,2.53617554
20.0000,0.015271,11.3231,752.8231,-15.0409,18.5586,2.52967480
20.0000,0.015351,11.3825,752.8825,-15.1186,18.5586,2.52315107
20.0000,0.015431,11.4420,752.9420,-15.1964,18.5586,2.51660451
20.0000,0.015511,11.5014,753.0014,-15.2741,18.5586,2.51003529
20.0000,0.015591,11.5609,753.0609,-15.3518,18.5586,2.50344358
20.0000,0.015671,11.6203,753.1203,-15.4295,18.5586,2.49682954
20.0000,0.015752,11.6797,753.1797,-15.5072,18.5586,2.49019335
20.0000,0.015832,11.7392,753.2392,-15.5849,18.5586,2.48353516
20.0000,0.015912,11.7986,753.2986,-15.6626,18.5586,2.47685516
20.0000,0.015992,11.8581,753.3581,-15.7403,18.5586,2.47015351
20.0000,0.016072,11.9175,753.4175,-15.8179,18.5586,2.46343037
20.0000,0.016152,11.9769,753.4769,-15.8956,18.5586,2.45668593
20.0000,0.016232,12.0364,753.5364,-15.9732,18.5586,2.44992034
20.0000,0.016313,12.0958,753.5958,-16.0508,18.5585,2.44313379
20.0000,0.016393,12.1553,753.6553,-16.1284,18.5585,2.43632644
20.0000,0.016473,12.2147,753.7147,-16.2060,18.5585,2.42949847
20.0000,0.016553,12.2741,753.7741,-16.2836,18.5585,2.42265005
20.0000,0.016633,12.3336,753.8336,-16.3611,18.5585,2.41578136
20.0000,0.016713,12.3930,753.8930,-16.4387,18.5585,2.40889256
20.0000,0.016794,12.4524,753.9524,-16.5162,18.5585,2.40198383
20.0000,0.016874,12.5119,754.0119,-16.5937,18.5585,2.39505536
20.0000,0.016954,12.5713,754.0713,-16.6713,18.5585,2.38810731
20.0000,0.017034,12.6308,754.1308,-16.7488,18.5585,2.38113985
20.0000,0.017114,12.6902,754.1902,-16.8263,18.5585,2.37415318
20.0000,0.017194,12.7496,754.2496,-16.9037,18.5585,2.36714746
20.0000,0.017275,12.8091,754.3091,-16.9812,18.5585,2.36012287
20.0000,0.017355,12.8685,754.3685,-17.0587,18.5585,2.35307960
20.0000,0.017435,12.9280,754.4280,-17.1361,18.5585,2.34601781
20.0000,0.017515,12.9874,754.4874,-17.2135,18.5585,2.33893769
20.0000,0.017595,13.0468,754.5468,-17.2910,18.5585,2.33183942
20.0000,0.017675,13.1063,754.6063,-17.3684,18.5585,2.32472317
20.0000,0.017756,13.1657,754.6657,-17.4458,18.5585,2.31758914
20.0000,0.017836,13.2252,754.7252,-17.5231,18.5585,2.31043749
20.0000,0.017916,13.2846,754.7846,-17.6005,18.5585,2.30326841
20.0000,0.017996,13.3440,754.8440,-17.6779,18.5585,2.29608209
20.0000,0.018076,13.4035,754.9035,-17.7552,18.5585,2.28887870
20.0000,0.018156,13.4629,754.9629,-17.8325,18.5585,2.28165843
20.0000,0.018236,13.5223,755.0223,-17.9099,18.5585,2.27442146
20.0000,0.018317,13.5818,755.0818,-17.9872,18.5585,2.26716797
20.0000,0.018397,13.6412,755.1412,-18.0645,18.5585,2.25989816
20.0000,0.018477,13.7007,755.2007,-18.1417,18.5585,2.25261219
20.0000,0.018557,13.7601,755.2601,-18.2190,18.5585,2.24531027
20.0000,0.018637,13.8195,755.3195,-18.2963,18.5585,2.23799256
20.0000,0.018717,13.8790,755.3790,-18.3735,18.5585,2.23065927
20.0000,0.018798,13.9384,755.4384,-18.4508,18.5585,2.22331057
20.0000,0.018878,13.9979,755.4979,-18.5280,18.5585,2.21594665
20.0000,0.018958,14.0573,755.5573,-18.6052,18.5585,2.20856769
20.0000,0.019038,14.1167,755.6167,-18.6824,18.5585,2.20117390
20.0000,0.019118,14.1762,755.6762,-18.7596,18.5585,2.19376544
20.0000,0.019198,14.2356,755.7356,-18.8368,18.5585,2.18634252
20.0000,0.019279,14.2951,755.7951,-18.9139,18.5585,2.17890531
20.0000,0.019359,14.3545,755.8545,-18.9911,18.5585,2.17145401
20.0000,0.019439,14.4139,755.9139,-19.0682,18.5585,2.16398881
20.0000,0.019519,14.4734,755.9734,-19.1453,18.5585,2.15650989
20.0000,0.019599,14.5328,756.0328,-19.2225,18.5585,2.14901745
20.0000,0.019679,14.5922,756.0922,-19.2996,18.5585,2.14151168
20.0000,0.019760,14.6517,756.1517,-19.3766,18.5585,2.13399276
20.0000,0.019840,14.7111,756.2111,-19.4537,18.5585,2.12646088
20.0000,0.019920,14.7706,756.2706,-19.5308,18.5585,2.11891625
20.0000,0.020000,14.8300,756.3300,-19.6078,18.5585,2.11135904
