x_mm,L_mm,r_mag,p_norm
4.358717,5.00,0.30,0.95652525
4.368737,5.00,0.30,1.29616780
4.378758,5.00,0.30,1.05499491
4.388778,5.00,0.30,0.70135824
4.398798,5.00,0.30,1.10302866
4.408818,5.00,0.30,1.28596966
4.418838,5.00,0.30,0.90440790
4.428858,5.00,0.30,0.77016430
4.438878,5.00,0.30,1.21901732
4.448898,5.00,0.30,1.21821716
4.458918,5.00,0.30,0.76921650
4.468938,5.00,0.30,0.90568318
4.478958,5.00,0.30,1.28630098
4.488978,5.00,0.30,1.10187053
4.498998,5.00,0.30,0.70118662
4.509018,5.00,0.30,1.05621200
4.519038,5.00,0.30,1.29598833
4.529058,5.00,0.30,0.95521075
4.539078,5.00,0.30,0.73705336
4.549098,5.00,0.30,1.18497173
4.559118,5.00,0.30,1.24687551
4.569138,5.00,0.30,0.80966232
4.579158,5.00,0.30,0.85636081
4.589178,5.00,0.30,1.26993585
4.599198,5.00,0.30,1.14525349
4.609218,5.00,0.30,0.71322722
4.619238,5.00,0.30,1.00683996
4.629259,5.00,0.30,1.29937586
4.639279,5.00,0.30,1.00598544
4.649299,5.00,0.30,0.71352761
4.659319,5.00,0.30,1.14594951
4.669339,5.00,0.30,1.26959790
4.679359,5.00,0.30,0.85553739
4.689379,5.00,0.30,0.81038769
4.699399,5.00,0.30,1.24730126
4.709419,5.00,0.30,1.18433766
4.719439,5.00,0.30,0.73654706
4.729459,5.00,0.30,0.95605724
4.739479,5.00,0.30,1.29608596
4.749499,5.00,0.30,1.05537259
4.759519,5.00,0.30,0.70125685
4.769539,5.00,0.30,1.10261478
4.779559,5.00,0.30,1.28605601
4.789579,5.00,0.30,0.90479731
4.799599,5.00,0.30,0.76980522
4.809619,5.00,0.30,1.21872359
4.819639,5.00,0.30,1.21845636
4.829659,5.00,0.30,0.76948690
4.839679,5.00,0.30,0.90521907
4.849699,5.00,0.30,1.28616315
4.859719,5.00,0.30,1.10222377
4.869739,5.00,0.30,0.70119011
4.879760,5.00,0.30,1.05577082
4.889780,5.00,0.30,1.29601911
4.899800,5.00,0.30,0.95560826
4.909820,5.00,0.30,0.73676525
4.919840,5.00,0.30,1.18463258
4.929860,5.00,0.30,1.24706668
4.939880,5.00,0.30,0.80998994
4.949900,5.00,0.30,0.85591492
4.959920,5.00,0.30,1.26974342
4.969940,5.00,0.30,1.14557462
4.979960,5.00,0.30,0.71333231
4.989980,5.00,0.30,1.00638017
5.000000,5.00,0.30,1.29935016
0.000000,10.00,0.95,1.25897575
0.020040,10.00,0.95,1.63515185
0.040080,10.00,0.95,0.84445029
0.060120,10.00,0.95,1.84910614
0.080160,10.00,0.95,0.37703043
0.100200,10.00,0.95,1.94390950
0.120240,10.00,0.95,0.13078056
0.140281,10.00,0.95,1.91343203
0.160321,10.00,0.95,0.60802192
0.180361,10.00,0.95,1.75964394
0.200401,10.00,0.95,1.05376445
0.220441,10.00,0.95,1.49249267
0.240481,10.00,0.95,1.43222848
0.260521,10.00,0.95,1.12929459
0.280561,10.00,0.95,1.71856300
0.300601,10.00,0.95,0.69379856
0.320641,10.00,0.95,1.89419357
0.340681,10.00,0.95,0.21726636
0.360721,10.00,0.95,1.94775732
0.380762,10.00,0.95,0.28817877
0.400802,10.00,0.95,1.87579132
0.420842,10.00,0.95,0.76143663
0.440882,10.00,0.95,1.68294830
0.460922,10.00,0.95,1.18799775
0.480962,10.00,0.95,1.38170724
0.501002,10.00,0.95,1.53838913
0.521042,10.00,0.95,0.99162438
0.541082,10.00,0.95,1.78975374
0.561122,10.00,0.95,0.53843472
0.581162,10.00,0.95,1.92580651
0.601202,10.00,0.95,0.06995783
0.621242,10.00,0.95,1.93774838
0.641283,10.00,0.95,0.44789314
0.661323,10.00,0.95,1.82480732
0.681363,10.00,0.95,0.90960329
0.701403,10.00,0.95,1.59428644
0.721443,10.00,0.95,1.31381774
0.741483,10.00,0.95,1.26111249
0.761523,10.00,0.95,1.63361785
0.781563,10.00,0.95,0.84696978
0.801603,10.00,0.95,1.84821555
0.821643,10.00,0.95,0.37974301
0.841683,10.00,0.95,1.94371933
0.861723,10.00,0.95,0.12815150
0.881764,10.00,0.95,1.91395406
0.901804,10.00,0.95,0.60534728
0.921844,10.00,0.95,1.76084389
0.941884,10.00,0.95,1.05139410
0.961924,10.00,0.95,1.49429220
0.981964,10.00,0.95,1.43031695
1.002004,10.00,0.95,1.13157563
1.022044,10.00,0.95,1.71723327
1.042084,10.00,0.95,0.69640730
1.062124,10.00,0.95,1.89353099
1.082164,10.00,0.95,0.21994683
1.102204,10.00,0.95,1.94780418
1.122244,10.00,0.95,0.28541711
1.142285,10.00,0.95,1.87654408
1.162325,10.00,0.95,0.75884381
1.182365,10.00,0.95,1.68435772
1.202405,10.00,0.95,1.18576381
1.222445,10.00,0.95,1.38368125
1.242485,10.00,0.95,1.53665853
1.262525,10.00,0.95,0.99403288
1.282565,10.00,0.95,1.78863771
1.302605,10.00,0.95,0.54111025
1.322645,10.00,0.95,1.92537661
1.342685,10.00,0.95,0.07177344
1.362725,10.00,0.95,1.93803188
1.382766,10.00,0.95,0.44515780
1.402806,10.00,0.95,1.82578538
1.422846,10.00,0.95,0.90711160
1.442886,10.00,0.95,1.59589517
1.462926,10.00,0.95,1.31173613
1.482966,10.00,0.95,1.26324665
1.503006,10.00,0.95,1.63208045
1.523046,10.00,0.95,0.84948762
1.543086,10.00,0.95,1.84732112
1.563126,10.00,0.95,0.38245552
1.583166,10.00,0.95,1.94352512
1.603206,10.00,0.95,0.12553003
1.623246,10.00,0.95,1.91447212
1.643287,10.00,0.95,0.60267141
1.663327,10.00,0.95,1.76204020
1.683367,10.00,0.95,1.04902157
1.703407,10.00,0.95,1.49608864
1.723447,10.00,0.95,1.42840245
1.743487,10.00,0.95,1.13385437
1.763527,10.00,0.95,1.71589997
1.783567,10.00,0.95,0.69901477
1.803607,10.00,0.95,1.89286448
1.823647,10.00,0.95,0.22262976
1.843687,10.00,0.95,1.94784699
1.863727,10.00,0.95,0.28265534
1.883768,10.00,0.95,1.87729295
1.903808,10.00,0.95,0.75624942
1.923848,10.00,0.95,1.68576366
1.943888,10.00,0.95,1.18352741
1.963928,10.00,0.95,1.38565241
1.983968,10.00,0.95,1.53492473
2.004008,10.00,0.95,0.99643939
2.024048,10.00,0.95,1.78751797
2.044088,10.00,0.95,0.54378495
2.064128,10.00,0.95,1.92494271
2.084168,10.00,0.95,0.07365174
2.104208,10.00,0.95,1.93831136
2.124248,10.00,0.95,0.44242161
2.144289,10.00,0.95,1.82675965
2.164329,10.00,0.95,0.90461803
2.184369,10.00,0.95,1.59750061
2.204409,10.00,0.95,1.30965178
2.224449,10.00,0.95,1.26537823
2.244489,10.00,0.95,1.63053966
2.264529,10.00,0.95,0.85200380
2.284569,10.00,0.95,1.84642285
2.304609,10.00,0.95,0.38516794
2.324649,10.00,0.95,1.94332687
2.344689,10.00,0.95,0.12291665
2.364729,10.00,0.95,1.91498621
2.384770,10.00,0.95,0.59999430
2.404810,10.00,0.95,1.76323286
2.424850,10.00,0.95,1.04664685
2.444890,10.00,0.95,1.49788200
2.464930,10.00,0.95,1.42648497
2.484970,10.00,0.95,1.13613081
2.505010,10.00,0.95,1.71456311
2.525050,10.00,0.95,0.70162096
2.545090,10.00,0.95,1.89219403
2.565130,10.00,0.95,0.22531504
2.585170,10.00,0.95,1.94788576
2.605210,10.00,0.95,0.27989347
2.625251,10.00,0.95,1.87803793
2.645291,10.00,0.95,0.75365346
2.665331,10.00,0.95,1.68716611
2.685371,10.00,0.95,1.18128855
2.705411,10.00,0.95,1.38762072
2.725451,10.00,0.95,1.53318774
2.745491,10.00,0.95,0.99884390
2.765531,10.00,0.95,1.78639451
2.785571,10.00,0.95,0.54645883
2.805611,10.00,0.95,1.92450481
2.825651,10.00,0.95,0.07558804
2.845691,10.00,0.95,1.93858681
2.865731,10.00,0.95,0.43968458
2.885772,10.00,0.95,1.82773014
2.905812,10.00,0.95,0.90212258
2.925852,10.00,0.95,1.59910275
2.945892,10.00,0.95,1.30756472
2.965932,10.00,0.95,1.26750722
2.985972,10.00,0.95,1.62899548
3.006012,10.00,0.95,0.85451832
3.026052,10.00,0.95,1.84552074
3.046092,10.00,0.95,0.38788025
3.066132,10.00,0.95,1.94312459
3.086172,10.00,0.95,0.12031192
3.106212,10.00,0.95,1.91549632
3.126253,10.00,0.95,0.59731597
3.146293,10.00,0.95,1.76442186
3.166333,10.00,0.95,1.04426997
3.186373,10.00,0.95,1.49967227
3.206413,10.00,0.95,1.42456454
3.226453,10.00,0.95,1.13840494
3.246493,10.00,0.95,1.71322269
3.266533,10.00,0.95,0.70422585
3.286573,10.00,0.95,1.89151965
3.306613,10.00,0.95,0.22800255
3.326653,10.00,0.95,1.94792048
3.346693,10.00,0.95,0.27713152
3.366733,10.00,0.95,1.87877901
3.386774,10.00,0.95,0.75105594
3.406814,10.00,0.95,1.68856507
3.426854,10.00,0.95,1.17904723
3.446894,10.00,0.95,1.38958618
3.466934,10.00,0.95,1.53144757
3.486974,10.00,0.95,1.00124641
3.507014,10.00,0.95,1.78526734
3.527054,10.00,0.95,0.54913187
3.547094,10.00,0.95,1.92406292
3.567134,10.00,0.95,0.07757799
3.587174,10.00,0.95,1.93885823
3.607214,10.00,0.95,0.43694672
3.627255,10.00,0.95,1.82869684
3.647295,10.00,0.95,0.89962526
3.667335,10.00,0.95,1.60070158
3.687375,10.00,0.95,1.30547493
3.707415,10.00,0.95,1.26963361
3.727455,10.00,0.95,1.62744792
3.747495,10.00,0.95,0.85703117
3.767535,10.00,0.95,1.84461480
3.787575,10.00,0.95,0.39059244
3.807615,10.00,0.95,1.94291827
3.827655,10.00,0.95,0.11771643
3.847695,10.00,0.95,1.91600246
3.867735,10.00,0.95,0.59463641
3.887776,10.00,0.95,1.76560721
3.907816,10.00,0.95,1.04189091
3.927856,10.00,0.95,1.50145944
3.947896,10.00,0.95,1.42264114
3.967936,10.00,0.95,1.14067675
3.987976,10.00,0.95,1.71187871
4.008016,10.00,0.95,0.70682944
4.028056,10.00,0.95,1.89084135
4.048096,10.00,0.95,0.23069220
4.068136,10.00,0.95,1.94795116
4.088176,10.00,0.95,0.27436951
4.108216,10.00,0.95,1.87951619
4.128257,10.00,0.95,0.74845686
4.148297,10.00,0.95,1.68996054
4.168337,10.00,0.95,1.17680347
4.188377,10.00,0.95,1.39154878
4.208417,10.00,0.95,1.52970422
4.228457,10.00,0.95,1.00364691
4.248497,10.00,0.95,1.78413646
4.268537,10.00,0.95,0.55180405
4.288577,10.00,0.95,1.92361702
4.308617,10.00,0.95,0.07961753
4.328657,10.00,0.95,1.93912564
4.348697,10.00,0.95,0.43420804
4.368737,10.00,0.95,1.82965974
4.388778,10.00,0.95,0.89712607
4.408818,10.00,0.95,1.60229711
4.428858,10.00,0.95,1.30338244
4.448898,10.00,0.95,1.27175740
4.468938,10.00,0.95,1.62589697
4.488978,10.00,0.95,0.85954234
4.509018,10.00,0.95,1.84370503
4.529058,10.00,0.95,0.39330447
4.549098,10.00,0.95,1.94270792
4.569138,10.00,0.95,0.11513084
4.589178,10.00,0.95,1.91650463
4.609218,10.00,0.95,0.59195563
4.629259,10.00,0.95,1.76678891
4.649299,10.00,0.95,1.03950969
4.669339,10.00,0.95,1.50324352
4.689379,10.00,0.95,1.42071479
4.709419,10.00,0.95,1.14294625
4.729459,10.00,0.95,1.71053117
4.749499,10.00,0.95,0.70943172
4.769539,10.00,0.95,1.89015911
4.789579,10.00,0.95,0.23338390
4.809619,10.00,0.95,1.94797780
4.829659,10.00,0.95,0.27160747
4.849699,10.00,0.95,1.88024948
4.869739,10.00,0.95,0.74585623
4.889780,10.00,0.95,1.69135250
4.909820,10.00,0.95,1.17455725
4.929860,10.00,0.95,1.39350852
4.949900,10.00,0.95,1.52795768
4.969940,10.00,0.95,1.00604539
4.989980,10.00,0.95,1.78300187
5.010020,10.00,0.95,0.55447538
5.030060,10.00,0.95,1.92316714
5.050100,10.00,0.95,0.08170294
5.070140,10.00,0.95,1.93938901
5.090180,10.00,0.95,0.43146853
5.110220,10.00,0.95,1.83061886
5.130261,10.00,0.95,0.89462501
5.150301,10.00,0.95,1.60388933
5.170341,10.00,0.95,1.30128723
5.190381,10.00,0.95,1.27387859
5.210421,10.00,0.95,1.62434265
5.230461,10.00,0.95,0.86205182
5.250501,10.00,0.95,1.84279142
5.270541,10.00,0.95,0.39601634
5.290581,10.00,0.95,1.94249353
5.310621,10.00,0.95,0.11255583
5.330661,10.00,0.95,1.91700281
5.350701,10.00,0.95,0.58927364
5.370741,10.00,0.95,1.76796694
5.390782,10.00,0.95,1.03712631
5.410822,10.00,0.95,1.50502450
5.430862,10.00,0.95,1.41878548
5.450902,10.00,0.95,1.14521342
5.470942,10.00,0.95,1.70918007
5.490982,10.00,0.95,0.71203269
5.511022,10.00,0.95,1.88947295
5.531062,10.00,0.95,0.23607755
5.551102,10.00,0.95,1.94800038
5.571142,10.00,0.95,0.26884542
5.591182,10.00,0.95,1.88097886
5.611222,10.00,0.95,0.74325406
5.631263,10.00,0.95,1.69274097
5.651303,10.00,0.95,1.17230860
5.671343,10.00,0.95,1.39546540
5.691383,10.00,0.95,1.52620797
5.711423,10.00,0.95,1.00844185
5.731463,10.00,0.95,1.78186358
5.751503,10.00,0.95,0.55714584
5.771543,10.00,0.95,1.92271325
5.791583,10.00,0.95,0.08383079
5.811623,10.00,0.95,1.93964836
5.831663,10.00,0.95,0.42872822
5.851703,10.00,0.95,1.83157418
5.871743,10.00,0.95,0.89212210
5.891784,10.00,0.95,1.60547823
5.911824,10.00,0.95,1.29918933
5.931864,10.00,0.95,1.27599718
5.951904,10.00,0.95,1.62278495
5.971944,10.00,0.95,0.86455962
5.991984,10.00,0.95,1.84187399
6.012024,10.00,0.95,0.39872802
6.032064,10.00,0.95,1.94227511
6.052104,10.00,0.95,0.10999219
6.072144,10.00,0.95,1.91749702
6.092184,10.00,0.95,0.58659045
6.112224,10.00,0.95,1.76914131
6.132265,10.00,0.95,1.03474077
6.152305,10.00,0.95,1.50680238
6.172345,10.00,0.95,1.41685323
6.192385,10.00,0.95,1.14747827
6.212425,10.00,0.95,1.70782543
6.232465,10.00,0.95,0.71463234
6.252505,10.00,0.95,1.88878286
6.272545,10.00,0.95,0.23877306
6.292585,10.00,0.95,1.94801893
6.312625,10.00,0.95,0.26608338
6.332665,10.00,0.95,1.88170435
6.352705,10.00,0.95,0.74065035
6.372745,10.00,0.95,1.69412594
6.392786,10.00,0.95,1.17005751
6.412826,10.00,0.95,1.39741940
6.432866,10.00,0.95,1.52445509
6.452906,10.00,0.95,1.01083629
6.472946,10.00,0.95,1.78072158
6.492986,10.00,0.95,0.55981542
6.513026,10.00,0.95,1.92225538
6.533066,10.00,0.95,0.08599790
6.553106,10.00,0.95,1.93990369
6.573146,10.00,0.95,0.42598710
6.593186,10.00,0.95,1.83252570
6.613226,10.00,0.95,0.88961734
6.633267,10.00,0.95,1.60706381
6.653307,10.00,0.95,1.29708872
6.673347,10.00,0.95,1.27811315
6.693387,10.00,0.95,1.62122388
6.713427,10.00,0.95,0.86706571
6.733467,10.00,0.95,1.84095273
6.753507,10.00,0.95,0.40143949
6.773547,10.00,0.95,1.94205266
6.793587,10.00,0.95,0.10744074
6.813627,10.00,0.95,1.91798725
6.833667,10.00,0.95,0.58390606
6.853707,10.00,0.95,1.77031202
6.873747,10.00,0.95,1.03235309
6.893788,10.00,0.95,1.50857714
6.913828,10.00,0.95,1.41491803
6.933868,10.00,0.95,1.14974078
6.953908,10.00,0.95,1.70646723
6.973948,10.00,0.95,0.71723065
6.993988,10.00,0.95,1.88808885
7.014028,10.00,0.95,0.24147034
7.034068,10.00,0.95,1.94803343
7.054108,10.00,0.95,0.26332137
7.074148,10.00,0.95,1.88242593
7.094188,10.00,0.95,0.73804510
7.114228,10.00,0.95,1.69550740
7.134269,10.00,0.95,1.16780399
7.154309,10.00,0.95,1.39937053
7.174349,10.00,0.95,1.52269905
7.194389,10.00,0.95,1.01322870
7.214429,10.00,0.95,1.77957589
7.234469,10.00,0.95,0.56248411
7.254509,10.00,0.95,1.92179351
7.274549,10.00,0.95,0.08820135
7.294589,10.00,0.95,1.94015499
7.314629,10.00,0.95,0.42324519
7.334669,10.00,0.95,1.83347342
7.354709,10.00,0.95,0.88711072
7.374749,10.00,0.95,1.60864607
7.394790,10.00,0.95,1.29498542
7.414830,10.00,0.95,1.28022650
7.434870,10.00,0.95,1.61965944
7.454910,10.00,0.95,0.86957011
7.474950,10.00,0.95,1.84002765
7.494990,10.00,0.95,0.40415074
7.515030,10.00,0.95,1.94182617
7.535070,10.00,0.95,0.10490240
7.555110,10.00,0.95,1.91847350
7.575150,10.00,0.95,0.58122047
7.595190,10.00,0.95,1.77147905
7.615230,10.00,0.95,1.02996326
7.635271,10.00,0.95,1.51034880
7.655311,10.00,0.95,1.41297990
7.675351,10.00,0.95,1.15200095
7.695391,10.00,0.95,1.70510549
7.715431,10.00,0.95,0.71982763
7.735471,10.00,0.95,1.88739092
7.755511,10.00,0.95,0.24416933
7.775551,10.00,0.95,1.94804388
7.795591,10.00,0.95,0.26055941
7.815631,10.00,0.95,1.88314360
7.835671,10.00,0.95,0.73543832
7.855711,10.00,0.95,1.69688535
7.875752,10.00,0.95,1.16554805
7.895792,10.00,0.95,1.40131878
7.915832,10.00,0.95,1.52093984
7.935872,10.00,0.95,1.01561907
7.955912,10.00,0.95,1.77842650
7.975952,10.00,0.95,0.56515190
7.995992,10.00,0.95,1.92132764
8.016032,10.00,0.95,0.09043849
8.036072,10.00,0.95,1.94040226
8.056112,10.00,0.95,0.42050248
8.076152,10.00,0.95,1.83441735
8.096192,10.00,0.95,0.88460227
8.116232,10.00,0.95,1.61022501
8.136273,10.00,0.95,1.29287942
8.156313,10.00,0.95,1.28233723
8.176353,10.00,0.95,1.61809163
8.196393,10.00,0.95,0.87207280
8.216433,10.00,0.95,1.83909874
8.236473,10.00,0.95,0.40686174
8.256513,10.00,0.95,1.94159565
8.276553,10.00,0.95,0.10237815
8.296593,10.00,0.95,1.91895576
8.316633,10.00,0.95,0.57853370
8.336673,10.00,0.95,1.77264242
8.356713,10.00,0.95,1.02757129
8.376754,10.00,0.95,1.51211734
8.396794,10.00,0.95,1.41103882
8.416834,10.00,0.95,1.15425878
8.436874,10.00,0.95,1.70374021
8.456914,10.00,0.95,0.72242327
8.476954,10.00,0.95,1.88668906
8.496994,10.00,0.95,0.24686993
8.517034,10.00,0.95,1.94805029
8.537074,10.00,0.95,0.25779754
8.557114,10.00,0.95,1.88385737
8.577154,10.00,0.95,0.73283002
8.597194,10.00,0.95,1.69825978
8.617234,10.00,0.95,1.16328968
8.637275,10.00,0.95,1.40326415
8.657315,10.00,0.95,1.51917746
8.677355,10.00,0.95,1.01800739
8.697395,10.00,0.95,1.77727341
8.717435,10.00,0.95,0.56781879
8.737475,10.00,0.95,1.92085779
8.757515,10.00,0.95,0.09270684
8.777555,10.00,0.95,1.94064550
8.797595,10.00,0.95,0.41775899
8.817635,10.00,0.95,1.83535747
8.837675,10.00,0.95,0.88209198
8.857715,10.00,0.95,1.61180061
8.877756,10.00,0.95,1.29077074
8.897796,10.00,0.95,1.28444533
8.917836,10.00,0.95,1.61652047
8.937876,10.00,0.95,0.87457377
8.957916,10.00,0.95,1.83816602
8.977956,10.00,0.95,0.40957248
8.997996,10.00,0.95,1.94136109
9.018036,10.00,0.95,0.09986910
9.038076,10.00,0.95,1.91943405
9.058116,10.00,0.95,0.57584574
9.078156,10.00,0.95,1.77380212
9.098196,10.00,0.95,1.02517718
9.118236,10.00,0.95,1.51388276
9.138277,10.00,0.95,1.40909482
9.158317,10.00,0.95,1.15651426
9.178357,10.00,0.95,1.70237139
9.198397,10.00,0.95,0.72501756
9.218437,10.00,0.95,1.88598329
9.238477,10.00,0.95,0.24957208
9.258517,10.00,0.95,1.94805266
9.278557,10.00,0.95,0.25503578
9.298597,10.00,0.95,1.88456723
9.318637,10.00,0.95,0.73022021
9.338677,10.00,0.95,1.69963071
9.358717,10.00,0.95,1.16102890
9.378758,10.00,0.95,1.40520663
9.398798,10.00,0.95,1.51741194
9.418838,10.00,0.95,1.02039367
9.438878,10.00,0.95,1.77611663
9.458918,10.00,0.95,0.57048476
9.478958,10.00,0.95,1.92038395
9.498998,10.00,0.95,0.09500415
9.519038,10.00,0.95,1.94088471
9.539078,10.00,0.95,0.41501473
9.559118,10.00,0.95,1.83629378
9.579158,10.00,0.95,0.87957985
9.599198,10.00,0.95,1.61337289
9.619238,10.00,0.95,1.28865938
9.639279,10.00,0.95,1.28655080
9.659319,10.00,0.95,1.61494594
9.679359,10.00,0.95,0.87707302
9.699399,10.00,0.95,1.83722947
9.719439,10.00,0.95,0.41228295
9.739479,10.00,0.95,1.94112251
9.759519,10.00,0.95,0.09737644
9.779559,10.00,0.95,1.91990835
9.799599,10.00,0.95,0.57315660
9.819639,10.00,0.95,1.77495814
9.839679,10.00,0.95,1.02278095
9.859719,10.00,0.95,1.51564506
9.879760,10.00,0.95,1.40714789
9.899800,10.00,0.95,1.15876738
9.919840,10.00,0.95,1.70099903
9.939880,10.00,0.95,0.72761048
9.959920,10.00,0.95,1.88527360
9.979960,10.00,0.95,0.25227570
10.000000,10.00,0.95,1.94805097
0.000000,10.00,0.70,1.12105572
0.020040,10.00,0.70,1.43490954
0.040080,10.00,0.70,0.78376805
0.060120,10.00,0.70,1.61500990
0.080160,10.00,0.70,0.43999207
0.100200,10.00,0.70,1.69505604
0.120240,10.00,0.70,0.31850996
0.140281,10.00,0.70,1.66930729
0.160321,10.00,0.70,0.60103753
0.180361,10.00,0.70,1.53959716
0.200401,10.00,0.70,0.95238795
0.220441,10.00,0.70,1.31536243
0.240481,10.00,0.70,1.26503113
0.260521,10.00,0.70,1.01416619
0.280561,10.00,0.70,1.50501320
0.300601,10.00,0.70,0.66596838
0.320641,10.00,0.70,1.65305635
0.340681,10.00,0.70,0.35158083
0.360721,10.00,0.70,1.69830092
0.380762,10.00,0.70,0.38731862
0.400802,10.00,0.70,1.63751915
0.420842,10.00,0.70,0.71835244
0.440882,10.00,0.70,1.47505487
0.460922,10.00,0.70,1.06242643
0.480962,10.00,0.70,1.22291891
0.501002,10.00,0.70,1.35375533
0.521042,10.00,0.70,0.90186567
0.541082,10.00,0.70,1.56495220
0.561122,10.00,0.70,0.54993339
0.581162,10.00,0.70,1.67974837
0.601202,10.00,0.70,0.30399025
0.621242,10.00,0.70,1.68983655
0.641283,10.00,0.70,0.48643294
0.661323,10.00,0.70,1.59449841
0.681363,10.00,0.70,0.83572958
0.701403,10.00,0.70,1.40059380
0.721443,10.00,0.70,1.16647722
0.741483,10.00,0.70,1.12279507
0.761523,10.00,0.70,1.43359888
0.781563,10.00,0.70,0.78572740
0.801603,10.00,0.70,1.61423847
0.821643,10.00,0.70,0.44163417
0.841683,10.00,0.70,1.69487621
0.861723,10.00,0.70,0.31761946
0.881764,10.00,0.70,1.66972878
0.901804,10.00,0.70,0.59899077
0.921844,10.00,0.70,1.54058666
0.941884,10.00,0.70,0.95042155
0.961924,10.00,0.70,1.31684237
0.981964,10.00,0.70,1.26341086
1.002004,10.00,0.70,1.01600600
1.022044,10.00,0.70,1.50387282
1.042084,10.00,0.70,0.66792314
1.062124,10.00,0.70,1.65247729
1.082164,10.00,0.70,0.35271482
1.102204,10.00,0.70,1.69832141
1.122244,10.00,0.70,0.38572481
1.142285,10.00,0.70,1.63813473
1.162325,10.00,0.70,0.71628267
1.182365,10.00,0.70,1.47621781
1.202405,10.00,0.70,1.06055537
1.222445,10.00,0.70,1.22453588
1.242485,10.00,0.70,1.35228228
1.262525,10.00,0.70,0.90378135
1.282565,10.00,0.70,1.56399101
1.302605,10.00,0.70,0.55180624
1.322645,10.00,0.70,1.67936589
1.342685,10.00,0.70,0.30419536
1.362725,10.00,0.70,1.69005690
1.382766,10.00,0.70,0.48451231
1.402806,10.00,0.70,1.59530286
1.422846,10.00,0.70,0.83369276
1.442886,10.00,0.70,1.40192001
1.462926,10.00,0.70,1.16472190
1.482966,10.00,0.70,1.12453260
1.503006,10.00,0.70,1.43228539
1.523046,10.00,0.70,0.78768651
1.543086,10.00,0.70,1.61346379
1.563126,10.00,0.70,0.44328238
1.583166,10.00,0.70,1.69469296
1.603206,10.00,0.70,0.31674475
1.623246,10.00,0.70,1.67014692
1.643287,10.00,0.70,0.59694492
1.663327,10.00,0.70,1.54157315
1.683367,10.00,0.70,0.94845366
1.703407,10.00,0.70,1.31831988
1.723447,10.00,0.70,1.26178817
1.743487,10.00,0.70,1.01784436
1.763527,10.00,0.70,1.50272945
1.783567,10.00,0.70,0.66987869
1.803607,10.00,0.70,1.65189490
1.823647,10.00,0.70,0.35386127
1.843687,10.00,0.70,1.69833850
1.863727,10.00,0.70,0.38413895
1.883768,10.00,0.70,1.63874705
1.903808,10.00,0.70,0.71421261
1.923848,10.00,0.70,1.47737789
1.943888,10.00,0.70,1.05868245
1.963928,10.00,0.70,1.22615070
1.983968,10.00,0.70,1.35080659
2.004008,10.00,0.70,0.90569609
2.024048,10.00,0.70,1.56302668
2.044088,10.00,0.70,0.55368168
2.064128,10.00,0.70,1.67898002
2.084168,10.00,0.70,0.30441947
2.104208,10.00,0.70,1.69027386
2.124248,10.00,0.70,0.48259489
2.144289,10.00,0.70,1.59610415
2.164329,10.00,0.70,0.83165493
2.184369,10.00,0.70,1.40324356
2.204409,10.00,0.70,1.16296441
2.224449,10.00,0.70,1.12626828
2.244489,10.00,0.70,1.43096906
2.264529,10.00,0.70,0.78964535
2.284569,10.00,0.70,1.61268587
2.304609,10.00,0.70,0.44493662
2.324649,10.00,0.70,1.69450629
2.344689,10.00,0.70,0.31588597
2.364729,10.00,0.70,1.67056173
2.384770,10.00,0.70,0.59489997
2.404810,10.00,0.70,1.54255662
2.424850,10.00,0.70,0.94648429
2.444890,10.00,0.70,1.31979496
2.464930,10.00,0.70,1.26016305
2.484970,10.00,0.70,1.01968126
2.505010,10.00,0.70,1.50158307
2.525050,10.00,0.70,0.67183502
2.545090,10.00,0.70,1.65130918
2.565130,10.00,0.70,0.35502006
2.585170,10.00,0.70,1.69835216
2.605210,10.00,0.70,0.38256116
2.625251,10.00,0.70,1.63935610
2.645291,10.00,0.70,0.71214227
2.665331,10.00,0.70,1.47853512
2.685371,10.00,0.70,1.05680767
2.705411,10.00,0.70,1.22776335
2.725451,10.00,0.70,1.34932826
2.745491,10.00,0.70,0.90760986
2.765531,10.00,0.70,1.56205922
2.785571,10.00,0.70,0.55555968
2.805611,10.00,0.70,1.67859077
2.825651,10.00,0.70,0.30466256
2.845691,10.00,0.70,1.69048742
2.865731,10.00,0.70,0.48068073
2.885772,10.00,0.70,1.59690228
2.905812,10.00,0.70,0.82961612
2.925852,10.00,0.70,1.40456445
2.945892,10.00,0.70,1.16120476
2.965932,10.00,0.70,1.12800212
2.985972,10.00,0.70,1.42964990
3.006012,10.00,0.70,0.79160392
3.026052,10.00,0.70,1.61190470
3.046092,10.00,0.70,0.44659680
3.066132,10.00,0.70,1.69431621
3.086172,10.00,0.70,0.31504326
3.106212,10.00,0.70,1.67097319
3.126253,10.00,0.70,0.59285598
3.146293,10.00,0.70,1.54353706
3.166333,10.00,0.70,0.94451343
3.186373,10.00,0.70,1.32126760
3.206413,10.00,0.70,1.25853552
3.226453,10.00,0.70,1.02151671
3.246493,10.00,0.70,1.50043371
3.266533,10.00,0.70,0.67379211
3.286573,10.00,0.70,1.65072014
3.306613,10.00,0.70,0.35619106
3.326653,10.00,0.70,1.69836241
3.346693,10.00,0.70,0.38099156
3.366733,10.00,0.70,1.63996189
3.386774,10.00,0.70,0.71007168
