x_mm,L_mm,alpha_Npm,S,contrast
2.976589,10.00,0.010,0.799888,80.8990
3.010033,10.00,0.010,0.799888,80.8994
3.043478,10.00,0.010,0.799889,80.8999
3.076923,10.00,0.010,0.799889,80.9004
3.110368,10.00,0.010,0.799890,80.9009
3.143813,10.00,0.010,0.799890,80.9014
3.177258,10.00,0.010,0.799891,80.9018
3.210702,10.00,0.010,0.799891,80.9023
3.244147,10.00,0.010,0.799892,80.9028
3.277592,10.00,0.010,0.799892,80.9033
3.311037,10.00,0.010,0.799893,80.9038
3.344482,10.00,0.010,0.799894,80.9042
3.377926,10.00,0.010,0.799894,80.9047
3.411371,10.00,0.010,0.799895,80.9052
3.444816,10.00,0.010,0.799895,80.9057
3.478261,10.00,0.010,0.799896,80.9062
3.511706,10.00,0.010,0.799896,80.9067
3.545151,10.00,0.010,0.799897,80.9071
3.578595,10.00,0.010,0.799897,80.9076
3.612040,10.00,0.010,0.799898,80.9081
3.645485,10.00,0.010,0.799898,80.9086
3.678930,10.00,0.010,0.799899,80.9091
3.712375,10.00,0.010,0.799899,80.9095
3.745819,10.00,0.010,0.799900,80.9100
3.779264,10.00,0.010,0.799900,80.9105
3.812709,10.00,0.010,0.799901,80.9110
3.846154,10.00,0.010,0.799902,80.9115
3.879599,10.00,0.010,0.799902,80.9119
3.913043,10.00,0.010,0.799903,80.9124
3.946488,10.00,0.010,0.799903,80.9129
3.979933,10.00,0.010,0.799904,80.9134
4.013378,10.00,0.010,0.799904,80.9139
4.046823,10.00,0.010,0.799905,80.9143
4.080268,10.00,0.010,0.799905,80.9148
4.113712,10.00,0.010,0.799906,80.9153
4.147157,10.00,0.010,0.799906,80.9158
4.180602,10.00,0.010,0.799907,80.9163
4.214047,10.00,0.010,0.799907,80.9167
4.247492,10.00,0.010,0.799908,80.9172
4.280936,10.00,0.010,0.799909,80.9177
4.314381,10.00,0.010,0.799909,80.9182
4.347826,10.00,0.010,0.799910,80.9187
4.381271,10.00,0.010,0.799910,80.9192
4.414716,10.00,0.010,0.799911,80.9196
4.448161,10.00,0.010,0.799911,80.9201
4.481605,10.00,0.010,0.799912,80.9206
4.515050,10.00,0.010,0.799912,80.9211
4.548495,10.00,0.010,0.799913,80.9216
4.581940,10.00,0.010,0.799913,80.9220
4.615385,10.00,0.010,0.799914,80.9225
4.648829,10.00,0.010,0.799914,80.9230
4.682274,10.00,0.010,0.799915,80.9235
4.715719,10.00,0.010,0.799915,80.9240
4.749164,10.00,0.010,0.799916,80.9244
4.782609,10.00,0.010,0.799917,80.9249
4.816054,10.00,0.010,0.799917,80.9254
4.849498,10.00,0.010,0.799918,80.9259
4.882943,10.00,0.010,0.799918,80.9264
4.916388,10.00,0.010,0.799919,80.9268
4.949833,10.00,0.010,0.799919,80.9273
4.983278,10.00,0.010,0.799920,80.9278
5.016722,10.00,0.010,0.799920,80.9283
5.050167,10.00,0.010,0.799921,80.9288
5.083612,10.00,0.010,0.799921,80.9293
5.117057,10.00,0.010,0.799922,80.9297
5.150502,10.00,0.010,0.799922,80.9302
5.183946,10.00,0.010,0.799923,80.9307
5.217391,10.00,0.010,0.799923,80.9312
5.250836,10.00,0.010,0.799924,80.9317
5.284281,10.00,0.010,0.799925,80.9321
5.317726,10.00,0.010,0.799925,80.9326
5.351171,10.00,0.010,0.799926,80.9331
5.384615,10.00,0.010,0.799926,80.9336
5.418060,10.00,0.010,0.799927,80.9341
5.451505,10.00,0.010,0.799927,80.9345
5.484950,10.00,0.010,0.799928,80.9350
5.518395,10.00,0.010,0.799928,80.9355
5.551839,10.00,0.010,0.799929,80.9360
5.585284,10.00,0.010,0.799929,80.9365
5.618729,10.00,0.010,0.799930,80.9369
5.652174,10.00,0.010,0.799930,80.9374
5.685619,10.00,0.010,0.799931,80.9379
5.719064,10.00,0.010,0.799932,80.9384
5.752508,10.00,0.010,0.799932,80.9389
5.785953,10.00,0.010,0.799933,80.9394
5.819398,10.00,0.010,0.799933,80.9398
5.852843,10.00,0.010,0.799934,80.9403
5.886288,10.00,0.010,0.799934,80.9408
5.919732,10.00,0.010,0.799935,80.9413
5.953177,10.00,0.010,0.799935,80.9418
5.986622,10.00,0.010,0.799936,80.9422
6.020067,10.00,0.010,0.799936,80.9427
6.053512,10.00,0.010,0.799937,80.9432
6.086957,10.00,0.010,0.799937,80.9437
6.120401,10.00,0.010,0.799938,80.9442
6.153846,10.00,0.010,0.799938,80.9446
6.187291,10.00,0.010,0.799939,80.9451
6.220736,10.00,0.010,0.799940,80.9456
6.254181,10.00,0.010,0.799940,80.9461
6.287625,10.00,0.010,0.799941,80.9466
6.321070,10.00,0.010,0.799941,80.9470
6.354515,10.00,0.010,0.799942,80.9475
6.387960,10.00,0.010,0.799942,80.9480
6.421405,10.00,0.010,0.799943,80.9485
6.454849,10.00,0.010,0.799943,80.9490
6.488294,10.00,0.010,0.799944,80.9495
6.521739,10.00,0.010,0.799944,80.9499
6.555184,10.00,0.010,0.799945,80.9504
6.588629,10.00,0.010,0.799945,80.9509
6.622074,10.00,0.010,0.799946,80.9514
6.655518,10.00,0.010,0.799946,80.9519
6.688963,10.00,0.010,0.799947,80.9523
6.722408,10.00,0.010,0.799948,80.9528
6.755853,10.00,0.010,0.799948,80.9533
6.789298,10.00,0.010,0.799949,80.9538
6.822742,10.00,0.010,0.799949,80.9543
6.856187,10.00,0.010,0.799950,80.9547
6.889632,10.00,0.010,0.799950,80.9552
6.923077,10.00,0.010,0.799951,80.9557
6.956522,10.00,0.010,0.799951,80.9562
6.989967,10.00,0.010,0.799952,80.9567
7.023411,10.00,0.010,0.799952,80.9572
7.056856,10.00,0.010,0.799953,80.9576
7.090301,10.00,0.010,0.799953,80.9581
7.123746,10.00,0.010,0.799954,80.9586
7.157191,10.00,0.010,0.799955,80.9591
7.190635,10.00,0.010,0.799955,80.9596
7.224080,10.00,0.010,0.799956,80.9600
7.257525,10.00,0.010,0.799956,80.9605
7.290970,10.00,0.010,0.799957,80.9610
7.324415,10.00,0.010,0.799957,80.9615
7.357860,10.00,0.010,0.799958,80.9620
7.391304,10.00,0.010,0.799958,80.9624
7.424749,10.00,0.010,0.799959,80.9629
7.458194,10.00,0.010,0.799959,80.9634
7.491639,10.00,0.010,0.799960,80.9639
7.525084,10.00,0.010,0.799960,80.9644
7.558528,10.00,0.010,0.799961,80.9649
7.591973,10.00,0.010,0.799961,80.9653
7.625418,10.00,0.010,0.799962,80.9658
7.658863,10.00,0.010,0.799963,80.9663
7.692308,10.00,0.010,0.799963,80.9668
7.725753,10.00,0.010,0.799964,80.9673
7.759197,10.00,0.010,0.799964,80.9677
7.792642,10.00,0.010,0.799965,80.9682
7.826087,10.00,0.010,0.799965,80.9687
7.859532,10.00,0.010,0.799966,80.9692
7.892977,10.00,0.010,0.799966,80.9697
7.926421,10.00,0.010,0.799967,80.9701
7.959866,10.00,0.010,0.799967,80.9706
7.993311,10.00,0.010,0.799968,80.9711
8.026756,10.00,0.010,0.799968,80.9716
8.060201,10.00,0.010,0.799969,80.9721
8.093645,10.00,0.010,0.799969,80.9726
8.127090,10.00,0.010,0.799970,80.9730
8.160535,10.00,0.010,0.799971,80.9735
8.193980,10.00,0.010,0.799971,80.9740
8.227425,10.00,0.010,0.799972,80.9745
8.260870,10.00,0.010,0.799972,80.9750
8.294314,10.00,0.010,0.799973,80.9754
8.327759,10.00,0.010,0.799973,80.9759
8.361204,10.00,0.010,0.799974,80.9764
8.394649,10.00,0.010,0.799974,80.9769
8.428094,10.00,0.010,0.799975,80.9774
8.461538,10.00,0.010,0.799975,80.9779
8.494983,10.00,0.010,0.799976,80.9783
8.528428,10.00,0.010,0.799976,80.9788
8.561873,10.00,0.010,0.799977,80.9793
8.595318,10.00,0.010,0.799978,80.9798
8.628763,10.00,0.010,0.799978,80.9803
8.662207,10.00,0.010,0.799979,80.9807
8.695652,10.00,0.010,0.799979,80.9812
8.729097,10.00,0.010,0.799980,80.9817
8.762542,10.00,0.010,0.799980,80.9822
8.795987,10.00,0.010,0.799981,80.9827
8.829431,10.00,0.010,0.799981,80.9831
8.862876,10.00,0.010,0.799982,80.9836
8.896321,10.00,0.010,0.799982,80.9841
8.929766,10.00,0.010,0.799983,80.9846
8.963211,10.00,0.010,0.799983,80.9851
8.996656,10.00,0.010,0.799984,80.9856
9.030100,10.00,0.010,0.799984,80.9860
9.063545,10.00,0.010,0.799985,80.9865
9.096990,10.00,0.010,0.799986,80.9870
9.130435,10.00,0.010,0.799986,80.9875
9.163880,10.00,0.010,0.799987,80.9880
9.197324,10.00,0.010,0.799987,80.9884
9.230769,10.00,0.010,0.799988,80.9889
9.264214,10.00,0.010,0.799988,80.9894
9.297659,10.00,0.010,0.799989,80.9899
9.331104,10.00,0.010,0.799989,80.9904
9.364548,10.00,0.010,0.799990,80.9909
9.397993,10.00,0.010,0.799990,80.9913
9.431438,10.00,0.010,0.799991,80.9918
9.464883,10.00,0.010,0.799991,80.9923
9.498328,10.00,0.010,0.799992,80.9928
9.531773,10.00,0.010,0.799993,80.9933
9.565217,10.00,0.010,0.799993,80.9937
9.598662,10.00,0.010,0.799994,80.9942
9.632107,10.00,0.010,0.799994,80.9947
9.665552,10.00,0.010,0.799995,80.9952
9.698997,10.00,0.010,0.799995,80.9957
9.732441,10.00,0.010,0.799996,80.9961
9.765886,10.00,0.010,0.799996,80.9966
9.799331,10.00,0.010,0.799997,80.9971
9.832776,10.00,0.010,0.799997,80.9976
9.866221,10.00,0.010,0.799998,80.9981
9.899666,10.00,0.010,0.799998,80.9986
9.933110,10.00,0.010,0.799999,80.9990
9.966555,10.00,0.010,0.799999,80.9995
10.000000,10.00,0.010,0.800000,81.0000
0.000000,10.00,0.100,0.798402,79.5791
0.033445,10.00,0.100,0.798407,79.5838
0.066890,10.00,0.100,0.798412,79.5885
0.100334,10.00,0.100,0.798418,79.5932
0.133779,10.00,0.100,0.798423,79.5979
0.167224,10.00,0.100,0.798428,79.6026
0.200669,10.00,0.100,0.798434,79.6073
0.234114,10.00,0.100,0.798439,79.6120
0.267559,10.00,0.100,0.798444,79.6167
0.301003,10.00,0.100,0.798450,79.6213
0.334448,10.00,0.100,0.798455,79.6260
0.367893,10.00,0.100,0.798460,79.6307
0.401338,10.00,0.100,0.798466,79.6354
0.434783,10.00,0.100,0.798471,79.6401
0.468227,10.00,0.100,0.798476,79.6448
0.501672,10.00,0.100,0.798482,79.6495
0.535117,10.00,0.100,0.798487,79.6542
0.568562,10.00,0.100,0.798492,79.6589
0.602007,10.00,0.100,0.798498,79.6636
0.635452,10.00,0.100,0.798503,79.6683
0.668896,10.00,0.100,0.798508,79.6730
0.702341,10.00,0.100,0.798514,79.6777
0.735786,10.00,0.100,0.798519,79.6824
0.769231,10.00,0.100,0.798524,79.6871
0.802676,10.00,0.100,0.798530,79.6918
0.836120,10.00,0.100,0.798535,79.6965
0.869565,10.00,0.100,0.798540,79.7012
0.903010,10.00,0.100,0.798546,79.7059
0.936455,10.00,0.100,0.798551,79.7106
0.969900,10.00,0.100,0.798556,79.7153
1.003344,10.00,0.100,0.798562,79.7200
1.036789,10.00,0.100,0.798567,79.7247
1.070234,10.00,0.100,0.798573,79.7294
1.103679,10.00,0.100,0.798578,79.7341
1.137124,10.00,0.100,0.798583,79.7388
1.170569,10.00,0.100,0.798589,79.7435
1.204013,10.00,0.100,0.798594,79.7482
1.237458,10.00,0.100,0.798599,79.7529
1.270903,10.00,0.100,0.798605,79.7576
1.304348,10.00,0.100,0.798610,79.7623
1.337793,10.00,0.100,0.798615,79.7670
1.371237,10.00,0.100,0.798621,79.7717
1.404682,10.00,0.100,0.798626,79.7764
1.438127,10.00,0.100,0.798631,79.7811
1.471572,10.00,0.100,0.798637,79.7858
1.505017,10.00,0.100,0.798642,79.7906
1.538462,10.00,0.100,0.798647,79.7953
1.571906,10.00,0.100,0.798653,79.8000
1.605351,10.00,0.100,0.798658,79.8047
1.638796,10.00,0.100,0.798663,79.8094
1.672241,10.00,0.100,0.798669,79.8141
1.705686,10.00,0.100,0.798674,79.8188
1.739130,10.00,0.100,0.798679,79.8235
1.772575,10.00,0.100,0.798685,79.8282
1.806020,10.00,0.100,0.798690,79.8329
1.839465,10.00,0.100,0.798695,79.8377
1.872910,10.00,0.100,0.798701,79.8424
1.906355,10.00,0.100,0.798706,79.8471
1.939799,10.00,0.100,0.798711,79.8518
1.973244,10.00,0.100,0.798717,79.8565
2.006689,10.00,0.100,0.798722,79.8612
2.040134,10.00,0.100,0.798727,79.8659
2.073579,10.00,0.100,0.798733,79.8706
2.107023,10.00,0.100,0.798738,79.8754
2.140468,10.00,0.100,0.798743,79.8801
2.173913,10.00,0.100,0.798749,79.8848
2.207358,10.00,0.100,0.798754,79.8895
2.240803,10.00,0.100,0.798759,79.8942
2.274247,10.00,0.100,0.798765,79.8989
2.307692,10.00,0.100,0.798770,79.9037
2.341137,10.00,0.100,0.798776,79.9084
2.374582,10.00,0.100,0.798781,79.9131
2.408027,10.00,0.100,0.798786,79.9178
2.441472,10.00,0.100,0.798792,79.9225
2.474916,10.00,0.100,0.798797,79.9273
2.508361,10.00,0.100,0.798802,79.9320
2.541806,10.00,0.100,0.798808,79.9367
2.575251,10.00,0.100,0.798813,79.9414
2.608696,10.00,0.100,0.798818,79.9461
2.642140,10.00,0.100,0.798824,79.9509
2.675585,10.00,0.100,0.798829,79.9556
2.709030,10.00,0.100,0.798834,79.9603
2.742475,10.00,0.100,0.798840,79.9650
2.775920,10.00,0.100,0.798845,79.9697
2.809365,10.00,0.100,0.798850,79.9745
2.842809,10.00,0.100,0.798856,79.9792
2.876254,10.00,0.100,0.798861,79.9839
2.909699,10.00,0.100,0.798866,79.9886
2.943144,10.00,0.100,0.798872,79.9934
2.976589,10.00,0.100,0.798877,79.9981
3.010033,10.00,0.100,0.798882,80.0028
3.043478,10.00,0.100,0.798888,80.0076
3.076923,10.00,0.100,0.798893,80.0123
3.110368,10.00,0.100,0.798898,80.0170
3.143813,10.00,0.100,0.798904,80.0217
3.177258,10.00,0.100,0.798909,80.0265
3.210702,10.00,0.100,0.798914,80.0312
3.244147,10.00,0.100,0.798920,80.0359
3.277592,10.00,0.100,0.798925,80.0407
3.311037,10.00,0.100,0.798930,80.0454
3.344482,10.00,0.100,0.798936,80.0501
3.377926,10.00,0.100,0.798941,80.0548
3.411371,10.00,0.100,0.798947,80.0596
3.444816,10.00,0.100,0.798952,80.0643
3.478261,10.00,0.100,0.798957,80.0690
3.511706,10.00,0.100,0.798963,80.0738
3.545151,10.00,0.100,0.798968,80.0785
3.578595,10.00,0.100,0.798973,80.0832
3.612040,10.00,0.100,0.798979,80.0880
3.645485,10.00,0.100,0.798984,80.0927
3.678930,10.00,0.100,0.798989,80.0974
3.712375,10.00,0.100,0.798995,80.1022
3.745819,10.00,0.100,0.799000,80.1069
3.779264,10.00,0.100,0.799005,80.1117
3.812709,10.00,0.100,0.799011,80.1164
3.846154,10.00,0.100,0.799016,80.1211
3.879599,10.00,0.100,0.799021,80.1259
3.913043,10.00,0.100,0.799027,80.1306
3.946488,10.00,0.100,0.799032,80.1353
3.979933,10.00,0.100,0.799037,80.1401
4.013378,10.00,0.100,0.799043,80.1448
4.046823,10.00,0.100,0.799048,80.1496
4.080268,10.00,0.100,0.799053,80.1543
4.113712,10.00,0.100,0.799059,80.1590
4.147157,10.00,0.100,0.799064,80.1638
4.180602,10.00,0.100,0.799069,80.1685
4.214047,10.00,0.100,0.799075,80.1733
4.247492,10.00,0.100,0.799080,80.1780
4.280936,10.00,0.100,0.799085,80.1827
4.314381,10.00,0.100,0.799091,80.1875
4.347826,10.00,0.100,0.799096,80.1922
4.381271,10.00,0.100,0.799102,80.1970
4.414716,10.00,0.100,0.799107,80.2017
4.448161,10.00,0.100,0.799112,80.2065
4.481605,10.00,0.100,0.799118,80.2112
4.515050,10.00,0.100,0.799123,80.2160
4.548495,10.00,0.100,0.799128,80.2207
4.581940,10.00,0.100,0.799134,80.2254
4.615385,10.00,0.100,0.799139,80.2302
4.648829,10.00,0.100,0.799144,80.2349
4.682274,10.00,0.100,0.799150,80.2397
4.715719,10.00,0.100,0.799155,80.2444
4.749164,10.00,0.100,0.799160,80.2492
4.782609,10.00,0.100,0.799166,80.2539
4.816054,10.00,0.100,0.799171,80.2587
4.849498,10.00,0.100,0.799176,80.2634
4.882943,10.00,0.100,0.799182,80.2682
4.916388,10.00,0.100,0.799187,80.2729
4.949833,10.00,0.100,0.799192,80.2777
4.983278,10.00,0.100,0.799198,80.2824
5.016722,10.00,0.100,0.799203,80.2872
5.050167,10.00,0.100,0.799208,80.2919
5.083612,10.00,0.100,0.799214,80.2967
5.117057,10.00,0.100,0.799219,80.3014
5.150502,10.00,0.100,0.799224,80.3062
5.183946,10.00,0.100,0.799230,80.3110
5.217391,10.00,0.100,0.799235,80.3157
5.250836,10.00,0.100,0.799240,80.3205
5.284281,10.00,0.100,0.799246,80.3252
5.317726,10.00,0.100,0.799251,80.3300
5.351171,10.00,0.100,0.799257,80.3347
5.384615,10.00,0.100,0.799262,80.3395
5.418060,10.00,0.100,0.799267,80.3442
5.451505,10.00,0.100,0.799273,80.3490
5.484950,10.00,0.100,0.799278,80.3538
5.518395,10.00,0.100,0.799283,80.3585
5.551839,10.00,0.100,0.799289,80.3633
5.585284,10.00,0.100,0.799294,80.3680
5.618729,10.00,0.100,0.799299,80.3728
5.652174,10.00,0.100,0.799305,80.3776
5.685619,10.00,0.100,0.799310,80.3823
5.719064,10.00,0.100,0.799315,80.3871
5.752508,10.00,0.100,0.799321,80.3918
5.785953,10.00,0.100,0.799326,80.3966
5.819398,10.00,0.100,0.799331,80.4014
5.852843,10.00,0.100,0.799337,80.4061
5.886288,10.00,0.100,0.799342,80.4109
5.919732,10.00,0.100,0.799347,80.4156
5.953177,10.00,0.100,0.799353,80.4204
5.986622,10.00,0.100,0.799358,80.4252
6.020067,10.00,0.100,0.799363,80.4299
6.053512,10.00,0.100,0.799369,80.4347
6.086957,10.00,0.100,0.799374,80.4395
6.120401,10.00,0.100,0.799380,80.4442
6.153846,10.00,0.100,0.799385,80.4490
6.187291,10.00,0.100,0.799390,80.4538
6.220736,10.00,0.100,0.799396,80.4585
6.254181,10.00,0.100,0.799401,80.4633
6.287625,10.00,0.100,0.799406,80.4681
6.321070,10.00,0.100,0.799412,80.4728
6.354515,10.00,0.100,0.799417,80.4776
6.387960,10.00,0.100,0.799422,80.4824
6.421405,10.00,0.100,0.799428,80.4872
6.454849,10.00,0.100,0.799433,80.4919
6.488294,10.00,0.100,0.799438,80.4967
6.521739,10.00,0.100,0.799444,80.5015
6.555184,10.00,0.100,0.799449,80.5062
6.588629,10.00,0.100,0.799454,80.5110
6.622074,10.00,0.100,0.799460,80.5158
6.655518,10.00,0.100,0.799465,80.5206
6.688963,10.00,0.100,0.799470,80.5253
6.722408,10.00,0.100,0.799476,80.5301
6.755853,10.00,0.100,0.799481,80.5349
6.789298,10.00,0.100,0.799486,80.5396
6.822742,10.00,0.100,0.799492,80.5444
6.856187,10.00,0.100,0.799497,80.5492
6.889632,10.00,0.100,0.799502,80.5540
6.923077,10.00,0.100,0.799508,80.5587
6.956522,10.00,0.100,0.799513,80.5635
6.989967,10.00,0.100,0.799519,80.5683
7.023411,10.00,0.100,0.799524,80.5731
7.056856,10.00,0.100,0.799529,80.5779
7.090301,10.00,0.100,0.799535,80.5826
7.123746,10.00,0.100,0.799540,80.5874
7.157191,10.00,0.100,0.799545,80.5922
7.190635,10.00,0.100,0.799551,80.5970
7.224080,10.00,0.100,0.799556,80.6018
7.257525,10.00,0.100,0.799561,80.6065
7.290970,10.00,0.100,0.799567,80.6113
7.324415,10.00,0.100,0.799572,80.6161
7.357860,10.00,0.100,0.799577,80.6209
7.391304,10.00,0.100,0.799583,80.6257
7.424749,10.00,0.100,0.799588,80.6304
7.458194,10.00,0.100,0.799593,80.6352
7.491639,10.00,0.100,0.799599,80.6400
7.525084,10.00,0.100,0.799604,80.6448
7.558528,10.00,0.100,0.799609,80.6496
7.591973,10.00,0.100,0.799615,80.6544
7.625418,10.00,0.100,0.799620,80.6591
7.658863,10.00,0.100,0.799626,80.6639
7.692308,10.00,0.100,0.799631,80.6687
7.725753,10.00,0.100,0.799636,80.6735
7.759197,10.00,0.100,0.799642,80.6783
7.792642,10.00,0.100,0.799647,80.6831
7.826087,10.00,0.100,0.799652,80.6879
7.859532,10.00,0.100,0.799658,80.6927
7.892977,10.00,0.100,0.799663,80.6974
7.926421,10.00,0.100,0.799668,80.7022
7.959866,10.00,0.100,0.799674,80.7070
7.993311,10.00,0.100,0.799679,80.7118
8.026756,10.00,0.100,0.799684,80.7166
8.060201,10.00,0.100,0.799690,80.7214
8.093645,10.00,0.100,0.799695,80.7262
8.127090,10.00,0.100,0.799700,80.7310
8.160535,10.00,0.100,0.799706,80.7358
8.193980,10.00,0.100,0.799711,80.7406
8.227425,10.00,0.100,0.799716,80.7454
8.260870,10.00,0.100,0.799722,80.7501
8.294314,10.00,0.100,0.799727,80.7549
8.327759,10.00,0.100,0.799732,80.7597
8.361204,10.00,0.100,0.799738,80.7645
8.394649,10.00,0.100,0.799743,80.7693
8.428094,10.00,0.100,0.799749,80.7741
8.461538,10.00,0.100,0.799754,80.7789
8.494983,10.00,0.100,0.799759,80.7837
8.528428,10.00,0.100,0.799765,80.7885
8.561873,10.00,0.100,0.799770,80.7933
8.595318,10.00,0.100,0.799775,80.7981
8.628763,10.00,0.100,0.799781,80.8029
8.662207,10.00,0.100,0.799786,80.8077
8.695652,10.00,0.100,0.799791,80.8125
8.729097,10.00,0.100,0.799797,80.8173
8.762542,10.00,0.100,0.799802,80.8221
8.795987,10.00,0.100,0.799807,80.8269
8.829431,10.00,0.100,0.799813,80.8317
8.862876,10.00,0.100,0.799818,80.8365
8.896321,10.00,0.100,0.799823,80.8413
8.929766,10.00,0.100,0.799829,80.8461
8.963211,10.00,0.100,0.799834,80.8509
8.996656,10.00,0.100,0.799839,80.8557
9.030100,10.00,0.100,0.799845,80.8605
9.063545,10.00,0.100,0.799850,80.8653
9.096990,10.00,0.100,0.799856,80.8701
9.130435,10.00,0.100,0.799861,80.8749
9.163880,10.00,0.100,0.799866,80.8797
9.197324,10.00,0.100,0.799872,80.8845
9.230769,10.00,0.100,0.799877,80.8893
9.264214,10.00,0.100,0.799882,80.8942
9.297659,10.00,0.100,0.799888,80.8990
9.331104,10.00,0.100,0.799893,80.9038
9.364548,10.00,0.100,0.799898,80.9086
9.397993,10.00,0.100,0.799904,80.9134
9.431438,10.00,0.100,0.799909,80.9182
9.464883,10.00,0.100,0.799914,80.9230
9.498328,10.00,0.100,0.799920,80.9278
9.531773,10.00,0.100,0.799925,80.9326
9.565217,10.00,0.100,0.799930,80.9374
9.598662,10.00,0.100,0.799936,80.9422
9.632107,10.00,0.100,0.799941,80.9470
9.665552,10.00,0.100,0.799946,80.9519
9.698997,10.00,0.100,0.799952,80.9567
9.732441,10.00,0.100,0.799957,80.9615
9.765886,10.00,0.100,0.799963,80.9663
9.799331,10.00,0.100,0.799968,80.9711
9.832776,10.00,0.100,0.799973,80.9759
9.866221,10.00,0.100,0.799979,80.9807
9.899666,10.00,0.100,0.799984,80.9856
9.933110,10.00,0.100,0.799989,80.9904
9.966555,10.00,0.100,0.799995,80.9952
10.000000,10.00,0.100,0.800000,81.0000
0.000000,10.00,0.500,0.792040,74.2566
0.033445,10.00,0.500,0.792066,74.2777
0.066890,10.00,0.500,0.792093,74.2989
0.100334,10.00,0.500,0.792119,74.3200
0.133779,10.00,0.500,0.792146,74.3411
0.167224,10.00,0.500,0.792172,74.3623
0.200669,10.00,0.500,0.792199,74.3835
0.234114,10.00,0.500,0.792225,74.4046
0.267559,10.00,0.500,0.792252,74.4258
0.301003,10.00,0.500,0.792278,74.4470
0.334448,10.00,0.500,0.792305,74.4682
0.367893,10.00,0.500,0.792331,74.4894
0.401338,10.00,0.500,0.792358,74.5106
0.434783,10.00,0.500,0.792384,74.5319
0.468227,10.00,0.500,0.792411,74.5531
0.501672,10.00,0.500,0.792437,74.5743
0.535117,10.00,0.500,0.792464,74.5956
0.568562,10.00,0.500,0.792490,74.6168
0.602007,10.00,0.500,0.792517,74.6381
0.635452,10.00,0.500,0.792543,74.6594
0.668896,10.00,0.500,0.792570,74.6807
0.702341,10.00,0.500,0.792596,74.7020
0.735786,10.00,0.500,0.792623,74.7233
0.769231,10.00,0.500,0.792649,74.7446
0.802676,10.00,0.500,0.792676,74.7660
0.836120,10.00,0.500,0.792702,74.7873
0.869565,10.00,0.500,0.792729,74.8086
0.903010,10.00,0.500,0.792755,74.8300
0.936455,10.00,0.500,0.792782,74.8514
0.969900,10.00,0.500,0.792808,74.8727
1.003344,10.00,0.500,0.792835,74.8941
1.036789,10.00,0.500,0.792861,74.9155
1.070234,10.00,0.500,0.792888,74.9369
1.103679,10.00,0.500,0.792915,74.9583
1.137124,10.00,0.500,0.792941,74.9797
1.170569,10.00,0.500,0.792968,75.0012
1.204013,10.00,0.500,0.792994,75.0226
1.237458,10.00,0.500,0.793021,75.0440
1.270903,10.00,0.500,0.793047,75.0655
1.304348,10.00,0.500,0.793074,75.0870
1.337793,10.00,0.500,0.793100,75.1084
1.371237,10.00,0.500,0.793127,75.1299
1.404682,10.00,0.500,0.793153,75.1514
1.438127,10.00,0.500,0.793180,75.1729
1.471572,10.00,0.500,0.793206,75.1944
1.505017,10.00,0.500,0.793233,75.2160
1.538462,10.00,0.500,0.793259,75.2375
1.571906,10.00,0.500,0.793286,75.2590
1.605351,10.00,0.500,0.793312,75.2806
1.638796,10.00,0.500,0.793339,75.3021
1.672241,10.00,0.500,0.793365,75.3237
1.705686,10.00,0.500,0.793392,75.3453
1.739130,10.00,0.500,0.793419,75.3669
1.772575,10.00,0.500,0.793445,75.3885
1.806020,10.00,0.500,0.793472,75.4101
1.839465,10.00,0.500,0.793498,75.4317
1.872910,10.00,0.500,0.793525,75.4533
1.906355,10.00,0.500,0.793551,75.4750
1.939799,10.00,0.500,0.793578,75.4966
1.973244,10.00,0.500,0.793604,75.5183
2.006689,10.00,0.500,0.793631,75.5399
2.040134,10.00,0.500,0.793657,75.5616
2.073579,10.00,0.500,0.793684,75.5833
2.107023,10.00,0.500,0.793710,75.6050
2.140468,10.00,0.500,0.793737,75.6267
2.173913,10.00,0.500,0.793764,75.6484
2.207358,10.00,0.500,0.793790,75.6701
2.240803,10.00,0.500,0.793817,75.6918
2.274247,10.00,0.500,0.793843,75.7136
2.307692,10.00,0.500,0.793870,75.7353
2.341137,10.00,0.500,0.793896,75.7571
2.374582,10.00,0.500,0.793923,75.7788
2.408027,10.00,0.500,0.793949,75.8006
2.441472,10.00,0.500,0.793976,75.8224
2.474916,10.00,0.500,0.794003,75.8442
2.508361,10.00,0.500,0.794029,75.8660
2.541806,10.00,0.500,0.794056,75.8878
2.575251,10.00,0.500,0.794082,75.9096
2.608696,10.00,0.500,0.794109,75.9315
2.642140,10.00,0.500,0.794135,75.9533
2.675585,10.00,0.500,0.794162,75.9752
2.709030,10.00,0.500,0.794188,75.9970
2.742475,10.00,0.500,0.794215,76.0189
2.775920,10.00,0.500,0.794242,76.0408
2.809365,10.00,0.500,0.794268,76.0627
2.842809,10.00,0.500,0.794295,76.0846
2.876254,10.00,0.500,0.794321,76.1065
2.909699,10.00,0.500,0.794348,76.1284
2.943144,10.00,0.500,0.794374,76.1503
2.976589,10.00,0.500,0.794401,76.1723
3.010033,10.00,0.500,0.794428,76.1942
3.043478,10.00,0.500,0.794454,76.2162
3.076923,10.00,0.500,0.794481,76.2381
3.110368,10.00,0.500,0.794507,76.2601
3.143813,10.00,0.500,0.794534,76.2821
3.177258,10.00,0.500,0.794560,76.3041
