d_um,d_over_lambda,Zin_re_MRayl,Zin_im_MRayl,Zin_mag_MRayl,T_power,T_power_dB
78.2000,0.038657,2.592738,-4.901914,5.545363,0.28240658,-5.4913
78.3000,0.038706,2.587585,-4.897927,5.539430,0.28194098,-5.4984
78.4000,0.038756,2.582447,-4.893942,5.533507,0.28147636,-5.5056
78.5000,0.038805,2.577323,-4.889960,5.527594,0.28101272,-5.5127
78.6000,0.038855,2.572213,-4.885980,5.521692,0.28055007,-5.5199
78.7000,0.038904,2.567117,-4.882003,5.515800,0.28008841,-5.5270
78.8000,0.038953,2.562036,-4.878029,5.509918,0.27962772,-5.5342
78.9000,0.039003,2.556969,-4.874057,5.504046,0.27916801,-5.5413
79.0000,0.039052,2.551916,-4.870087,5.498184,0.27870928,-5.5485
79.1000,0.039102,2.546877,-4.866121,5.492332,0.27825152,-5.5556
79.2000,0.039151,2.541852,-4.862157,5.486491,0.27779474,-5.5628
79.3000,0.039201,2.536841,-4.858195,5.480659,0.27733892,-5.5699
79.4000,0.039250,2.531844,-4.854236,5.474838,0.27688407,-5.5770
79.5000,0.039300,2.526861,-4.850280,5.469026,0.27643019,-5.5841
79.6000,0.039349,2.521892,-4.846327,5.463225,0.27597727,-5.5913
79.7000,0.039398,2.516937,-4.842376,5.457433,0.27552532,-5.5984
79.8000,0.039448,2.511995,-4.838428,5.451652,0.27507432,-5.6055
79.9000,0.039497,2.507067,-4.834483,5.445880,0.27462429,-5.6126
80.0000,0.039547,2.502153,-4.830540,5.440118,0.27417521,-5.6197
80.1000,0.039596,2.497253,-4.826600,5.434367,0.27372708,-5.6268
80.2000,0.039646,2.492366,-4.822663,5.428625,0.27327990,-5.6339
80.3000,0.039695,2.487492,-4.818729,5.422893,0.27283368,-5.6410
80.4000,0.039744,2.482632,-4.814797,5.417171,0.27238840,-5.6481
80.5000,0.039794,2.477786,-4.810869,5.411458,0.27194407,-5.6552
80.6000,0.039843,2.472953,-4.806943,5.405756,0.27150069,-5.6623
80.7000,0.039893,2.468133,-4.803020,5.400063,0.27105825,-5.6694
80.8000,0.039942,2.463327,-4.799099,5.394380,0.27061674,-5.6765
80.9000,0.039992,2.458533,-4.795182,5.388706,0.27017618,-5.6835
81.0000,0.040041,2.453754,-4.791267,5.383043,0.26973655,-5.6906
81.1000,0.040090,2.448987,-4.787355,5.377389,0.26929786,-5.6977
81.2000,0.040140,2.444233,-4.783447,5.371744,0.26886010,-5.7047
81.3000,0.040189,2.439493,-4.779541,5.366110,0.26842326,-5.7118
81.4000,0.040239,2.434765,-4.775637,5.360485,0.26798736,-5.7189
81.5000,0.040288,2.430051,-4.771737,5.354869,0.26755239,-5.7259
81.6000,0.040338,2.425349,-4.767840,5.349263,0.26711834,-5.7330
81.7000,0.040387,2.420661,-4.763946,5.343667,0.26668521,-5.7400
81.8000,0.040436,2.415985,-4.760054,5.338080,0.26625300,-5.7471
81.9000,0.040486,2.411322,-4.756166,5.332503,0.26582171,-5.7541
82.0000,0.040535,2.406672,-4.752280,5.326935,0.26539134,-5.7611
82.1000,0.040585,2.402035,-4.748397,5.321377,0.26496188,-5.7682
82.2000,0.040634,2.397411,-4.744518,5.315828,0.26453333,-5.7752
82.3000,0.040684,2.392799,-4.740641,5.310288,0.26410570,-5.7822
82.4000,0.040733,2.388200,-4.736767,5.304758,0.26367897,-5.7892
82.5000,0.040783,2.383613,-4.732897,5.299238,0.26325315,-5.7963
82.6000,0.040832,2.379039,-4.729029,5.293726,0.26282824,-5.8033
82.7000,0.040881,2.374477,-4.725164,5.288224,0.26240423,-5.8103
82.8000,0.040931,2.369928,-4.721302,5.282732,0.26198112,-5.8173
82.9000,0.040980,2.365391,-4.717444,5.277249,0.26155891,-5.8243
83.0000,0.041030,2.360867,-4.713588,5.271775,0.26113759,-5.8313
83.1000,0.041079,2.356355,-4.709736,5.266310,0.26071718,-5.8383
83.2000,0.041129,2.351855,-4.705886,5.260854,0.26029765,-5.8453
83.3000,0.041178,2.347368,-4.702040,5.255408,0.25987902,-5.8523
83.4000,0.041227,2.342893,-4.698196,5.249971,0.25946127,-5.8593
83.5000,0.041277,2.338430,-4.694356,5.244543,0.25904442,-5.8663
83.6000,0.041326,2.333979,-4.690519,5.239124,0.25862845,-5.8732
83.7000,0.041376,2.329540,-4.686685,5.233715,0.25821336,-5.8802
83.8000,0.041425,2.325113,-4.682854,5.228314,0.25779915,-5.8872
83.9000,0.041475,2.320698,-4.679026,5.222923,0.25738583,-5.8942
84.0000,0.041524,2.316296,-4.675201,5.217541,0.25697338,-5.9011
84.1000,0.041573,2.311905,-4.671379,5.212167,0.25656181,-5.9081
84.2000,0.041623,2.307526,-4.667561,5.206803,0.25615111,-5.9150
84.3000,0.041672,2.303159,-4.663745,5.201448,0.25574129,-5.9220
84.4000,0.041722,2.298804,-4.659933,5.196102,0.25533233,-5.9289
84.5000,0.041771,2.294460,-4.656124,5.190765,0.25492425,-5.9359
84.6000,0.041821,2.290129,-4.652318,5.185436,0.25451703,-5.9428
84.7000,0.041870,2.285809,-4.648515,5.180117,0.25411067,-5.9498
84.8000,0.041919,2.281500,-4.644715,5.174807,0.25370518,-5.9567
84.9000,0.041969,2.277204,-4.640919,5.169505,0.25330055,-5.9636
85.0000,0.042018,2.272919,-4.637126,5.164213,0.25289677,-5.9706
85.1000,0.042068,2.268645,-4.633336,5.158929,0.25249386,-5.9775
85.2000,0.042117,2.264383,-4.629549,5.153654,0.25209180,-5.9844
85.3000,0.042167,2.260133,-4.625765,5.148388,0.25169059,-5.9913
85.4000,0.042216,2.255894,-4.621985,5.143131,0.25129023,-5.9982
85.5000,0.042265,2.251666,-4.618207,5.137883,0.25089072,-6.0052
85.6000,0.042315,2.247450,-4.614433,5.132643,0.25049207,-6.0121
85.7000,0.042364,2.243245,-4.610663,5.127412,0.25009425,-6.0190
85.8000,0.042414,2.239051,-4.606895,5.122190,0.24969728,-6.0259
85.9000,0.042463,2.234869,-4.603131,5.116977,0.24930115,-6.0328
86.0000,0.042513,2.230697,-4.599369,5.111772,0.24890587,-6.0396
86.1000,0.042562,2.226537,-4.595612,5.106576,0.24851142,-6.0465
86.2000,0.042612,2.222389,-4.591857,5.101388,0.24811780,-6.0534
86.3000,0.042661,2.218251,-4.588106,5.096209,0.24772503,-6.0603
86.4000,0.042710,2.214124,-4.584358,5.091039,0.24733308,-6.0672
86.5000,0.042760,2.210008,-4.580613,5.085878,0.24694196,-6.0741
86.6000,0.042809,2.205904,-4.576871,5.080725,0.24655168,-6.0809
86.7000,0.042859,2.201810,-4.573133,5.075580,0.24616222,-6.0878
86.8000,0.042908,2.197727,-4.569398,5.070444,0.24577359,-6.0946
86.9000,0.042958,2.193656,-4.565666,5.065317,0.24538577,-6.1015
87.0000,0.043007,2.189595,-4.561938,5.060198,0.24499879,-6.1084
87.1000,0.043056,2.185544,-4.558213,5.055087,0.24461262,-6.1152
87.2000,0.043106,2.181505,-4.554491,5.049985,0.24422727,-6.1221
87.3000,0.043155,2.177476,-4.550773,5.044892,0.24384273,-6.1289
87.4000,0.043205,2.173459,-4.547057,5.039807,0.24345901,-6.1357
87.5000,0.043254,2.169451,-4.543345,5.034730,0.24307610,-6.1426
87.6000,0.043304,2.165455,-4.539637,5.029662,0.24269400,-6.1494
87.7000,0.043353,2.161469,-4.535932,5.024602,0.24231271,-6.1562
87.8000,0.043402,2.157493,-4.532230,5.019550,0.24193223,-6.1631
87.9000,0.043452,2.153529,-4.528531,5.014507,0.24155255,-6.1699
88.0000,0.043501,2.149574,-4.524836,5.009472,0.24117368,-6.1767
88.1000,0.043551,2.145631,-4.521144,5.004445,0.24079561,-6.1835
88.2000,0.043600,2.141697,-4.517456,4.999427,0.24041834,-6.1903
88.3000,0.043650,2.137774,-4.513770,4.994417,0.24004186,-6.1971
88.4000,0.043699,2.133862,-4.510089,4.989415,0.23966618,-6.2039
88.5000,0.043748,2.129959,-4.506410,4.984422,0.23929130,-6.2107
88.6000,0.043798,2.126067,-4.502735,4.979436,0.23891721,-6.2175
88.7000,0.043847,2.122186,-4.499063,4.974459,0.23854391,-6.2243
88.8000,0.043897,2.118314,-4.495395,4.969490,0.23817139,-6.2311
88.9000,0.043946,2.114453,-4.491730,4.964529,0.23779967,-6.2379
89.0000,0.043996,2.110602,-4.488068,4.959576,0.23742873,-6.2447
89.1000,0.044045,2.106761,-4.484410,4.954631,0.23705857,-6.2514
89.2000,0.044095,2.102930,-4.480755,4.949695,0.23668920,-6.2582
89.3000,0.044144,2.099110,-4.477103,4.944766,0.23632060,-6.2650
89.4000,0.044193,2.095299,-4.473455,4.939846,0.23595279,-6.2717
89.5000,0.044243,2.091498,-4.469810,4.934934,0.23558575,-6.2785
89.6000,0.044292,2.087708,-4.466169,4.930029,0.23521948,-6.2853
89.7000,0.044342,2.083927,-4.462531,4.925133,0.23485399,-6.2920
89.8000,0.044391,2.080156,-4.458896,4.920244,0.23448927,-6.2988
89.9000,0.044441,2.076395,-4.455265,4.915364,0.23412532,-6.3055
90.0000,0.044490,2.072644,-4.451637,4.910492,0.23376214,-6.3123
90.1000,0.044539,2.068903,-4.448013,4.905627,0.23339972,-6.3190
90.2000,0.044589,2.065172,-4.444392,4.900771,0.23303807,-6.3257
90.3000,0.044638,2.061450,-4.440774,4.895922,0.23267718,-6.3325
90.4000,0.044688,2.057738,-4.437160,4.891081,0.23231704,-6.3392
90.5000,0.044737,2.054036,-4.433549,4.886248,0.23195767,-6.3459
90.6000,0.044787,2.050343,-4.429942,4.881423,0.23159906,-6.3526
90.7000,0.044836,2.046660,-4.426338,4.876606,0.23124120,-6.3593
90.8000,0.044885,2.042987,-4.422737,4.871796,0.23088410,-6.3661
90.9000,0.044935,2.039323,-4.419140,4.866995,0.23052774,-6.3728
91.0000,0.044984,2.035669,-4.415547,4.862201,0.23017214,-6.3795
91.1000,0.045034,2.032024,-4.411956,4.857415,0.22981729,-6.3862
91.2000,0.045083,2.028389,-4.408369,4.852637,0.22946318,-6.3929
91.3000,0.045133,2.024763,-4.404786,4.847866,0.22910982,-6.3996
91.4000,0.045182,2.021147,-4.401206,4.843103,0.22875720,-6.4063
91.5000,0.045232,2.017540,-4.397629,4.838348,0.22840532,-6.4129
91.6000,0.045281,2.013942,-4.394056,4.833601,0.22805419,-6.4196
91.7000,0.045330,2.010354,-4.390487,4.828861,0.22770379,-6.4263
91.8000,0.045380,2.006775,-4.386920,4.824128,0.22735413,-6.4330
91.9000,0.045429,2.003205,-4.383358,4.819404,0.22700520,-6.4396
92.0000,0.045479,1.999645,-4.379798,4.814687,0.22665700,-6.4463
92.1000,0.045528,1.996093,-4.376242,4.809978,0.22630954,-6.4530
92.2000,0.045578,1.992551,-4.372690,4.805276,0.22596281,-6.4596
92.3000,0.045627,1.989018,-4.369141,4.800582,0.22561681,-6.4663
92.4000,0.045676,1.985495,-4.365595,4.795895,0.22527153,-6.4729
92.5000,0.045726,1.981980,-4.362053,4.791216,0.22492698,-6.4796
92.6000,0.045775,1.978474,-4.358514,4.786544,0.22458315,-6.4862
92.7000,0.045825,1.974978,-4.354979,4.781880,0.22424004,-6.4929
92.8000,0.045874,1.971490,-4.351447,4.777223,0.22389765,-6.4995
92.9000,0.045924,1.968011,-4.347919,4.772574,0.22355598,-6.5061
93.0000,0.045973,1.964542,-4.344394,4.767933,0.22321503,-6.5128
93.1000,0.046022,1.961081,-4.340872,4.763298,0.22287479,-6.5194
93.2000,0.046072,1.957629,-4.337354,4.758671,0.22253526,-6.5260
93.3000,0.046121,1.954186,-4.333840,4.754052,0.22219645,-6.5326
93.4000,0.046171,1.950752,-4.330328,4.749440,0.22185835,-6.5392
93.5000,0.046220,1.947327,-4.326821,4.744835,0.22152095,-6.5459
93.6000,0.046270,1.943910,-4.323317,4.740238,0.22118426,-6.5525
93.7000,0.046319,1.940502,-4.319816,4.735648,0.22084828,-6.5591
93.8000,0.046368,1.937103,-4.316318,4.731065,0.22051300,-6.5657
93.9000,0.046418,1.933713,-4.312825,4.726489,0.22017842,-6.5723
94.0000,0.046467,1.930331,-4.309334,4.721921,0.21984454,-6.5788
94.1000,0.046517,1.926958,-4.305847,4.717360,0.21951136,-6.5854
94.2000,0.046566,1.923594,-4.302364,4.712807,0.21917888,-6.5920
94.3000,0.046616,1.920238,-4.298884,4.708260,0.21884709,-6.5986
94.4000,0.046665,1.916891,-4.295407,4.703721,0.21851599,-6.6052
94.5000,0.046714,1.913552,-4.291934,4.699189,0.21818559,-6.6117
94.6000,0.046764,1.910222,-4.288464,4.694664,0.21785588,-6.6183
94.7000,0.046813,1.906900,-4.284998,4.690147,0.21752685,-6.6249
94.8000,0.046863,1.903586,-4.281535,4.685636,0.21719852,-6.6314
94.9000,0.046912,1.900282,-4.278076,4.681133,0.21687087,-6.6380
95.0000,0.046962,1.896985,-4.274620,4.676637,0.21654390,-6.6445
95.1000,0.047011,1.893697,-4.271168,4.672148,0.21621762,-6.6511
95.2000,0.047061,1.890417,-4.267719,4.667666,0.21589201,-6.6576
95.3000,0.047110,1.887146,-4.264274,4.663191,0.21556709,-6.6642
95.4000,0.047159,1.883883,-4.260832,4.658723,0.21524284,-6.6707
95.5000,0.047209,1.880628,-4.257393,4.654262,0.21491927,-6.6772
95.6000,0.047258,1.877381,-4.253958,4.649808,0.21459637,-6.6838
95.7000,0.047308,1.874143,-4.250527,4.645362,0.21427415,-6.6903
95.8000,0.047357,1.870912,-4.247098,4.640922,0.21395260,-6.6968
95.9000,0.047407,1.867690,-4.243674,4.636489,0.21363172,-6.7033
96.0000,0.047456,1.864476,-4.240252,4.632064,0.21331150,-6.7099
96.1000,0.047505,1.861271,-4.236835,4.627645,0.21299195,-6.7164
96.2000,0.047555,1.858073,-4.233420,4.623233,0.21267307,-6.7229
96.3000,0.047604,1.854883,-4.230009,4.618828,0.21235485,-6.7294
96.4000,0.047654,1.851702,-4.226602,4.614430,0.21203730,-6.7359
96.5000,0.047703,1.848528,-4.223198,4.610039,0.21172040,-6.7424
96.6000,0.047753,1.845362,-4.219798,4.605655,0.21140416,-6.7489
96.7000,0.047802,1.842205,-4.216401,4.601277,0.21108858,-6.7554
96.8000,0.047851,1.839055,-4.213007,4.596907,0.21077366,-6.7618
96.9000,0.047901,1.835913,-4.209617,4.592543,0.21045939,-6.7683
97.0000,0.047950,1.832779,-4.206230,4.588186,0.21014577,-6.7748
97.1000,0.048000,1.829653,-4.202847,4.583836,0.20983281,-6.7813
97.2000,0.048049,1.826535,-4.199467,4.579493,0.20952049,-6.7877
97.3000,0.048099,1.823425,-4.196091,4.575156,0.20920882,-6.7942
97.4000,0.048148,1.820322,-4.192718,4.570827,0.20889780,-6.8007
97.5000,0.048197,1.817227,-4.189349,4.566504,0.20858742,-6.8071
97.6000,0.048247,1.814140,-4.185983,4.562187,0.20827769,-6.8136
97.7000,0.048296,1.811061,-4.182620,4.557878,0.20796860,-6.8200
97.8000,0.048346,1.807989,-4.179261,4.553575,0.20766015,-6.8265
97.9000,0.048395,1.804925,-4.175905,4.549279,0.20735234,-6.8329
98.0000,0.048445,1.801869,-4.172553,4.544989,0.20704516,-6.8393
98.1000,0.048494,1.798820,-4.169204,4.540707,0.20673863,-6.8458
98.2000,0.048544,1.795779,-4.165859,4.536431,0.20643272,-6.8522
98.3000,0.048593,1.792745,-4.162517,4.532161,0.20612746,-6.8586
98.4000,0.048642,1.789719,-4.159179,4.527898,0.20582282,-6.8651
98.5000,0.048692,1.786701,-4.155844,4.523642,0.20551881,-6.8715
98.6000,0.048741,1.783690,-4.152512,4.519392,0.20521543,-6.8779
98.7000,0.048791,1.780686,-4.149184,4.515149,0.20491268,-6.8843
98.8000,0.048840,1.777690,-4.145859,4.510912,0.20461055,-6.8907
98.9000,0.048890,1.774701,-4.142538,4.506682,0.20430905,-6.8971
99.0000,0.048939,1.771720,-4.139220,4.502459,0.20400817,-6.9035
99.1000,0.048988,1.768746,-4.135906,4.498242,0.20370791,-6.9099
99.2000,0.049038,1.765780,-4.132595,4.494031,0.20340828,-6.9163
99.3000,0.049087,1.762821,-4.129287,4.489828,0.20310926,-6.9227
99.4000,0.049137,1.759869,-4.125983,4.485630,0.20281085,-6.9291
99.5000,0.049186,1.756925,-4.122683,4.481439,0.20251307,-6.9355
99.6000,0.049236,1.753987,-4.119385,4.477254,0.20221590,-6.9418
99.7000,0.049285,1.751057,-4.116091,4.473076,0.20191933,-6.9482
99.8000,0.049334,1.748135,-4.112801,4.468904,0.20162339,-6.9546
99.9000,0.049384,1.745219,-4.109514,4.464739,0.20132805,-6.9610
100.0000,0.049433,1.742311,-4.106230,4.460580,0.20103332,-6.9673
100.1000,0.049483,1.739410,-4.102950,4.456428,0.20073919,-6.9737
100.2000,0.049532,1.736516,-4.099674,4.452281,0.20044567,-6.9800
100.3000,0.049582,1.733629,-4.096400,4.448142,0.20015276,-6.9864
100.4000,0.049631,1.730749,-4.093130,4.444008,0.19986045,-6.9927
100.5000,0.049681,1.727876,-4.089864,4.439881,0.19956874,-6.9991
100.6000,0.049730,1.725011,-4.086601,4.435760,0.19927762,-7.0054
100.7000,0.049779,1.722152,-4.083341,4.431645,0.19898711,-7.0118
100.8000,0.049829,1.719300,-4.080085,4.427537,0.19869720,-7.0181
100.9000,0.049878,1.716456,-4.076832,4.423435,0.19840788,-7.0244
101.0000,0.049928,1.713618,-4.073582,4.419339,0.19811915,-7.0307
101.1000,0.049977,1.710787,-4.070336,4.415250,0.19783102,-7.0371
101.2000,0.050027,1.707964,-4.067094,4.411166,0.19754347,-7.0434
101.3000,0.050076,1.705147,-4.063854,4.407089,0.19725652,-7.0497
101.4000,0.050125,1.702337,-4.060618,4.403018,0.19697016,-7.0560
101.5000,0.050175,1.699533,-4.057386,4.398954,0.19668438,-7.0623
101.6000,0.050224,1.696737,-4.054157,4.394895,0.19639919,-7.0686
101.7000,0.050274,1.693948,-4.050931,4.390843,0.19611458,-7.0749
101.8000,0.050323,1.691165,-4.047709,4.386797,0.19583056,-7.0812
101.9000,0.050373,1.688389,-4.044490,4.382757,0.19554712,-7.0875
102.0000,0.050422,1.685620,-4.041274,4.378723,0.19526426,-7.0938
102.1000,0.050471,1.682858,-4.038062,4.374695,0.19498198,-7.1001
102.2000,0.050521,1.680102,-4.034853,4.370673,0.19470027,-7.1063
102.3000,0.050570,1.677353,-4.031648,4.366657,0.19441914,-7.1126
102.4000,0.050620,1.674611,-4.028446,4.362648,0.19413859,-7.1189
102.5000,0.050669,1.671875,-4.025247,4.358644,0.19385861,-7.1251
102.6000,0.050719,1.669146,-4.022052,4.354647,0.19357920,-7.1314
102.7000,0.050768,1.666423,-4.018860,4.350655,0.19330036,-7.1377
102.8000,0.050817,1.663708,-4.015671,4.346670,0.19302209,-7.1439
102.9000,0.050867,1.660998,-4.012486,4.342690,0.19274439,-7.1502
103.0000,0.050916,1.658296,-4.009304,4.338717,0.19246726,-7.1564
103.1000,0.050966,1.655600,-4.006126,4.334749,0.19219069,-7.1627
103.2000,0.051015,1.652910,-4.002950,4.330788,0.19191469,-7.1689
103.3000,0.051065,1.650227,-3.999779,4.326832,0.19163925,-7.1752
103.4000,0.051114,1.647550,-3.996610,4.322883,0.19136437,-7.1814
103.5000,0.051164,1.644880,-3.993445,4.318939,0.19109005,-7.1876
103.6000,0.051213,1.642216,-3.990283,4.315001,0.19081629,-7.1938
103.7000,0.051262,1.639559,-3.987125,4.311069,0.19054309,-7.2001
103.8000,0.051312,1.636908,-3.983970,4.307143,0.19027044,-7.2063
103.9000,0.051361,1.634263,-3.980818,4.303223,0.18999835,-7.2125
104.0000,0.051411,1.631625,-3.977670,4.299309,0.18972681,-7.2187
104.1000,0.051460,1.628993,-3.974525,4.295401,0.18945582,-7.2249
104.2000,0.051510,1.626368,-3.971383,4.291498,0.18918538,-7.2311
104.3000,0.051559,1.623748,-3.968245,4.287601,0.18891550,-7.2373
104.4000,0.051608,1.621135,-3.965110,4.283710,0.18864616,-7.2435
104.5000,0.051658,1.618529,-3.961978,4.279825,0.18837737,-7.2497
104.6000,0.051707,1.615928,-3.958850,4.275946,0.18810912,-7.2559
104.7000,0.051757,1.613334,-3.955724,4.272072,0.18784142,-7.2621
104.8000,0.051806,1.610746,-3.952603,4.268205,0.18757426,-7.2683
104.9000,0.051856,1.608164,-3.949484,4.264343,0.18730765,-7.2744
105.0000,0.051905,1.605589,-3.946369,4.260486,0.18704157,-7.2806
105.1000,0.051954,1.603019,-3.943257,4.256636,0.18677604,-7.2868
105.2000,0.052004,1.600456,-3.940149,4.252791,0.18651104,-7.2930
105.3000,0.052053,1.597898,-3.937044,4.248952,0.18624658,-7.2991
105.4000,0.052103,1.595347,-3.933942,4.245118,0.18598265,-7.3053
105.5000,0.052152,1.592802,-3.930843,4.241291,0.18571926,-7.3114
105.6000,0.052202,1.590263,-3.927748,4.237469,0.18545640,-7.3176
105.7000,0.052251,1.587730,-3.924656,4.233652,0.18519407,-7.3237
105.8000,0.052300,1.585203,-3.921567,4.229841,0.18493228,-7.3299
105.9000,0.052350,1.582682,-3.918482,4.226036,0.18467101,-7.3360
106.0000,0.052399,1.580167,-3.915400,4.222237,0.18441027,-7.3421
106.1000,0.052449,1.577658,-3.912321,4.218443,0.18415006,-7.3483
106.2000,0.052498,1.575155,-3.909245,4.214654,0.18389037,-7.3544
106.3000,0.052548,1.572658,-3.906173,4.210872,0.18363121,-7.3605
106.4000,0.052597,1.570167,-3.903104,4.207095,0.18337257,-7.3667
106.5000,0.052647,1.567681,-3.900038,4.203323,0.18311445,-7.3728
106.6000,0.052696,1.565202,-3.896976,4.199557,0.18285685,-7.3789
106.7000,0.052745,1.562728,-3.893917,4.195796,0.18259977,-7.3850
106.8000,0.052795,1.560261,-3.890861,4.192041,0.18234321,-7.3911
106.9000,0.052844,1.557799,-3.887808,4.188292,0.18208717,-7.3972
107.0000,0.052894,1.555343,-3.884759,4.184548,0.18183164,-7.4033
107.1000,0.052943,1.552893,-3.881713,4.180810,0.18157662,-7.4094
107.2000,0.052993,1.550448,-3.878670,4.177077,0.18132212,-7.4155
107.3000,0.053042,1.548009,-3.875630,4.173349,0.18106814,-7.4216
107.4000,0.053091,1.545576,-3.872594,4.169627,0.18081466,-7.4277
107.5000,0.053141,1.543149,-3.869561,4.165910,0.18056169,-7.4337
107.6000,0.053190,1.540727,-3.866531,4.162199,0.18030923,-7.4398
107.7000,0.053240,1.538312,-3.863504,4.158493,0.18005728,-7.4459
107.8000,0.053289,1.535901,-3.860481,4.154793,0.17980583,-7.4520
107.9000,0.053339,1.533497,-3.857461,4.151098,0.17955489,-7.4580
108.0000,0.053388,1.531098,-3.854444,4.147408,0.17930445,-7.4641
108.1000,0.053437,1.528705,-3.851430,4.143724,0.17905451,-7.4701
108.2000,0.053487,1.526317,-3.848419,4.140045,0.17880508,-7.4762
108.3000,0.053536,1.523935,-3.845412,4.136372,0.17855614,-7.4823
108.4000,0.053586,1.521558,-3.842408,4.132704,0.17830771,-7.4883
108.5000,0.053635,1.519187,-3.839407,4.129041,0.17805977,-7.4943
108.6000,0.053685,1.516822,-3.836410,4.125383,0.17781232,-7.5004
108.7000,0.053734,1.514462,-3.833415,4.121731,0.17756538,-7.5064
108.8000,0.053783,1.512108,-3.830424,4.118084,0.17731893,-7.5124
108.9000,0.053833,1.509759,-3.827436,4.114443,0.17707297,-7.5185
109.0000,0.053882,1.507415,-3.824451,4.110806,0.17682750,-7.5245
109.1000,0.053932,1.505078,-3.821470,4.107175,0.17658252,-7.5305
109.2000,0.053981,1.502745,-3.818491,4.103550,0.17633803,-7.5365
109.3000,0.054031,1.500418,-3.815516,4.099929,0.17609403,-7.5426
109.4000,0.054080,1.498096,-3.812544,4.096314,0.17585052,-7.5486
109.5000,0.054129,1.495780,-3.809575,4.092704,0.17560749,-7.5546
109.6000,0.054179,1.493469,-3.806610,4.089099,0.17536495,-7.5606
109.7000,0.054228,1.491164,-3.803647,4.085499,0.17512290,-7.5666
109.8000,0.054278,1.488863,-3.800688,4.081905,0.17488132,-7.5726
109.9000,0.054327,1.486569,-3.797732,4.078315,0.17464023,-7.5786
110.0000,0.054377,1.484279,-3.794779,4.074731,0.17439961,-7.5845
110.1000,0.054426,1.481995,-3.791829,4.071152,0.17415948,-7.5905
110.2000,0.054476,1.479716,-3.788883,4.067578,0.17391982,-7.5965
110.3000,0.054525,1.477442,-3.785939,4.064009,0.17368065,-7.6025
110.4000,0.054574,1.475174,-3.782999,4.060446,0.17344194,-7.6085
110.5000,0.054624,1.472911,-3.780062,4.056887,0.17320371,-7.6144
110.6000,0.054673,1.470653,-3.777128,4.053334,0.17296596,-7.6204
110.7000,0.054723,1.468400,-3.774197,4.049786,0.17272868,-7.6264
110.8000,0.054772,1.466153,-3.771270,4.046242,0.17249187,-7.6323
110.9000,0.054822,1.463910,-3.768345,4.042704,0.17225553,-7.6383
111.0000,0.054871,1.461673,-3.765424,4.039171,0.17201965,-7.6442
111.1000,0.054920,1.459441,-3.762506,4.035643,0.17178425,-7.6502
111.2000,0.054970,1.457214,-3.759590,4.032120,0.17154931,-7.6561
111.3000,0.055019,1.454992,-3.756678,4.028602,0.17131484,-7.6621
111.4000,0.055069,1.452776,-3.753770,4.025089,0.17108084,-7.6680
111.5000,0.055118,1.450564,-3.750864,4.021581,0.17084729,-7.6739
111.6000,0.055168,1.448357,-3.747961,4.018078,0.17061421,-7.6798
111.7000,0.055217,1.446156,-3.745062,4.014580,0.17038160,-7.6858
111.8000,0.055266,1.443960,-3.742165,4.011087,0.17014944,-7.6917
111.9000,0.055316,1.441768,-3.739272,4.007599,0.16991774,-7.6976
112.0000,0.055365,1.439582,-3.736382,4.004116,0.16968650,-7.7035
112.1000,0.055415,1.437400,-3.733495,4.000638,0.16945572,-7.7094
112.2000,0.055464,1.435224,-3.730611,3.997165,0.16922539,-7.7153
112.3000,0.055514,1.433053,-3.727730,3.993697,0.16899552,-7.7212
112.4000,0.055563,1.430886,-3.724853,3.990233,0.16876610,-7.7271
112.5000,0.055613,1.428725,-3.721978,3.986775,0.16853713,-7.7330
112.6000,0.055662,1.426568,-3.719106,3.983321,0.16830862,-7.7389
112.7000,0.055711,1.424416,-3.716238,3.979873,0.16808056,-7.7448
112.8000,0.055761,1.422270,-3.713373,3.976429,0.16785294,-7.7507
112.9000,0.055810,1.420128,-3.710510,3.972990,0.16762578,-7.7566
113.0000,0.055860,1.417991,-3.707651,3.969556,0.16739906,-7.7625
113.1000,0.055909,1.415859,-3.704795,3.966127,0.16717279,-7.7683
113.2000,0.055959,1.413731,-3.701942,3.962702,0.16694697,-7.7742
113.3000,0.056008,1.411609,-3.699092,3.959283,0.16672159,-7.7801
113.4000,0.056057,1.409491,-3.696245,3.955868,0.16649665,-7.7859
113.5000,0.056107,1.407378,-3.693401,3.952458,0.16627215,-7.7918
113.6000,0.056156,1.405270,-3.690560,3.949053,0.16604810,-7.7977
113.7000,0.056206,1.403167,-3.687722,3.945653,0.16582449,-7.8035
113.8000,0.056255,1.401069,-3.684888,3.942257,0.16560131,-7.8094
113.9000,0.056305,1.398975,-3.682056,3.938866,0.16537858,-7.8152
114.0000,0.056354,1.396886,-3.679227,3.935480,0.16515628,-7.8210
114.1000,0.056403,1.394801,-3.676402,3.932099,0.16493442,-7.8269
114.2000,0.056453,1.392722,-3.673579,3.928722,0.16471299,-7.8327
114.3000,0.056502,1.390647,-3.670760,3.925350,0.16449200,-7.8386
114.4000,0.056552,1.388577,-3.667943,3.921983,0.16427144,-7.8444
114.5000,0.056601,1.386511,-3.665130,3.918621,0.16405131,-7.8502
114.6000,0.056651,1.384450,-3.662319,3.915263,0.16383161,-7.8560
114.7000,0.056700,1.382394,-3.659512,3.911910,0.16361234,-7.8618
