d_um,d_over_lambda,Zin_re_MRayl,Zin_im_MRayl,Zin_mag_MRayl,T_power,T_power_dB
41.6000,0.020564,5.974080,-6.182118,8.596988,0.53221526,-2.7391
41.7000,0.020614,5.959105,-6.181112,8.585865,0.53130967,-2.7465
41.8000,0.020663,5.944170,-6.180073,8.574757,0.53040503,-2.7539
41.9000,0.020713,5.929275,-6.179000,8.563664,0.52950136,-2.7613
42.0000,0.020762,5.914420,-6.177895,8.552587,0.52859867,-2.7687
42.1000,0.020811,5.899605,-6.176757,8.541525,0.52769695,-2.7762
42.2000,0.020861,5.884829,-6.175586,8.530479,0.52679623,-2.7836
42.3000,0.020910,5.870094,-6.174382,8.519448,0.52589649,-2.7910
42.4000,0.020960,5.855398,-6.173147,8.508433,0.52499776,-2.7984
42.5000,0.021009,5.840742,-6.171880,8.497434,0.52410003,-2.8059
42.6000,0.021059,5.826126,-6.170582,8.486450,0.52320331,-2.8133
42.7000,0.021108,5.811550,-6.169252,8.475481,0.52230760,-2.8207
42.8000,0.021157,5.797013,-6.167892,8.464528,0.52141292,-2.8282
42.9000,0.021207,5.782515,-6.166500,8.453591,0.52051926,-2.8356
43.0000,0.021256,5.768058,-6.165078,8.442670,0.51962664,-2.8431
43.1000,0.021306,5.753639,-6.163626,8.431765,0.51873506,-2.8505
43.2000,0.021355,5.739261,-6.162144,8.420875,0.51784451,-2.8580
43.3000,0.021405,5.724921,-6.160633,8.410001,0.51695502,-2.8655
43.4000,0.021454,5.710621,-6.159091,8.399143,0.51606658,-2.8729
43.5000,0.021504,5.696361,-6.157521,8.388301,0.51517920,-2.8804
43.6000,0.021553,5.682139,-6.155921,8.377474,0.51429289,-2.8879
43.7000,0.021602,5.667957,-6.154293,8.366664,0.51340764,-2.8954
43.8000,0.021652,5.653814,-6.152637,8.355869,0.51252347,-2.9029
43.9000,0.021701,5.639710,-6.150952,8.345091,0.51164038,-2.9104
44.0000,0.021751,5.625645,-6.149239,8.334328,0.51075837,-2.9178
44.1000,0.021800,5.611619,-6.147498,8.323581,0.50987745,-2.9253
44.2000,0.021850,5.597632,-6.145730,8.312851,0.50899763,-2.9328
44.3000,0.021899,5.583684,-6.143935,8.302136,0.50811890,-2.9403
44.4000,0.021948,5.569775,-6.142112,8.291438,0.50724128,-2.9479
44.5000,0.021998,5.555905,-6.140263,8.280755,0.50636477,-2.9554
44.6000,0.022047,5.542073,-6.138387,8.270089,0.50548936,-2.9629
44.7000,0.022097,5.528280,-6.136484,8.259439,0.50461508,-2.9704
44.8000,0.022146,5.514526,-6.134556,8.248804,0.50374192,-2.9779
44.9000,0.022196,5.500810,-6.132602,8.238186,0.50286988,-2.9854
45.0000,0.022245,5.487133,-6.130621,8.227585,0.50199897,-2.9930
45.1000,0.022294,5.473494,-6.128616,8.216999,0.50112920,-3.0005
45.2000,0.022344,5.459894,-6.126585,8.206430,0.50026057,-3.0080
45.3000,0.022393,5.446332,-6.124529,8.195876,0.49939308,-3.0156
45.4000,0.022443,5.432808,-6.122449,8.185339,0.49852673,-3.0231
45.5000,0.022492,5.419322,-6.120343,8.174818,0.49766154,-3.0307
45.6000,0.022542,5.405874,-6.118214,8.164314,0.49679750,-3.0382
45.7000,0.022591,5.392465,-6.116060,8.153825,0.49593462,-3.0458
45.8000,0.022640,5.379093,-6.113882,8.143353,0.49507291,-3.0533
45.9000,0.022690,5.365760,-6.111681,8.132898,0.49421236,-3.0609
46.0000,0.022739,5.352464,-6.109456,8.122458,0.49335298,-3.0684
46.1000,0.022789,5.339206,-6.107208,8.112035,0.49249477,-3.0760
46.2000,0.022838,5.325986,-6.104937,8.101628,0.49163774,-3.0835
46.3000,0.022888,5.312803,-6.102642,8.091237,0.49078190,-3.0911
46.4000,0.022937,5.299658,-6.100325,8.080863,0.48992724,-3.0987
46.5000,0.022987,5.286551,-6.097986,8.070505,0.48907376,-3.1063
46.6000,0.023036,5.273481,-6.095624,8.060164,0.48822148,-3.1138
46.7000,0.023085,5.260448,-6.093241,8.049838,0.48737039,-3.1214
46.8000,0.023135,5.247453,-6.090835,8.039529,0.48652050,-3.1290
46.9000,0.023184,5.234495,-6.088408,8.029237,0.48567182,-3.1366
47.0000,0.023234,5.221574,-6.085959,8.018961,0.48482434,-3.1442
47.1000,0.023283,5.208690,-6.083489,8.008701,0.48397806,-3.1517
47.2000,0.023333,5.195843,-6.080998,7.998458,0.48313300,-3.1593
47.3000,0.023382,5.183034,-6.078486,7.988231,0.48228915,-3.1669
47.4000,0.023431,5.170261,-6.075953,7.978020,0.48144652,-3.1745
47.5000,0.023481,5.157524,-6.073400,7.967826,0.48060512,-3.1821
47.6000,0.023530,5.144825,-6.070827,7.957648,0.47976493,-3.1897
47.7000,0.023580,5.132162,-6.068233,7.947486,0.47892597,-3.1973
47.8000,0.023629,5.119536,-6.065620,7.937341,0.47808824,-3.2049
47.9000,0.023679,5.106946,-6.062986,7.927213,0.47725174,-3.2125
48.0000,0.023728,5.094393,-6.060333,7.917101,0.47641648,-3.2201
48.1000,0.023777,5.081876,-6.057661,7.907005,0.47558245,-3.2277
48.2000,0.023827,5.069395,-6.054970,7.896925,0.47474967,-3.2354
48.3000,0.023876,5.056951,-6.052259,7.886862,0.47391812,-3.2430
48.4000,0.023926,5.044543,-6.049530,7.876816,0.47308782,-3.2506
48.5000,0.023975,5.032170,-6.046782,7.866785,0.47225877,-3.2582
48.6000,0.024025,5.019834,-6.044016,7.856772,0.47143097,-3.2658
48.7000,0.024074,5.007534,-6.041231,7.846774,0.47060443,-3.2734
48.8000,0.024123,4.995269,-6.038428,7.836793,0.46977914,-3.2811
48.9000,0.024173,4.983040,-6.035608,7.826829,0.46895510,-3.2887
49.0000,0.024222,4.970847,-6.032769,7.816880,0.46813233,-3.2963
49.1000,0.024272,4.958689,-6.029913,7.806949,0.46731081,-3.3039
49.2000,0.024321,4.946567,-6.027039,7.797033,0.46649056,-3.3116
49.3000,0.024371,4.934480,-6.024149,7.787134,0.46567158,-3.3192
49.4000,0.024420,4.922429,-6.021241,7.777252,0.46485387,-3.3268
49.5000,0.024470,4.910412,-6.018316,7.767385,0.46403743,-3.3345
49.6000,0.024519,4.898431,-6.015374,7.757536,0.46322226,-3.3421
49.7000,0.024568,4.886485,-6.012416,7.747702,0.46240836,-3.3497
49.8000,0.024618,4.874574,-6.009442,7.737885,0.46159574,-3.3574
49.9000,0.024667,4.862698,-6.006451,7.728084,0.46078440,-3.3650
50.0000,0.024717,4.850857,-6.003444,7.718300,0.45997434,-3.3727
50.1000,0.024766,4.839051,-6.000421,7.708532,0.45916556,-3.3803
50.2000,0.024816,4.827279,-5.997382,7.698780,0.45835807,-3.3880
50.3000,0.024865,4.815542,-5.994328,7.689045,0.45755186,-3.3956
50.4000,0.024914,4.803839,-5.991258,7.679326,0.45674694,-3.4032
50.5000,0.024964,4.792171,-5.988173,7.669623,0.45594331,-3.4109
50.6000,0.025013,4.780537,-5.985073,7.659937,0.45514097,-3.4185
50.7000,0.025063,4.768937,-5.981958,7.650267,0.45433992,-3.4262
50.8000,0.025112,4.757372,-5.978828,7.640613,0.45354017,-3.4338
50.9000,0.025162,4.745841,-5.975683,7.630976,0.45274171,-3.4415
51.0000,0.025211,4.734343,-5.972524,7.621355,0.45194455,-3.4491
51.1000,0.025260,4.722880,-5.969350,7.611750,0.45114868,-3.4568
51.2000,0.025310,4.711450,-5.966163,7.602161,0.45035412,-3.4645
51.3000,0.025359,4.700054,-5.962961,7.592589,0.44956086,-3.4721
51.4000,0.025409,4.688692,-5.959745,7.583033,0.44876890,-3.4798
51.5000,0.025458,4.677364,-5.956515,7.573493,0.44797824,-3.4874
51.6000,0.025508,4.666069,-5.953272,7.563970,0.44718889,-3.4951
51.7000,0.025557,4.654807,-5.950015,7.554462,0.44640084,-3.5027
51.8000,0.025606,4.643579,-5.946744,7.544971,0.44561411,-3.5104
51.9000,0.025656,4.632384,-5.943461,7.535496,0.44482868,-3.5181
52.0000,0.025705,4.621222,-5.940164,7.526038,0.44404456,-3.5257
52.1000,0.025755,4.610093,-5.936855,7.516595,0.44326175,-3.5334
52.2000,0.025804,4.598997,-5.933533,7.507169,0.44248025,-3.5411
52.3000,0.025854,4.587934,-5.930198,7.497759,0.44170007,-3.5487
52.4000,0.025903,4.576904,-5.926850,7.488364,0.44092120,-3.5564
52.5000,0.025953,4.565907,-5.923490,7.478987,0.44014364,-3.5641
52.6000,0.026002,4.554942,-5.920118,7.469625,0.43936740,-3.5717
52.7000,0.026051,4.544010,-5.916734,7.460279,0.43859248,-3.5794
52.8000,0.026101,4.533110,-5.913337,7.450949,0.43781887,-3.5871
52.9000,0.026150,4.522243,-5.909929,7.441636,0.43704659,-3.5947
53.0000,0.026200,4.511408,-5.906509,7.432338,0.43627562,-3.6024
53.1000,0.026249,4.500605,-5.903078,7.423057,0.43550597,-3.6101
53.2000,0.026299,4.489834,-5.899635,7.413792,0.43473764,-3.6177
53.3000,0.026348,4.479096,-5.896181,7.404542,0.43397063,-3.6254
53.4000,0.026397,4.468389,-5.892715,7.395309,0.43320495,-3.6331
53.5000,0.026447,4.457715,-5.889238,7.386092,0.43244058,-3.6407
53.6000,0.026496,4.447072,-5.885751,7.376890,0.43167754,-3.6484
53.7000,0.026546,4.436460,-5.882252,7.367705,0.43091582,-3.6561
53.8000,0.026595,4.425881,-5.878743,7.358535,0.43015543,-3.6637
53.9000,0.026645,4.415333,-5.875224,7.349382,0.42939636,-3.6714
54.0000,0.026694,4.404816,-5.871693,7.340244,0.42863862,-3.6791
54.1000,0.026743,4.394331,-5.868153,7.331123,0.42788220,-3.6868
54.2000,0.026793,4.383877,-5.864602,7.322017,0.42712711,-3.6944
54.3000,0.026842,4.373454,-5.861041,7.312927,0.42637334,-3.7021
54.4000,0.026892,4.363062,-5.857470,7.303853,0.42562090,-3.7098
54.5000,0.026941,4.352701,-5.853889,7.294795,0.42486979,-3.7174
54.6000,0.026991,4.342371,-5.850299,7.285752,0.42412000,-3.7251
54.7000,0.027040,4.332072,-5.846699,7.276726,0.42337154,-3.7328
54.8000,0.027089,4.321804,-5.843089,7.267715,0.42262441,-3.7405
54.9000,0.027139,4.311567,-5.839470,7.258720,0.42187861,-3.7481
55.0000,0.027188,4.301360,-5.835841,7.249741,0.42113413,-3.7558
55.1000,0.027238,4.291183,-5.832204,7.240777,0.42039098,-3.7635
55.2000,0.027287,4.281037,-5.828557,7.231829,0.41964916,-3.7711
55.3000,0.027337,4.270921,-5.824901,7.222897,0.41890867,-3.7788
55.4000,0.027386,4.260836,-5.821237,7.213981,0.41816951,-3.7865
55.5000,0.027435,4.250780,-5.817564,7.205080,0.41743168,-3.7941
55.6000,0.027485,4.240755,-5.813882,7.196195,0.41669517,-3.8018
55.7000,0.027534,4.230760,-5.810191,7.187326,0.41595999,-3.8095
55.8000,0.027584,4.220794,-5.806492,7.178472,0.41522614,-3.8172
55.9000,0.027633,4.210859,-5.802785,7.169634,0.41449362,-3.8248
56.0000,0.027683,4.200953,-5.799070,7.160811,0.41376243,-3.8325
56.1000,0.027732,4.191076,-5.795346,7.152004,0.41303257,-3.8402
56.2000,0.027782,4.181230,-5.791615,7.143212,0.41230403,-3.8478
56.3000,0.027831,4.171412,-5.787875,7.134436,0.41157682,-3.8555
56.4000,0.027880,4.161624,-5.784128,7.125676,0.41085094,-3.8632
56.5000,0.027930,4.151866,-5.780373,7.116931,0.41012639,-3.8708
56.6000,0.027979,4.142136,-5.776611,7.108201,0.40940316,-3.8785
56.7000,0.028029,4.132436,-5.772840,7.099487,0.40868126,-3.8862
56.8000,0.028078,4.122765,-5.769063,7.090788,0.40796069,-3.8938
56.9000,0.028128,4.113123,-5.765278,7.082105,0.40724145,-3.9015
57.0000,0.028177,4.103509,-5.761486,7.073437,0.40652353,-3.9091
57.1000,0.028226,4.093924,-5.757687,7.064784,0.40580693,-3.9168
57.2000,0.028276,4.084368,-5.753881,7.056147,0.40509166,-3.9245
57.3000,0.028325,4.074841,-5.750068,7.047525,0.40437772,-3.9321
57.4000,0.028375,4.065342,-5.746248,7.038919,0.40366510,-3.9398
57.5000,0.028424,4.055872,-5.742421,7.030327,0.40295380,-3.9474
57.6000,0.028474,4.046430,-5.738588,7.021751,0.40224383,-3.9551
57.7000,0.028523,4.037016,-5.734748,7.013190,0.40153518,-3.9628
57.8000,0.028572,4.027630,-5.730902,7.004645,0.40082786,-3.9704
57.9000,0.028622,4.018273,-5.727049,6.996114,0.40012185,-3.9781
58.0000,0.028671,4.008943,-5.723191,6.987599,0.39941717,-3.9857
58.1000,0.028721,3.999642,-5.719325,6.979099,0.39871381,-3.9934
58.2000,0.028770,3.990368,-5.715454,6.970614,0.39801177,-4.0010
58.3000,0.028820,3.981122,-5.711577,6.962144,0.39731105,-4.0087
58.4000,0.028869,3.971904,-5.707694,6.953689,0.39661164,-4.0163
58.5000,0.028919,3.962713,-5.703805,6.945249,0.39591356,-4.0240
58.6000,0.028968,3.953550,-5.699910,6.936825,0.39521680,-4.0316
58.7000,0.029017,3.944414,-5.696010,6.928415,0.39452135,-4.0393
58.8000,0.029067,3.935306,-5.692104,6.920020,0.39382722,-4.0469
58.9000,0.029116,3.926225,-5.688192,6.911641,0.39313440,-4.0546
59.0000,0.029166,3.917171,-5.684276,6.903276,0.39244290,-4.0622
59.1000,0.029215,3.908144,-5.680353,6.894926,0.39175271,-4.0699
59.2000,0.029265,3.899144,-5.676426,6.886591,0.39106384,-4.0775
59.3000,0.029314,3.890171,-5.672493,6.878271,0.39037628,-4.0852
59.4000,0.029363,3.881225,-5.668555,6.869966,0.38969003,-4.0928
59.5000,0.029413,3.872306,-5.664613,6.861676,0.38900509,-4.1004
59.6000,0.029462,3.863414,-5.660665,6.853400,0.38832146,-4.1081
59.7000,0.029512,3.854548,-5.656713,6.845139,0.38763914,-4.1157
59.8000,0.029561,3.845708,-5.652755,6.836894,0.38695814,-4.1234
59.9000,0.029611,3.836895,-5.648793,6.828662,0.38627843,-4.1310
60.0000,0.029660,3.828108,-5.644827,6.820446,0.38560004,-4.1386
60.1000,0.029709,3.819348,-5.640856,6.812244,0.38492295,-4.1463
60.2000,0.029759,3.810614,-5.636880,6.804057,0.38424716,-4.1539
60.3000,0.029808,3.801906,-5.632900,6.795885,0.38357268,-4.1615
60.4000,0.029858,3.793224,-5.628916,6.787727,0.38289950,-4.1692
60.5000,0.029907,3.784568,-5.624927,6.779584,0.38222762,-4.1768
60.6000,0.029957,3.775937,-5.620934,6.771455,0.38155705,-4.1844
60.7000,0.030006,3.767333,-5.616938,6.763341,0.38088777,-4.1920
60.8000,0.030055,3.758754,-5.612937,6.755242,0.38021979,-4.1997
60.9000,0.030105,3.750201,-5.608932,6.747157,0.37955311,-4.2073
61.0000,0.030154,3.741674,-5.604923,6.739087,0.37888773,-4.2149
61.1000,0.030204,3.733172,-5.600911,6.731031,0.37822364,-4.2225
61.2000,0.030253,3.724695,-5.596895,6.722989,0.37756085,-4.2301
61.3000,0.030303,3.716244,-5.592875,6.714962,0.37689935,-4.2377
61.4000,0.030352,3.707817,-5.588851,6.706949,0.37623914,-4.2454
61.5000,0.030402,3.699416,-5.584824,6.698951,0.37558022,-4.2530
61.6000,0.030451,3.691041,-5.580794,6.690967,0.37492259,-4.2606
61.7000,0.030500,3.682690,-5.576760,6.682997,0.37426625,-4.2682
61.8000,0.030550,3.674364,-5.572723,6.675042,0.37361120,-4.2758
61.9000,0.030599,3.666062,-5.568682,6.667101,0.37295743,-4.2834
62.0000,0.030649,3.657786,-5.564639,6.659174,0.37230495,-4.2910
62.1000,0.030698,3.649534,-5.560592,6.651262,0.37165375,-4.2986
62.2000,0.030748,3.641307,-5.556542,6.643363,0.37100384,-4.3062
62.3000,0.030797,3.633105,-5.552489,6.635479,0.37035520,-4.3138
62.4000,0.030846,3.624926,-5.548433,6.627609,0.36970785,-4.3214
62.5000,0.030896,3.616773,-5.544375,6.619753,0.36906177,-4.3290
62.6000,0.030945,3.608643,-5.540313,6.611912,0.36841697,-4.3366
62.7000,0.030995,3.600538,-5.536249,6.604084,0.36777345,-4.3442
62.8000,0.031044,3.592457,-5.532182,6.596270,0.36713120,-4.3518
62.9000,0.031094,3.584400,-5.528112,6.588471,0.36649023,-4.3594
63.0000,0.031143,3.576366,-5.524040,6.580685,0.36585053,-4.3670
63.1000,0.031192,3.568357,-5.519966,6.572914,0.36521209,-4.3745
63.2000,0.031242,3.560372,-5.515889,6.565156,0.36457493,-4.3821
63.3000,0.031291,3.552410,-5.511809,6.557412,0.36393904,-4.3897
63.4000,0.031341,3.544472,-5.507727,6.549683,0.36330441,-4.3973
63.5000,0.031390,3.536558,-5.503643,6.541967,0.36267104,-4.4049
63.6000,0.031440,3.528667,-5.499557,6.534265,0.36203894,-4.4124
63.7000,0.031489,3.520800,-5.495468,6.526576,0.36140810,-4.4200
63.8000,0.031538,3.512956,-5.491378,6.518902,0.36077853,-4.4276
63.9000,0.031588,3.505135,-5.487285,6.511242,0.36015021,-4.4352
64.0000,0.031637,3.497337,-5.483190,6.503595,0.35952315,-4.4427
64.1000,0.031687,3.489563,-5.479094,6.495962,0.35889735,-4.4503
64.2000,0.031736,3.481812,-5.474995,6.488342,0.35827280,-4.4579
64.3000,0.031786,3.474083,-5.470895,6.480737,0.35764950,-4.4654
64.4000,0.031835,3.466378,-5.466793,6.473145,0.35702746,-4.4730
64.5000,0.031885,3.458696,-5.462689,6.465566,0.35640666,-4.4805
64.6000,0.031934,3.451036,-5.458584,6.458002,0.35578712,-4.4881
64.7000,0.031983,3.443399,-5.454477,6.450450,0.35516882,-4.4957
64.8000,0.032033,3.435785,-5.450368,6.442913,0.35455177,-4.5032
64.9000,0.032082,3.428193,-5.446258,6.435389,0.35393596,-4.5108
65.0000,0.032132,3.420623,-5.442146,6.427878,0.35332139,-4.5183
65.1000,0.032181,3.413076,-5.438033,6.420381,0.35270807,-4.5258
65.2000,0.032231,3.405552,-5.433919,6.412898,0.35209599,-4.5334
65.3000,0.032280,3.398050,-5.429803,6.405428,0.35148514,-4.5409
65.4000,0.032329,3.390569,-5.425686,6.397971,0.35087553,-4.5485
65.5000,0.032379,3.383111,-5.421568,6.390528,0.35026715,-4.5560
65.6000,0.032428,3.375675,-5.417449,6.383098,0.34966001,-4.5635
65.7000,0.032478,3.368261,-5.413328,6.375681,0.34905410,-4.5711
65.8000,0.032527,3.360869,-5.409207,6.368278,0.34844941,-4.5786
65.9000,0.032577,3.353499,-5.405084,6.360888,0.34784596,-4.5861
66.0000,0.032626,3.346151,-5.400961,6.353511,0.34724373,-4.5937
66.1000,0.032675,3.338824,-5.396836,6.346147,0.34664273,-4.6012
66.2000,0.032725,3.331519,-5.392711,6.338797,0.34604295,-4.6087
66.3000,0.032774,3.324235,-5.388585,6.331460,0.34544439,-4.6162
66.4000,0.032824,3.316973,-5.384458,6.324136,0.34484705,-4.6237
66.5000,0.032873,3.309732,-5.380330,6.316825,0.34425093,-4.6312
66.6000,0.032923,3.302513,-5.376202,6.309528,0.34365603,-4.6388
66.7000,0.032972,3.295315,-5.372073,6.302243,0.34306234,-4.6463
66.8000,0.033021,3.288138,-5.367943,6.294971,0.34246986,-4.6538
66.9000,0.033071,3.280982,-5.363813,6.287713,0.34187859,-4.6613
67.0000,0.033120,3.273847,-5.359682,6.280467,0.34128854,-4.6688
67.1000,0.033170,3.266734,-5.355551,6.273235,0.34069969,-4.6763
67.2000,0.033219,3.259641,-5.351419,6.266015,0.34011205,-4.6838
67.3000,0.033269,3.252569,-5.347287,6.258809,0.33952561,-4.6913
67.4000,0.033318,3.245518,-5.343155,6.251615,0.33894037,-4.6988
67.5000,0.033368,3.238487,-5.339022,6.244434,0.33835634,-4.7063
67.6000,0.033417,3.231478,-5.334889,6.237266,0.33777350,-4.7137
67.7000,0.033466,3.224489,-5.330756,6.230111,0.33719187,-4.7212
67.8000,0.033516,3.217520,-5.326623,6.222969,0.33661142,-4.7287
67.9000,0.033565,3.210572,-5.322489,6.215840,0.33603217,-4.7362
68.0000,0.033615,3.203644,-5.318356,6.208723,0.33545411,-4.7437
68.1000,0.033664,3.196736,-5.314222,6.201619,0.33487725,-4.7511
68.2000,0.033714,3.189849,-5.310088,6.194528,0.33430157,-4.7586
68.3000,0.033763,3.182982,-5.305954,6.187449,0.33372707,-4.7661
68.4000,0.033812,3.176135,-5.301821,6.180383,0.33315377,-4.7736
68.5000,0.033862,3.169308,-5.297687,6.173330,0.33258164,-4.7810
68.6000,0.033911,3.162501,-5.293553,6.166289,0.33201070,-4.7885
68.7000,0.033961,3.155714,-5.289420,6.159261,0.33144093,-4.7959
68.8000,0.034010,3.148947,-5.285287,6.152245,0.33087234,-4.8034
68.9000,0.034060,3.142199,-5.281154,6.145242,0.33030493,-4.8108
69.0000,0.034109,3.135472,-5.277021,6.138252,0.32973869,-4.8183
69.1000,0.034158,3.128764,-5.272889,6.131274,0.32917362,-4.8257
69.2000,0.034208,3.122075,-5.268757,6.124308,0.32860972,-4.8332
69.3000,0.034257,3.115406,-5.264625,6.117355,0.32804700,-4.8406
69.4000,0.034307,3.108757,-5.260494,6.110415,0.32748543,-4.8481
69.5000,0.034356,3.102127,-5.256363,6.103486,0.32692503,-4.8555
69.6000,0.034406,3.095516,-5.252233,6.096570,0.32636580,-4.8630
69.7000,0.034455,3.088925,-5.248103,6.089667,0.32580772,-4.8704
69.8000,0.034504,3.082352,-5.243974,6.082775,0.32525080,-4.8778
69.9000,0.034554,3.075799,-5.239845,6.075896,0.32469504,-4.8852
70.0000,0.034603,3.069265,-5.235717,6.069030,0.32414044,-4.8927
70.1000,0.034653,3.062750,-5.231590,6.062175,0.32358698,-4.9001
70.2000,0.034702,3.056254,-5.227463,6.055333,0.32303468,-4.9075
70.3000,0.034752,3.049777,-5.223337,6.048503,0.32248353,-4.9149
70.4000,0.034801,3.043319,-5.219211,6.041685,0.32193352,-4.9223
70.5000,0.034850,3.036879,-5.215087,6.034879,0.32138466,-4.9297
70.6000,0.034900,3.030458,-5.210963,6.028085,0.32083695,-4.9372
70.7000,0.034949,3.024056,-5.206840,6.021304,0.32029037,-4.9446
70.8000,0.034999,3.017672,-5.202718,6.014534,0.31974494,-4.9520
70.9000,0.035048,3.011307,-5.198597,6.007777,0.31920064,-4.9594
71.0000,0.035098,3.004960,-5.194477,6.001031,0.31865748,-4.9668
71.1000,0.035147,2.998632,-5.190358,5.994298,0.31811545,-4.9742
71.2000,0.035197,2.992322,-5.186239,5.987576,0.31757455,-4.9815
71.3000,0.035246,2.986030,-5.182122,5.980867,0.31703479,-4.9889
71.4000,0.035295,2.979757,-5.178006,5.974169,0.31649615,-4.9963
71.5000,0.035345,2.973501,-5.173891,5.967483,0.31595863,-5.0037
71.6000,0.035394,2.967264,-5.169777,5.960809,0.31542225,-5.0111
71.7000,0.035444,2.961045,-5.165664,5.954147,0.31488698,-5.0185
71.8000,0.035493,2.954843,-5.161552,5.947497,0.31435283,-5.0258
71.9000,0.035543,2.948660,-5.157442,5.940858,0.31381981,-5.0332
72.0000,0.035592,2.942495,-5.153332,5.934232,0.31328789,-5.0406
72.1000,0.035641,2.936347,-5.149224,5.927617,0.31275710,-5.0479
72.2000,0.035691,2.930217,-5.145117,5.921014,0.31222741,-5.0553
72.3000,0.035740,2.924104,-5.141012,5.914422,0.31169884,-5.0626
72.4000,0.035790,2.918010,-5.136908,5.907842,0.31117137,-5.0700
72.5000,0.035839,2.911933,-5.132805,5.901274,0.31064501,-5.0774
72.6000,0.035889,2.905873,-5.128703,5.894717,0.31011976,-5.0847
72.7000,0.035938,2.899831,-5.124603,5.888172,0.30959560,-5.0921
72.8000,0.035987,2.893806,-5.120504,5.881639,0.30907255,-5.0994
72.9000,0.036037,2.887798,-5.116407,5.875117,0.30855060,-5.1067
73.0000,0.036086,2.881808,-5.112311,5.868607,0.30802974,-5.1141
73.1000,0.036136,2.875835,-5.108217,5.862108,0.30750998,-5.1214
73.2000,0.036185,2.869879,-5.104124,5.855621,0.30699131,-5.1287
73.3000,0.036235,2.863940,-5.100033,5.849145,0.30647373,-5.1361
73.4000,0.036284,2.858019,-5.095944,5.842680,0.30595724,-5.1434
73.5000,0.036334,2.852114,-5.091856,5.836227,0.30544183,-5.1507
73.6000,0.036383,2.846226,-5.087769,5.829785,0.30492751,-5.1580
73.7000,0.036432,2.840355,-5.083685,5.823355,0.30441428,-5.1653
73.8000,0.036482,2.834501,-5.079602,5.816936,0.30390212,-5.1727
73.9000,0.036531,2.828663,-5.075520,5.810528,0.30339104,-5.1800
74.0000,0.036581,2.822843,-5.071441,5.804132,0.30288104,-5.1873
74.1000,0.036630,2.817038,-5.067363,5.797747,0.30237211,-5.1946
74.2000,0.036680,2.811251,-5.063287,5.791373,0.30186426,-5.2019
74.3000,0.036729,2.805480,-5.059212,5.785010,0.30135748,-5.2092
74.4000,0.036778,2.799725,-5.055140,5.778659,0.30085176,-5.2165
74.5000,0.036828,2.793987,-5.051069,5.772319,0.30034711,-5.2238
74.6000,0.036877,2.788266,-5.047000,5.765989,0.29984353,-5.2311
74.7000,0.036927,2.782560,-5.042933,5.759671,0.29934101,-5.2383
74.8000,0.036976,2.776871,-5.038868,5.753364,0.29883955,-5.2456
74.9000,0.037026,2.771198,-5.034805,5.747068,0.29833915,-5.2529
75.0000,0.037075,2.765541,-5.030743,5.740784,0.29783980,-5.2602
75.1000,0.037124,2.759901,-5.026684,5.734510,0.29734151,-5.2674
75.2000,0.037174,2.754276,-5.022626,5.728247,0.29684427,-5.2747
75.3000,0.037223,2.748667,-5.018571,5.721995,0.29634808,-5.2820
75.4000,0.037273,2.743075,-5.014518,5.715754,0.29585294,-5.2892
75.5000,0.037322,2.737498,-5.010466,5.709524,0.29535885,-5.2965
75.6000,0.037372,2.731937,-5.006417,5.703305,0.29486580,-5.3038
75.7000,0.037421,2.726392,-5.002370,5.697097,0.29437380,-5.3110
75.8000,0.037470,2.720862,-4.998325,5.690900,0.29388283,-5.3183
75.9000,0.037520,2.715348,-4.994282,5.684713,0.29339291,-5.3255
76.0000,0.037569,2.709850,-4.990241,5.678538,0.29290402,-5.3327
76.1000,0.037619,2.704367,-4.986202,5.672373,0.29241616,-5.3400
76.2000,0.037668,2.698900,-4.982165,5.666219,0.29192934,-5.3472
76.3000,0.037718,2.693449,-4.978131,5.660075,0.29144355,-5.3545
76.4000,0.037767,2.688012,-4.974099,5.653943,0.29095878,-5.3617
76.5000,0.037817,2.682592,-4.970069,5.647821,0.29047504,-5.3689
76.6000,0.037866,2.677186,-4.966041,5.641710,0.28999233,-5.3761
76.7000,0.037915,2.671796,-4.962015,5.635609,0.28951064,-5.3834
76.8000,0.037965,2.666421,-4.957992,5.629519,0.28902997,-5.3906
76.9000,0.038014,2.661061,-4.953971,5.623440,0.28855031,-5.3978
77.0000,0.038064,2.655716,-4.949953,5.617371,0.28807168,-5.4050
77.1000,0.038113,2.650386,-4.945936,5.611313,0.28759406,-5.4122
77.2000,0.038163,2.645071,-4.941922,5.605265,0.28711745,-5.4194
77.3000,0.038212,2.639771,-4.937911,5.599228,0.28664185,-5.4266
77.4000,0.038261,2.634487,-4.933901,5.593201,0.28616726,-5.4338
77.5000,0.038311,2.629217,-4.929894,5.587185,0.28569367,-5.4410
77.6000,0.038360,2.623961,-4.925890,5.581179,0.28522109,-5.4482
77.7000,0.038410,2.618721,-4.921888,5.575184,0.28474951,-5.4554
77.8000,0.038459,2.613495,-4.917888,5.569199,0.28427893,-5.4626
77.9000,0.038509,2.608284,-4.913891,5.563225,0.28380935,-5.4697
78.0000,0.038558,2.603087,-4.909896,5.557261,0.28334077,-5.4769
78.1000,0.038607,2.597906,-4.905904,5.551307,0.28287318,-5.4841
