freq_kHz,freq_MHz,T_10mm,T_10mm_dB,force_norm_10mm,T_5mm,T_5mm_dB,force_norm_5mm,T_3mm,T_3mm_dB,force_norm_3mm,T_1mm,T_1mm_dB,force_norm_1mm
2800.4008,2.800401,0.03979398,-14.0018,0.039794,0.19948429,-7.0009,0.199484,0.38014144,-4.2005,0.380141,0.72440550,-1.4002,0.724405
2810.2204,2.810220,0.03934664,-14.0509,0.039347,0.19835987,-7.0255,0.198360,0.37885436,-4.2153,0.378854,0.72358701,-1.4051,0.723587
2820.0401,2.820040,0.03890432,-14.1000,0.038904,0.19724179,-7.0500,0.197242,0.37757164,-4.2300,0.377572,0.72276945,-1.4100,0.722769
2829.8597,2.829860,0.03846698,-14.1491,0.038467,0.19613001,-7.0746,0.196130,0.37629326,-4.2447,0.376293,0.72195281,-1.4149,0.721953
2839.6794,2.839679,0.03803456,-14.1982,0.038035,0.19502450,-7.0991,0.195025,0.37501920,-4.2595,0.375019,0.72113710,-1.4198,0.721137
2849.4990,2.849499,0.03760699,-14.2473,0.037607,0.19392522,-7.1237,0.193925,0.37374947,-4.2742,0.373749,0.72032230,-1.4247,0.720322
2859.3186,2.859319,0.03718423,-14.2964,0.037184,0.19283214,-7.1482,0.192832,0.37248403,-4.2889,0.372484,0.71950843,-1.4296,0.719508
2869.1383,2.869138,0.03676623,-14.3455,0.036766,0.19174522,-7.1728,0.191745,0.37122287,-4.3037,0.371223,0.71869547,-1.4346,0.718695
2878.9579,2.878958,0.03635292,-14.3946,0.036353,0.19066442,-7.1973,0.190664,0.36996599,-4.3184,0.369966,0.71788344,-1.4395,0.717883
2888.7776,2.888778,0.03594426,-14.4437,0.035944,0.18958972,-7.2219,0.189590,0.36871336,-4.3331,0.368713,0.71707232,-1.4444,0.717072
2898.5972,2.898597,0.03554020,-14.4928,0.035540,0.18852108,-7.2464,0.188521,0.36746497,-4.3478,0.367465,0.71626212,-1.4493,0.716262
2908.4168,2.908417,0.03514067,-14.5419,0.035141,0.18745845,-7.2709,0.187458,0.36622081,-4.3626,0.366221,0.71545283,-1.4542,0.715453
2918.2365,2.918236,0.03474564,-14.5910,0.034746,0.18640182,-7.2955,0.186402,0.36498086,-4.3773,0.364981,0.71464446,-1.4591,0.714644
2928.0561,2.928056,0.03435505,-14.6401,0.034355,0.18535114,-7.3200,0.185351,0.36374511,-4.3920,0.363745,0.71383700,-1.4640,0.713837
2937.8758,2.937876,0.03396885,-14.6892,0.033969,0.18430639,-7.3446,0.184306,0.36251354,-4.4068,0.362514,0.71303045,-1.4689,0.713030
2947.6954,2.947695,0.03358699,-14.7383,0.033587,0.18326753,-7.3691,0.183268,0.36128615,-4.4215,0.361286,0.71222482,-1.4738,0.712225
2957.5150,2.957515,0.03320942,-14.7874,0.033209,0.18223452,-7.3937,0.182235,0.36006291,-4.4362,0.360063,0.71142009,-1.4787,0.711420
2967.3347,2.967335,0.03283610,-14.8365,0.032836,0.18120733,-7.4182,0.181207,0.35884381,-4.4509,0.358844,0.71061628,-1.4836,0.710616
2977.1543,2.977154,0.03246697,-14.8856,0.032467,0.18018593,-7.4428,0.180186,0.35762883,-4.4657,0.357629,0.70981337,-1.4886,0.709813
2986.9739,2.986974,0.03210199,-14.9347,0.032102,0.17917029,-7.4673,0.179170,0.35641798,-4.4804,0.356418,0.70901137,-1.4935,0.709011
2996.7936,2.996794,0.03174112,-14.9838,0.031741,0.17816038,-7.4919,0.178160,0.35521122,-4.4951,0.355211,0.70821028,-1.4984,0.708210
3006.6132,3.006613,0.03138430,-15.0329,0.031384,0.17715615,-7.5164,0.177156,0.35400855,-4.5099,0.354009,0.70741009,-1.5033,0.707410
3016.4329,3.016433,0.03103150,-15.0820,0.031031,0.17615759,-7.5410,0.176158,0.35280995,-4.5246,0.352810,0.70661080,-1.5082,0.706611
3026.2525,3.026253,0.03068266,-15.1311,0.030683,0.17516466,-7.5655,0.175165,0.35161540,-4.5393,0.351615,0.70581242,-1.5131,0.705812
3036.0721,3.036072,0.03033774,-15.1802,0.030338,0.17417732,-7.5901,0.174177,0.35042491,-4.5541,0.350425,0.70501494,-1.5180,0.705015
3045.8918,3.045892,0.02999670,-15.2293,0.029997,0.17319555,-7.6146,0.173196,0.34923844,-4.5688,0.349238,0.70421836,-1.5229,0.704218
3055.7114,3.055711,0.02965949,-15.2784,0.029659,0.17221931,-7.6392,0.172219,0.34805599,-4.5835,0.348056,0.70342269,-1.5278,0.703423
3065.5311,3.065531,0.02932608,-15.3275,0.029326,0.17124858,-7.6637,0.171249,0.34687754,-4.5982,0.346878,0.70262791,-1.5327,0.702628
3075.3507,3.075351,0.02899641,-15.3766,0.028996,0.17028331,-7.6883,0.170283,0.34570309,-4.6130,0.345703,0.70183402,-1.5377,0.701834
3085.1703,3.085170,0.02867044,-15.4257,0.028670,0.16932349,-7.7128,0.169323,0.34453261,-4.6277,0.344533,0.70104104,-1.5426,0.701041
3094.9900,3.094990,0.02834815,-15.4748,0.028348,0.16836908,-7.7374,0.168369,0.34336609,-4.6424,0.343366,0.70024895,-1.5475,0.700249
3104.8096,3.104810,0.02802947,-15.5239,0.028029,0.16742005,-7.7619,0.167420,0.34220352,-4.6572,0.342204,0.69945776,-1.5524,0.699458
3114.6293,3.114629,0.02771438,-15.5729,0.027714,0.16647636,-7.7865,0.166476,0.34104489,-4.6719,0.341045,0.69866746,-1.5573,0.698667
3124.4489,3.124449,0.02740283,-15.6220,0.027403,0.16553800,-7.8110,0.165538,0.33989018,-4.6866,0.339890,0.69787805,-1.5622,0.697878
3134.2685,3.134269,0.02709478,-15.6711,0.027095,0.16460492,-7.8356,0.164605,0.33873938,-4.7013,0.338739,0.69708954,-1.5671,0.697090
3144.0882,3.144088,0.02679020,-15.7202,0.026790,0.16367711,-7.8601,0.163677,0.33759248,-4.7161,0.337592,0.69630191,-1.5720,0.696302
3153.9078,3.153908,0.02648903,-15.7693,0.026489,0.16275452,-7.8847,0.162755,0.33644946,-4.7308,0.336449,0.69551518,-1.5769,0.695515
3163.7275,3.163727,0.02619126,-15.8184,0.026191,0.16183714,-7.9092,0.161837,0.33531031,-4.7455,0.335310,0.69472933,-1.5818,0.694729
3173.5471,3.173547,0.02589683,-15.8675,0.025897,0.16092492,-7.9338,0.160925,0.33417502,-4.7603,0.334175,0.69394438,-1.5868,0.693944
3183.3667,3.183367,0.02560571,-15.9166,0.025606,0.16001785,-7.9583,0.160018,0.33304357,-4.7750,0.333044,0.69316031,-1.5917,0.693160
3193.1864,3.193186,0.02531787,-15.9657,0.025318,0.15911589,-7.9829,0.159116,0.33191596,-4.7897,0.331916,0.69237712,-1.5966,0.692377
3203.0060,3.203006,0.02503326,-16.0148,0.025033,0.15821901,-8.0074,0.158219,0.33079216,-4.8044,0.330792,0.69159482,-1.6015,0.691595
3212.8257,3.212826,0.02475185,-16.0639,0.024752,0.15732719,-8.0320,0.157327,0.32967216,-4.8192,0.329672,0.69081341,-1.6064,0.690813
3222.6453,3.222645,0.02447360,-16.1130,0.024474,0.15644040,-8.0565,0.156440,0.32855596,-4.8339,0.328556,0.69003288,-1.6113,0.690033
3232.4649,3.232465,0.02419848,-16.1621,0.024198,0.15555860,-8.0811,0.155559,0.32744354,-4.8486,0.327444,0.68925323,-1.6162,0.689253
3242.2846,3.242285,0.02392645,-16.2112,0.023926,0.15468178,-8.1056,0.154682,0.32633488,-4.8634,0.326335,0.68847446,-1.6211,0.688474
3252.1042,3.252104,0.02365748,-16.2603,0.023657,0.15380990,-8.1302,0.153810,0.32522998,-4.8781,0.325230,0.68769657,-1.6260,0.687697
3261.9238,3.261924,0.02339154,-16.3094,0.023392,0.15294293,-8.1547,0.152943,0.32412881,-4.8928,0.324129,0.68691955,-1.6309,0.686920
3271.7435,3.271743,0.02312858,-16.3585,0.023129,0.15208085,-8.1793,0.152081,0.32303138,-4.9076,0.323031,0.68614342,-1.6359,0.686143
3281.5631,3.281563,0.02286858,-16.4076,0.022869,0.15122362,-8.2038,0.151224,0.32193766,-4.9223,0.321938,0.68536817,-1.6408,0.685368
3291.3828,3.291383,0.02261151,-16.4567,0.022612,0.15037123,-8.2284,0.150371,0.32084765,-4.9370,0.320848,0.68459379,-1.6457,0.684594
3301.2024,3.301202,0.02235732,-16.5058,0.022357,0.14952365,-8.2529,0.149524,0.31976132,-4.9517,0.319761,0.68382028,-1.6506,0.683820
3311.0220,3.311022,0.02210599,-16.5549,0.022106,0.14868084,-8.2774,0.148681,0.31867868,-4.9665,0.318679,0.68304765,-1.6555,0.683048
3320.8417,3.320842,0.02185749,-16.6040,0.021857,0.14784278,-8.3020,0.147843,0.31759969,-4.9812,0.317600,0.68227589,-1.6604,0.682276
3330.6613,3.330661,0.02161178,-16.6531,0.021612,0.14700945,-8.3265,0.147009,0.31652437,-4.9959,0.316524,0.68150501,-1.6653,0.681505
3340.4810,3.340481,0.02136883,-16.7022,0.021369,0.14618081,-8.3511,0.146181,0.31545268,-5.0107,0.315453,0.68073499,-1.6702,0.680735
3350.3006,3.350301,0.02112861,-16.7513,0.021129,0.14535685,-8.3756,0.145357,0.31438462,-5.0254,0.314385,0.67996584,-1.6751,0.679966
3360.1202,3.360120,0.02089110,-16.8004,0.020891,0.14453752,-8.4002,0.144538,0.31332018,-5.0401,0.313320,0.67919757,-1.6800,0.679198
3369.9399,3.369940,0.02065625,-16.8495,0.020656,0.14372282,-8.4247,0.143723,0.31225934,-5.0548,0.312259,0.67843016,-1.6849,0.678430
3379.7595,3.379760,0.02042404,-16.8986,0.020424,0.14291271,-8.4493,0.142913,0.31120210,-5.0696,0.311202,0.67766362,-1.6899,0.677664
3389.5792,3.389579,0.02019445,-16.9477,0.020194,0.14210717,-8.4738,0.142107,0.31014843,-5.0843,0.310148,0.67689794,-1.6948,0.676898
3399.3988,3.399399,0.01996743,-16.9968,0.019967,0.14130616,-8.4984,0.141306,0.30909833,-5.0990,0.309098,0.67613313,-1.6997,0.676133
3409.2184,3.409218,0.01974297,-17.0459,0.019743,0.14050967,-8.5229,0.140510,0.30805179,-5.1138,0.308052,0.67536919,-1.7046,0.675369
3419.0381,3.419038,0.01952103,-17.0950,0.019521,0.13971767,-8.5475,0.139718,0.30700879,-5.1285,0.307009,0.67460611,-1.7095,0.674606
3428.8577,3.428858,0.01930158,-17.1441,0.019302,0.13893014,-8.5720,0.138930,0.30596932,-5.1432,0.305969,0.67384389,-1.7144,0.673844
3438.6774,3.438677,0.01908460,-17.1932,0.019085,0.13814704,-8.5966,0.138147,0.30493337,-5.1580,0.304933,0.67308253,-1.7193,0.673083
3448.4970,3.448497,0.01887007,-17.2423,0.018870,0.13736836,-8.6211,0.137368,0.30390093,-5.1727,0.303901,0.67232203,-1.7242,0.672322
3458.3166,3.458317,0.01865794,-17.2914,0.018658,0.13659406,-8.6457,0.136594,0.30287198,-5.1874,0.302872,0.67156239,-1.7291,0.671562
3468.1363,3.468136,0.01844820,-17.3405,0.018448,0.13582414,-8.6702,0.135824,0.30184652,-5.2021,0.301847,0.67080361,-1.7340,0.670804
3477.9559,3.477956,0.01824081,-17.3896,0.018241,0.13505855,-8.6948,0.135059,0.30082453,-5.2169,0.300825,0.67004568,-1.7390,0.670046
3487.7756,3.487776,0.01803576,-17.4387,0.018036,0.13429727,-8.7193,0.134297,0.29980600,-5.2316,0.299806,0.66928862,-1.7439,0.669289
3497.5952,3.497595,0.01783301,-17.4878,0.017833,0.13354029,-8.7439,0.133540,0.29879091,-5.2463,0.298791,0.66853240,-1.7488,0.668532
3507.4148,3.507415,0.01763254,-17.5369,0.017633,0.13278757,-8.7684,0.132788,0.29777927,-5.2611,0.297779,0.66777705,-1.7537,0.667777
3517.2345,3.517234,0.01743432,-17.5859,0.017434,0.13203910,-8.7930,0.132039,0.29677105,-5.2758,0.296771,0.66702254,-1.7586,0.667023
3527.0541,3.527054,0.01723834,-17.6350,0.017238,0.13129485,-8.8175,0.131295,0.29576624,-5.2905,0.295766,0.66626889,-1.7635,0.666269
3536.8737,3.536874,0.01704455,-17.6841,0.017045,0.13055479,-8.8421,0.130555,0.29476484,-5.3052,0.294765,0.66551609,-1.7684,0.665516
3546.6934,3.546693,0.01685295,-17.7332,0.016853,0.12981890,-8.8666,0.129819,0.29376683,-5.3200,0.293767,0.66476414,-1.7733,0.664764
3556.5130,3.556513,0.01666349,-17.7823,0.016663,0.12908716,-8.8912,0.129087,0.29277219,-5.3347,0.292772,0.66401304,-1.7782,0.664013
3566.3327,3.566333,0.01647617,-17.8314,0.016476,0.12835954,-8.9157,0.128360,0.29178093,-5.3494,0.291781,0.66326279,-1.7831,0.663263
3576.1523,3.576152,0.01629096,-17.8805,0.016291,0.12763603,-8.9403,0.127636,0.29079301,-5.3642,0.290793,0.66251338,-1.7881,0.662513
3585.9719,3.585972,0.01610782,-17.9296,0.016108,0.12691659,-8.9648,0.126917,0.28980845,-5.3789,0.289808,0.66176483,-1.7930,0.661765
3595.7916,3.595792,0.01592675,-17.9787,0.015927,0.12620121,-8.9894,0.126201,0.28882722,-5.3936,0.288827,0.66101712,-1.7979,0.661017
3605.6112,3.605611,0.01574771,-18.0278,0.015748,0.12548986,-9.0139,0.125490,0.28784931,-5.4083,0.287849,0.66027025,-1.8028,0.660270
3615.4309,3.615431,0.01557068,-18.0769,0.015571,0.12478252,-9.0385,0.124783,0.28687471,-5.4231,0.286875,0.65952423,-1.8077,0.659524
3625.2505,3.625251,0.01539564,-18.1260,0.015396,0.12407917,-9.0630,0.124079,0.28590341,-5.4378,0.285903,0.65877905,-1.8126,0.658779
3635.0701,3.635070,0.01522257,-18.1751,0.015223,0.12337979,-9.0876,0.123380,0.28493540,-5.4525,0.284935,0.65803471,-1.8175,0.658035
3644.8898,3.644890,0.01505145,-18.2242,0.015051,0.12268434,-9.1121,0.122684,0.28397067,-5.4673,0.283971,0.65729121,-1.8224,0.657291
3654.7094,3.654709,0.01488225,-18.2733,0.014882,0.12199282,-9.1367,0.121993,0.28300920,-5.4820,0.283009,0.65654856,-1.8273,0.656549
3664.5291,3.664529,0.01471495,-18.3224,0.014715,0.12130519,-9.1612,0.121305,0.28205099,-5.4967,0.282051,0.65580674,-1.8322,0.655807
3674.3487,3.674349,0.01454953,-18.3715,0.014550,0.12062144,-9.1858,0.120621,0.28109602,-5.5115,0.281096,0.65506576,-1.8372,0.655066
3684.1683,3.684168,0.01438597,-18.4206,0.014386,0.11994154,-9.2103,0.119942,0.28014429,-5.5262,0.280144,0.65432562,-1.8421,0.654326
3693.9880,3.693988,0.01422425,-18.4697,0.014224,0.11926547,-9.2349,0.119265,0.27919578,-5.5409,0.279196,0.65358631,-1.8470,0.653586
3703.8076,3.703808,0.01406435,-18.5188,0.014064,0.11859322,-9.2594,0.118593,0.27825048,-5.5556,0.278250,0.65284784,-1.8519,0.652848
3713.6273,3.713627,0.01390625,-18.5679,0.013906,0.11792475,-9.2840,0.117925,0.27730838,-5.5704,0.277308,0.65211020,-1.8568,0.652110
3723.4469,3.723447,0.01374992,-18.6170,0.013750,0.11726006,-9.3085,0.117260,0.27636947,-5.5851,0.276369,0.65137340,-1.8617,0.651373
3733.2665,3.733267,0.01359535,-18.6661,0.013595,0.11659911,-9.3330,0.116599,0.27543374,-5.5998,0.275434,0.65063743,-1.8666,0.650637
3743.0862,3.743086,0.01344252,-18.7152,0.013443,0.11594188,-9.3576,0.115942,0.27450118,-5.6146,0.274501,0.64990229,-1.8715,0.649902
3752.9058,3.752906,0.01329141,-18.7643,0.013291,0.11528836,-9.3821,0.115288,0.27357177,-5.6293,0.273572,0.64916798,-1.8764,0.649168
3762.7255,3.762725,0.01314199,-18.8134,0.013142,0.11463852,-9.4067,0.114639,0.27264551,-5.6440,0.272646,0.64843451,-1.8813,0.648435
3772.5451,3.772545,0.01299426,-18.8625,0.012994,0.11399235,-9.4312,0.113992,0.27172239,-5.6587,0.271722,0.64770186,-1.8862,0.647702
3782.3647,3.782365,0.01284818,-18.9116,0.012848,0.11334982,-9.4558,0.113350,0.27080239,-5.6735,0.270802,0.64697004,-1.8912,0.646970
3792.1844,3.792184,0.01270375,-18.9607,0.012704,0.11271091,-9.4803,0.112711,0.26988551,-5.6882,0.269886,0.64623904,-1.8961,0.646239
3802.0040,3.802004,0.01256094,-19.0098,0.012561,0.11207560,-9.5049,0.112076,0.26897174,-5.7029,0.268972,0.64550887,-1.9010,0.645509
3811.8236,3.811824,0.01241974,-19.0589,0.012420,0.11144387,-9.5294,0.111444,0.26806105,-5.7177,0.268061,0.64477953,-1.9059,0.644780
3821.6433,3.821643,0.01228012,-19.1080,0.012280,0.11081571,-9.5540,0.110816,0.26715345,-5.7324,0.267153,0.64405101,-1.9108,0.644051
3831.4629,3.831463,0.01214207,-19.1571,0.012142,0.11019108,-9.5785,0.110191,0.26624893,-5.7471,0.266249,0.64332331,-1.9157,0.643323
3841.2826,3.841283,0.01200558,-19.2062,0.012006,0.10956997,-9.6031,0.109570,0.26534746,-5.7619,0.265347,0.64259644,-1.9206,0.642596
3851.1022,3.851102,0.01187062,-19.2553,0.011871,0.10895237,-9.6276,0.108952,0.26444905,-5.7766,0.264449,0.64187038,-1.9255,0.641870
3860.9218,3.860922,0.01173718,-19.3044,0.011737,0.10833825,-9.6522,0.108338,0.26355368,-5.7913,0.263554,0.64114515,-1.9304,0.641145
3870.7415,3.870741,0.01160523,-19.3535,0.011605,0.10772759,-9.6767,0.107728,0.26266134,-5.8060,0.262661,0.64042074,-1.9353,0.640421
3880.5611,3.880561,0.01147477,-19.4026,0.011475,0.10712037,-9.7013,0.107120,0.26177202,-5.8208,0.261772,0.63969714,-1.9403,0.639697
3890.3808,3.890381,0.01134578,-19.4517,0.011346,0.10651657,-9.7258,0.106517,0.26088572,-5.8355,0.260886,0.63897436,-1.9452,0.638974
3900.2004,3.900200,0.01121824,-19.5008,0.011218,0.10591618,-9.7504,0.105916,0.26000241,-5.8502,0.260002,0.63825240,-1.9501,0.638252
3910.0200,3.910020,0.01109213,-19.5499,0.011092,0.10531917,-9.7749,0.105319,0.25912209,-5.8650,0.259122,0.63753126,-1.9550,0.637531
3919.8397,3.919840,0.01096743,-19.5989,0.010967,0.10472552,-9.7995,0.104726,0.25824476,-5.8797,0.258245,0.63681093,-1.9599,0.636811
3929.6593,3.929659,0.01084414,-19.6480,0.010844,0.10413522,-9.8240,0.104135,0.25737040,-5.8944,0.257370,0.63609141,-1.9648,0.636091
3939.4790,3.939479,0.01072224,-19.6971,0.010722,0.10354825,-9.8486,0.103548,0.25649899,-5.9091,0.256499,0.63537271,-1.9697,0.635373
3949.2986,3.949299,0.01060171,-19.7462,0.010602,0.10296459,-9.8731,0.102965,0.25563054,-5.9239,0.255631,0.63465481,-1.9746,0.634655
3959.1182,3.959118,0.01048253,-19.7953,0.010483,0.10238422,-9.8977,0.102384,0.25476503,-5.9386,0.254765,0.63393773,-1.9795,0.633938
3968.9379,3.968938,0.01036469,-19.8444,0.010365,0.10180712,-9.9222,0.101807,0.25390244,-5.9533,0.253902,0.63322146,-1.9844,0.633221
3978.7575,3.978758,0.01024817,-19.8935,0.010248,0.10123327,-9.9468,0.101233,0.25304278,-5.9681,0.253043,0.63250600,-1.9894,0.632506
3988.5772,3.988577,0.01013297,-19.9426,0.010133,0.10066266,-9.9713,0.100663,0.25218603,-5.9828,0.252186,0.63179135,-1.9943,0.631791
3998.3968,3.998397,0.01001906,-19.9917,0.010019,0.10009526,-9.9959,0.100095,0.25133218,-5.9975,0.251332,0.63107751,-1.9992,0.631078
4008.2164,4.008216,0.00990643,-20.0408,0.009906,0.09953106,-10.0204,0.099531,0.25048122,-6.0122,0.250481,0.63036447,-2.0041,0.630364
4018.0361,4.018036,0.00979507,-20.0899,0.009795,0.09897004,-10.0450,0.098970,0.24963314,-6.0270,0.249633,0.62965223,-2.0090,0.629652
4027.8557,4.027856,0.00968496,-20.1390,0.009685,0.09841218,-10.0695,0.098412,0.24878794,-6.0417,0.248788,0.62894081,-2.0139,0.628941
4037.6754,4.037675,0.00957608,-20.1881,0.009576,0.09785747,-10.0941,0.097857,0.24794559,-6.0564,0.247946,0.62823018,-2.0188,0.628230
4047.4950,4.047495,0.00946844,-20.2372,0.009468,0.09730589,-10.1186,0.097306,0.24710610,-6.0712,0.247106,0.62752036,-2.0237,0.627520
4057.3146,4.057315,0.00936200,-20.2863,0.009362,0.09675741,-10.1432,0.096757,0.24626945,-6.0859,0.246269,0.62681134,-2.0286,0.626811
4067.1343,4.067134,0.00925675,-20.3354,0.009257,0.09621202,-10.1677,0.096212,0.24543563,-6.1006,0.245436,0.62610312,-2.0335,0.626103
4076.9539,4.076954,0.00915269,-20.3845,0.009153,0.09566971,-10.1923,0.095670,0.24460464,-6.1154,0.244605,0.62539571,-2.0385,0.625396
4086.7735,4.086774,0.00904980,-20.4336,0.009050,0.09513046,-10.2168,0.095130,0.24377645,-6.1301,0.243776,0.62468909,-2.0434,0.624689
4096.5932,4.096593,0.00894807,-20.4827,0.008948,0.09459425,-10.2414,0.094594,0.24295108,-6.1448,0.242951,0.62398327,-2.0483,0.623983
4106.4128,4.106413,0.00884748,-20.5318,0.008847,0.09406105,-10.2659,0.094061,0.24212849,-6.1595,0.242128,0.62327824,-2.0532,0.623278
4116.2325,4.116232,0.00874802,-20.5809,0.008748,0.09353087,-10.2905,0.093531,0.24130870,-6.1743,0.241309,0.62257402,-2.0581,0.622574
4126.0521,4.126052,0.00864968,-20.6300,0.008650,0.09300367,-10.3150,0.093004,0.24049168,-6.1890,0.240492,0.62187059,-2.0630,0.621871
4135.8717,4.135872,0.00855245,-20.6791,0.008552,0.09247944,-10.3395,0.092479,0.23967742,-6.2037,0.239677,0.62116795,-2.0679,0.621168
4145.6914,4.145691,0.00845631,-20.7282,0.008456,0.09195817,-10.3641,0.091958,0.23886592,-6.2185,0.238866,0.62046611,-2.0728,0.620466
4155.5110,4.155511,0.00836124,-20.7773,0.008361,0.09143984,-10.3886,0.091440,0.23805717,-6.2332,0.238057,0.61976506,-2.0777,0.619765
4165.3307,4.165331,0.00826725,-20.8264,0.008267,0.09092443,-10.4132,0.090924,0.23725116,-6.2479,0.237251,0.61906480,-2.0826,0.619065
4175.1503,4.175150,0.00817432,-20.8755,0.008174,0.09041192,-10.4377,0.090412,0.23644787,-6.2626,0.236448,0.61836534,-2.0875,0.618365
4184.9699,4.184970,0.00808242,-20.9246,0.008082,0.08990230,-10.4623,0.089902,0.23564731,-6.2774,0.235647,0.61766666,-2.0925,0.617667
4194.7896,4.194790,0.00799157,-20.9737,0.007992,0.08939556,-10.4868,0.089396,0.23484946,-6.2921,0.234849,0.61696878,-2.0974,0.616969
4204.6092,4.204609,0.00790173,-21.0228,0.007902,0.08889167,-10.5114,0.088892,0.23405430,-6.3068,0.234054,0.61627168,-2.1023,0.616272
4214.4289,4.214429,0.00781290,-21.0719,0.007813,0.08839062,-10.5359,0.088391,0.23326184,-6.3216,0.233262,0.61557537,-2.1072,0.615575
4224.2485,4.224248,0.00772507,-21.1210,0.007725,0.08789239,-10.5605,0.087892,0.23247207,-6.3363,0.232472,0.61487985,-2.1121,0.614880
4234.0681,4.234068,0.00763823,-21.1701,0.007638,0.08739698,-10.5850,0.087397,0.23168496,-6.3510,0.231685,0.61418511,-2.1170,0.614185
4243.8878,4.243888,0.00755237,-21.2192,0.007552,0.08690435,-10.6096,0.086904,0.23090053,-6.3658,0.230901,0.61349116,-2.1219,0.613491
4253.7074,4.253707,0.00746747,-21.2683,0.007467,0.08641451,-10.6341,0.086415,0.23011874,-6.3805,0.230119,0.61279799,-2.1268,0.612798
4263.5271,4.263527,0.00738352,-21.3174,0.007384,0.08592742,-10.6587,0.085927,0.22933961,-6.3952,0.229340,0.61210560,-2.1317,0.612106
4273.3467,4.273347,0.00730052,-21.3665,0.007301,0.08544308,-10.6832,0.085443,0.22856311,-6.4099,0.228563,0.61141400,-2.1366,0.611414
4283.1663,4.283166,0.00721845,-21.4156,0.007218,0.08496147,-10.7078,0.084961,0.22778924,-6.4247,0.227789,0.61072318,-2.1416,0.610723
4292.9860,4.292986,0.00713731,-21.4647,0.007137,0.08448258,-10.7323,0.084483,0.22701800,-6.4394,0.227018,0.61003314,-2.1465,0.610033
4302.8056,4.302806,0.00705707,-21.5138,0.007057,0.08400638,-10.7569,0.084006,0.22624936,-6.4541,0.226249,0.60934388,-2.1514,0.609344
4312.6253,4.312625,0.00697774,-21.5629,0.006978,0.08353287,-10.7814,0.083533,0.22548333,-6.4689,0.225483,0.60865540,-2.1563,0.608655
4322.4449,4.322445,0.00689930,-21.6119,0.006899,0.08306202,-10.8060,0.083062,0.22471989,-6.4836,0.224720,0.60796769,-2.1612,0.607968
4332.2645,4.332265,0.00682174,-21.6610,0.006822,0.08259383,-10.8305,0.082594,0.22395903,-6.4983,0.223959,0.60728077,-2.1661,0.607281
4342.0842,4.342084,0.00674506,-21.7101,0.006745,0.08212828,-10.8551,0.082128,0.22320075,-6.5130,0.223201,0.60659461,-2.1710,0.606595
4351.9038,4.351904,0.00666923,-21.7592,0.006669,0.08166536,-10.8796,0.081665,0.22244504,-6.5278,0.222445,0.60590924,-2.1759,0.605909
4361.7234,4.361723,0.00659426,-21.8083,0.006594,0.08120504,-10.9042,0.081205,0.22169188,-6.5425,0.221692,0.60522464,-2.1808,0.605225
4371.5431,4.371543,0.00652013,-21.8574,0.006520,0.08074732,-10.9287,0.080747,0.22094128,-6.5572,0.220941,0.60454081,-2.1857,0.604541
4381.3627,4.381363,0.00644683,-21.9065,0.006447,0.08029218,-10.9533,0.080292,0.22019322,-6.5720,0.220193,0.60385775,-2.1907,0.603858
4391.1824,4.391182,0.00637436,-21.9556,0.006374,0.07983960,-10.9778,0.079840,0.21944769,-6.5867,0.219448,0.60317547,-2.1956,0.603175
4401.0020,4.401002,0.00630270,-22.0047,0.006303,0.07938958,-11.0024,0.079390,0.21870469,-6.6014,0.218705,0.60249396,-2.2005,0.602494
4410.8216,4.410822,0.00623185,-22.0538,0.006232,0.07894209,-11.0269,0.078942,0.21796420,-6.6161,0.217964,0.60181321,-2.2054,0.601813
4420.6413,4.420641,0.00616180,-22.1029,0.006162,0.07849712,-11.0515,0.078497,0.21722621,-6.6309,0.217226,0.60113324,-2.2103,0.601133
4430.4609,4.430461,0.00609253,-22.1520,0.006093,0.07805466,-11.0760,0.078055,0.21649073,-6.6456,0.216491,0.60045404,-2.2152,0.600454
4440.2806,4.440281,0.00602404,-22.2011,0.006024,0.07761470,-11.1006,0.077615,0.21575774,-6.6603,0.215758,0.59977560,-2.2201,0.599776
4450.1002,4.450100,0.00595632,-22.2502,0.005956,0.07717721,-11.1251,0.077177,0.21502723,-6.6751,0.215027,0.59909793,-2.2250,0.599098
4459.9198,4.459920,0.00588936,-22.2993,0.005889,0.07674219,-11.1497,0.076742,0.21429919,-6.6898,0.214299,0.59842102,-2.2299,0.598421
4469.7395,4.469739,0.00582316,-22.3484,0.005823,0.07630963,-11.1742,0.076310,0.21357361,-6.7045,0.213574,0.59774488,-2.2348,0.597745
4479.5591,4.479559,0.00575770,-22.3975,0.005758,0.07587950,-11.1988,0.075879,0.21285050,-6.7193,0.212850,0.59706950,-2.2398,0.597070
4489.3788,4.489379,0.00569297,-22.4466,0.005693,0.07545179,-11.2233,0.075452,0.21212983,-6.7340,0.212130,0.59639489,-2.2447,0.596395
4499.1984,4.499198,0.00562898,-22.4957,0.005629,0.07502650,-11.2479,0.075027,0.21141160,-6.7487,0.211412,0.59572104,-2.2496,0.595721
4509.0180,4.509018,0.00556570,-22.5448,0.005566,0.07460360,-11.2724,0.074604,0.21069580,-6.7634,0.210696,0.59504795,-2.2545,0.595048
