theta_deg,R_glass,R_glass_dB,T_glass,R_pdms,R_pdms_dB,T_pdms,R_acrylic,R_acrylic_dB,T_acrylic,R_open,R_open_dB,T_open
52.80,1.00000000,0.0000,0.00000000,0.10206898,-9.9111,0.89793102,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
52.90,1.00000000,0.0000,0.00000000,0.10256805,-9.8899,0.89743195,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.00,1.00000000,0.0000,0.00000000,0.10307044,-9.8687,0.89692956,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.10,1.00000000,0.0000,0.00000000,0.10357618,-9.8474,0.89642382,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.20,1.00000000,0.0000,0.00000000,0.10408530,-9.8261,0.89591470,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.30,1.00000000,0.0000,0.00000000,0.10459781,-9.8048,0.89540219,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.40,1.00000000,0.0000,0.00000000,0.10511375,-9.7834,0.89488625,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.50,1.00000000,0.0000,0.00000000,0.10563314,-9.7620,0.89436686,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.60,1.00000000,0.0000,0.00000000,0.10615600,-9.7406,0.89384400,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.70,1.00000000,0.0000,0.00000000,0.10668236,-9.7191,0.89331764,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.80,1.00000000,0.0000,0.00000000,0.10721225,-9.6976,0.89278775,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
53.90,1.00000000,0.0000,0.00000000,0.10774568,-9.6760,0.89225432,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.00,1.00000000,0.0000,0.00000000,0.10828269,-9.6544,0.89171731,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.10,1.00000000,0.0000,0.00000000,0.10882331,-9.6328,0.89117669,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.20,1.00000000,0.0000,0.00000000,0.10936755,-9.6111,0.89063245,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.30,1.00000000,0.0000,0.00000000,0.10991545,-9.5894,0.89008455,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.40,1.00000000,0.0000,0.00000000,0.11046703,-9.5677,0.88953297,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.50,1.00000000,0.0000,0.00000000,0.11102232,-9.5459,0.88897768,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.60,1.00000000,0.0000,0.00000000,0.11158135,-9.5241,0.88841865,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.70,1.00000000,0.0000,0.00000000,0.11214414,-9.5022,0.88785586,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.80,1.00000000,0.0000,0.00000000,0.11271072,-9.4803,0.88728928,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
54.90,1.00000000,0.0000,0.00000000,0.11328112,-9.4584,0.88671888,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.00,1.00000000,0.0000,0.00000000,0.11385537,-9.4365,0.88614463,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.10,1.00000000,0.0000,0.00000000,0.11443349,-9.4145,0.88556651,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.20,1.00000000,0.0000,0.00000000,0.11501552,-9.3924,0.88498448,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.30,1.00000000,0.0000,0.00000000,0.11560148,-9.3704,0.88439852,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.40,1.00000000,0.0000,0.00000000,0.11619140,-9.3483,0.88380860,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.50,1.00000000,0.0000,0.00000000,0.11678531,-9.3261,0.88321469,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.60,1.00000000,0.0000,0.00000000,0.11738324,-9.3039,0.88261676,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.70,1.00000000,0.0000,0.00000000,0.11798522,-9.2817,0.88201478,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.80,1.00000000,0.0000,0.00000000,0.11859128,-9.2595,0.88140872,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
55.90,1.00000000,0.0000,0.00000000,0.11920145,-9.2372,0.88079855,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.00,1.00000000,0.0000,0.00000000,0.11981576,-9.2149,0.88018424,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.10,1.00000000,0.0000,0.00000000,0.12043424,-9.1925,0.87956576,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.20,1.00000000,0.0000,0.00000000,0.12105692,-9.1701,0.87894308,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.30,1.00000000,0.0000,0.00000000,0.12168384,-9.1477,0.87831616,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.40,1.00000000,0.0000,0.00000000,0.12231501,-9.1252,0.87768499,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.50,1.00000000,0.0000,0.00000000,0.12295048,-9.1027,0.87704952,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.60,1.00000000,0.0000,0.00000000,0.12359028,-9.0802,0.87640972,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.70,1.00000000,0.0000,0.00000000,0.12423444,-9.0576,0.87576556,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.80,1.00000000,0.0000,0.00000000,0.12488298,-9.0350,0.87511702,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
56.90,1.00000000,0.0000,0.00000000,0.12553595,-9.0123,0.87446405,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.00,1.00000000,0.0000,0.00000000,0.12619338,-8.9896,0.87380662,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.10,1.00000000,0.0000,0.00000000,0.12685529,-8.9669,0.87314471,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.20,1.00000000,0.0000,0.00000000,0.12752173,-8.9442,0.87247827,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.30,1.00000000,0.0000,0.00000000,0.12819272,-8.9214,0.87180728,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.40,1.00000000,0.0000,0.00000000,0.12886830,-8.8985,0.87113170,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.50,1.00000000,0.0000,0.00000000,0.12954850,-8.8757,0.87045150,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.60,1.00000000,0.0000,0.00000000,0.13023336,-8.8528,0.86976664,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.70,1.00000000,0.0000,0.00000000,0.13092292,-8.8298,0.86907708,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.80,1.00000000,0.0000,0.00000000,0.13161720,-8.8069,0.86838280,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
57.90,1.00000000,0.0000,0.00000000,0.13231624,-8.7839,0.86768376,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.00,1.00000000,0.0000,0.00000000,0.13302008,-8.7608,0.86697992,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.10,1.00000000,0.0000,0.00000000,0.13372875,-8.7378,0.86627125,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.20,1.00000000,0.0000,0.00000000,0.13444229,-8.7146,0.86555771,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.30,1.00000000,0.0000,0.00000000,0.13516074,-8.6915,0.86483926,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.40,1.00000000,0.0000,0.00000000,0.13588413,-8.6683,0.86411587,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.50,1.00000000,0.0000,0.00000000,0.13661249,-8.6451,0.86338751,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.60,1.00000000,0.0000,0.00000000,0.13734587,-8.6218,0.86265413,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.70,1.00000000,0.0000,0.00000000,0.13808431,-8.5986,0.86191569,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.80,1.00000000,0.0000,0.00000000,0.13882783,-8.5752,0.86117217,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
58.90,1.00000000,0.0000,0.00000000,0.13957648,-8.5519,0.86042352,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.00,1.00000000,0.0000,0.00000000,0.14033030,-8.5285,0.85966970,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.10,1.00000000,0.0000,0.00000000,0.14108932,-8.5051,0.85891068,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.20,1.00000000,0.0000,0.00000000,0.14185358,-8.4816,0.85814642,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.30,1.00000000,0.0000,0.00000000,0.14262313,-8.4581,0.85737687,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.40,1.00000000,0.0000,0.00000000,0.14339800,-8.4346,0.85660200,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.50,1.00000000,0.0000,0.00000000,0.14417823,-8.4110,0.85582177,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.60,1.00000000,0.0000,0.00000000,0.14496386,-8.3874,0.85503614,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.70,1.00000000,0.0000,0.00000000,0.14575493,-8.3638,0.85424507,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.80,1.00000000,0.0000,0.00000000,0.14655149,-8.3401,0.85344851,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
59.90,1.00000000,0.0000,0.00000000,0.14735356,-8.3164,0.85264644,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.00,1.00000000,0.0000,0.00000000,0.14816121,-8.2927,0.85183879,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.10,1.00000000,0.0000,0.00000000,0.14897445,-8.2689,0.85102555,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.20,1.00000000,0.0000,0.00000000,0.14979335,-8.2451,0.85020665,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.30,1.00000000,0.0000,0.00000000,0.15061793,-8.2212,0.84938207,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.40,1.00000000,0.0000,0.00000000,0.15144825,-8.1974,0.84855175,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.50,1.00000000,0.0000,0.00000000,0.15228434,-8.1734,0.84771566,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.60,1.00000000,0.0000,0.00000000,0.15312625,-8.1495,0.84687375,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.70,1.00000000,0.0000,0.00000000,0.15397402,-8.1255,0.84602598,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.80,1.00000000,0.0000,0.00000000,0.15482770,-8.1015,0.84517230,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
60.90,1.00000000,0.0000,0.00000000,0.15568733,-8.0775,0.84431267,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.00,1.00000000,0.0000,0.00000000,0.15655295,-8.0534,0.84344705,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.10,1.00000000,0.0000,0.00000000,0.15742461,-8.0293,0.84257539,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.20,1.00000000,0.0000,0.00000000,0.15830235,-8.0051,0.84169765,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.30,1.00000000,0.0000,0.00000000,0.15918622,-7.9809,0.84081378,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.40,1.00000000,0.0000,0.00000000,0.16007627,-7.9567,0.83992373,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.50,1.00000000,0.0000,0.00000000,0.16097254,-7.9325,0.83902746,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.60,1.00000000,0.0000,0.00000000,0.16187508,-7.9082,0.83812492,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.70,1.00000000,0.0000,0.00000000,0.16278393,-7.8839,0.83721607,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.80,1.00000000,0.0000,0.00000000,0.16369915,-7.8595,0.83630085,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
61.90,1.00000000,0.0000,0.00000000,0.16462078,-7.8352,0.83537922,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.00,1.00000000,0.0000,0.00000000,0.16554886,-7.8107,0.83445114,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.10,1.00000000,0.0000,0.00000000,0.16648345,-7.7863,0.83351655,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.20,1.00000000,0.0000,0.00000000,0.16742459,-7.7618,0.83257541,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.30,1.00000000,0.0000,0.00000000,0.16837234,-7.7373,0.83162766,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.40,1.00000000,0.0000,0.00000000,0.16932675,-7.7127,0.83067325,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.50,1.00000000,0.0000,0.00000000,0.17028785,-7.6882,0.82971215,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.60,1.00000000,0.0000,0.00000000,0.17125571,-7.6635,0.82874429,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.70,1.00000000,0.0000,0.00000000,0.17223038,-7.6389,0.82776962,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.80,1.00000000,0.0000,0.00000000,0.17321190,-7.6142,0.82678810,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
62.90,1.00000000,0.0000,0.00000000,0.17420033,-7.5895,0.82579967,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.00,1.00000000,0.0000,0.00000000,0.17519571,-7.5648,0.82480429,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.10,1.00000000,0.0000,0.00000000,0.17619811,-7.5400,0.82380189,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.20,1.00000000,0.0000,0.00000000,0.17720757,-7.5152,0.82279243,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.30,1.00000000,0.0000,0.00000000,0.17822414,-7.4903,0.82177586,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.40,1.00000000,0.0000,0.00000000,0.17924789,-7.4655,0.82075211,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.50,1.00000000,0.0000,0.00000000,0.18027885,-7.4406,0.81972115,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.60,1.00000000,0.0000,0.00000000,0.18131710,-7.4156,0.81868290,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.70,1.00000000,0.0000,0.00000000,0.18236268,-7.3906,0.81763732,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.80,1.00000000,0.0000,0.00000000,0.18341564,-7.3656,0.81658436,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
63.90,1.00000000,0.0000,0.00000000,0.18447605,-7.3406,0.81552395,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.00,1.00000000,0.0000,0.00000000,0.18554396,-7.3155,0.81445604,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.10,1.00000000,0.0000,0.00000000,0.18661942,-7.2904,0.81338058,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.20,1.00000000,0.0000,0.00000000,0.18770249,-7.2653,0.81229751,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.30,1.00000000,0.0000,0.00000000,0.18879323,-7.2401,0.81120677,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.40,1.00000000,0.0000,0.00000000,0.18989169,-7.2149,0.81010831,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.50,1.00000000,0.0000,0.00000000,0.19099794,-7.1897,0.80900206,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.60,1.00000000,0.0000,0.00000000,0.19211203,-7.1645,0.80788797,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.70,1.00000000,0.0000,0.00000000,0.19323403,-7.1392,0.80676597,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.80,1.00000000,0.0000,0.00000000,0.19436398,-7.1138,0.80563602,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
64.90,1.00000000,0.0000,0.00000000,0.19550195,-7.0885,0.80449805,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.00,1.00000000,0.0000,0.00000000,0.19664801,-7.0631,0.80335199,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.10,1.00000000,0.0000,0.00000000,0.19780220,-7.0377,0.80219780,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.20,1.00000000,0.0000,0.00000000,0.19896460,-7.0122,0.80103540,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.30,1.00000000,0.0000,0.00000000,0.20013526,-6.9868,0.79986474,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.40,1.00000000,0.0000,0.00000000,0.20131424,-6.9613,0.79868576,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.50,1.00000000,0.0000,0.00000000,0.20250162,-6.9357,0.79749838,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.60,1.00000000,0.0000,0.00000000,0.20369744,-6.9101,0.79630256,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.70,1.00000000,0.0000,0.00000000,0.20490178,-6.8845,0.79509822,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.80,1.00000000,0.0000,0.00000000,0.20611470,-6.8589,0.79388530,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
65.90,1.00000000,0.0000,0.00000000,0.20733625,-6.8332,0.79266375,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.00,1.00000000,0.0000,0.00000000,0.20856652,-6.8076,0.79143348,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.10,1.00000000,0.0000,0.00000000,0.20980556,-6.7818,0.79019444,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.20,1.00000000,0.0000,0.00000000,0.21105344,-6.7561,0.78894656,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.30,1.00000000,0.0000,0.00000000,0.21231022,-6.7303,0.78768978,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.40,1.00000000,0.0000,0.00000000,0.21357597,-6.7045,0.78642403,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.50,1.00000000,0.0000,0.00000000,0.21485076,-6.6786,0.78514924,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.60,1.00000000,0.0000,0.00000000,0.21613466,-6.6528,0.78386534,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.70,1.00000000,0.0000,0.00000000,0.21742773,-6.6269,0.78257227,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.80,1.00000000,0.0000,0.00000000,0.21873005,-6.6009,0.78126995,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
66.90,1.00000000,0.0000,0.00000000,0.22004168,-6.5750,0.77995832,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.00,1.00000000,0.0000,0.00000000,0.22136269,-6.5490,0.77863731,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.10,1.00000000,0.0000,0.00000000,0.22269316,-6.5229,0.77730684,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.20,1.00000000,0.0000,0.00000000,0.22403314,-6.4969,0.77596686,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.30,1.00000000,0.0000,0.00000000,0.22538273,-6.4708,0.77461727,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.40,1.00000000,0.0000,0.00000000,0.22674198,-6.4447,0.77325802,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.50,1.00000000,0.0000,0.00000000,0.22811097,-6.4185,0.77188903,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.60,1.00000000,0.0000,0.00000000,0.22948977,-6.3924,0.77051023,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.70,1.00000000,0.0000,0.00000000,0.23087845,-6.3662,0.76912155,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.80,1.00000000,0.0000,0.00000000,0.23227710,-6.3399,0.76772290,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
67.90,1.00000000,0.0000,0.00000000,0.23368578,-6.3137,0.76631422,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.00,1.00000000,0.0000,0.00000000,0.23510457,-6.2874,0.76489543,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.10,1.00000000,0.0000,0.00000000,0.23653355,-6.2611,0.76346645,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.20,1.00000000,0.0000,0.00000000,0.23797279,-6.2347,0.76202721,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.30,1.00000000,0.0000,0.00000000,0.23942236,-6.2084,0.76057764,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.40,1.00000000,0.0000,0.00000000,0.24088235,-6.1820,0.75911765,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.50,1.00000000,0.0000,0.00000000,0.24235283,-6.1555,0.75764717,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.60,1.00000000,0.0000,0.00000000,0.24383389,-6.1291,0.75616611,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.70,1.00000000,0.0000,0.00000000,0.24532559,-6.1026,0.75467441,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.80,1.00000000,0.0000,0.00000000,0.24682803,-6.0761,0.75317197,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
68.90,1.00000000,0.0000,0.00000000,0.24834127,-6.0495,0.75165873,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.00,1.00000000,0.0000,0.00000000,0.24986541,-6.0229,0.75013459,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.10,1.00000000,0.0000,0.00000000,0.25140052,-5.9963,0.74859948,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.20,1.00000000,0.0000,0.00000000,0.25294668,-5.9697,0.74705332,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.30,1.00000000,0.0000,0.00000000,0.25450398,-5.9431,0.74549602,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.40,1.00000000,0.0000,0.00000000,0.25607250,-5.9164,0.74392750,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.50,1.00000000,0.0000,0.00000000,0.25765232,-5.8897,0.74234768,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.60,1.00000000,0.0000,0.00000000,0.25924353,-5.8629,0.74075647,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.70,1.00000000,0.0000,0.00000000,0.26084622,-5.8362,0.73915378,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.80,1.00000000,0.0000,0.00000000,0.26246046,-5.8094,0.73753954,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
69.90,1.00000000,0.0000,0.00000000,0.26408635,-5.7825,0.73591365,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.00,1.00000000,0.0000,0.00000000,0.26572396,-5.7557,0.73427604,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.10,1.00000000,0.0000,0.00000000,0.26737340,-5.7288,0.73262660,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.20,1.00000000,0.0000,0.00000000,0.26903475,-5.7019,0.73096525,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.30,1.00000000,0.0000,0.00000000,0.27070808,-5.6750,0.72929192,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.40,1.00000000,0.0000,0.00000000,0.27239351,-5.6480,0.72760649,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.50,1.00000000,0.0000,0.00000000,0.27409111,-5.6211,0.72590889,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.60,1.00000000,0.0000,0.00000000,0.27580097,-5.5940,0.72419903,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.70,1.00000000,0.0000,0.00000000,0.27752319,-5.5670,0.72247681,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.80,1.00000000,0.0000,0.00000000,0.27925786,-5.5399,0.72074214,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
70.90,1.00000000,0.0000,0.00000000,0.28100506,-5.5129,0.71899494,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
71.00,1.00000000,0.0000,0.00000000,0.28276491,-5.4857,0.71723509,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
71.10,1.00000000,0.0000,0.00000000,0.28453748,-5.4586,0.71546252,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
71.20,1.00000000,0.0000,0.00000000,0.28632287,-5.4314,0.71367713,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
71.30,1.00000000,0.0000,0.00000000,0.28812118,-5.4042,0.71187882,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
71.40,1.00000000,0.0000,0.00000000,0.28993250,-5.3770,0.71006750,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
71.50,1.00000000,0.0000,0.00000000,0.29175693,-5.3498,0.70824307,1.00000000,0.0000,0.00000000,0.00000000,-300.0000,1.00000000
