theta_deg,R_glass,R_glass_dB,T_glass,R_pdms,R_pdms_dB,T_pdms,R_acrylic,R_acrylic_dB,T_acrylic,R_open,R_open_dB,T_open
6.00,0.64319503,-1.9166,0.35680497,0.02828615,-15.4843,0.97171385,0.14218971,-8.4713,0.85781029,0.00000000,-300.0000,1.00000000
6.10,0.64404166,-1.9109,0.35595834,0.02830221,-15.4818,0.97169779,0.14233649,-8.4668,0.85766351,0.00000000,-300.0000,1.00000000
6.20,0.64490638,-1.9050,0.35509362,0.02831855,-15.4793,0.97168145,0.14248596,-8.4623,0.85751404,0.00000000,-300.0000,1.00000000
6.30,0.64578944,-1.8991,0.35421056,0.02833516,-15.4767,0.97166484,0.14263814,-8.4576,0.85736186,0.00000000,-300.0000,1.00000000
6.40,0.64669108,-1.8930,0.35330892,0.02835205,-15.4742,0.97164795,0.14279303,-8.4529,0.85720697,0.00000000,-300.0000,1.00000000
6.50,0.64761157,-1.8869,0.35238843,0.02836921,-15.4715,0.97163079,0.14295065,-8.4481,0.85704935,0.00000000,-300.0000,1.00000000
6.60,0.64855117,-1.8806,0.35144883,0.02838666,-15.4689,0.97161334,0.14311102,-8.4433,0.85688898,0.00000000,-300.0000,1.00000000
6.70,0.64951017,-1.8741,0.35048983,0.02840437,-15.4661,0.97159563,0.14327414,-8.4383,0.85672586,0.00000000,-300.0000,1.00000000
6.80,0.65048885,-1.8676,0.34951115,0.02842237,-15.4634,0.97157763,0.14344004,-8.4333,0.85655996,0.00000000,-300.0000,1.00000000
6.90,0.65148750,-1.8609,0.34851250,0.02844065,-15.4606,0.97155935,0.14360874,-8.4282,0.85639126,0.00000000,-300.0000,1.00000000
7.00,0.65250644,-1.8542,0.34749356,0.02845920,-15.4578,0.97154080,0.14378023,-8.4230,0.85621977,0.00000000,-300.0000,1.00000000
7.10,0.65354598,-1.8472,0.34645402,0.02847803,-15.4549,0.97152197,0.14395455,-8.4177,0.85604545,0.00000000,-300.0000,1.00000000
7.20,0.65460645,-1.8402,0.34539355,0.02849715,-15.4520,0.97150285,0.14413171,-8.4124,0.85586829,0.00000000,-300.0000,1.00000000
7.30,0.65568820,-1.8330,0.34431180,0.02851654,-15.4490,0.97148346,0.14431173,-8.4070,0.85568827,0.00000000,-300.0000,1.00000000
7.40,0.65679157,-1.8257,0.34320843,0.02853621,-15.4460,0.97146379,0.14449461,-8.4015,0.85550539,0.00000000,-300.0000,1.00000000
7.50,0.65791692,-1.8183,0.34208308,0.02855617,-15.4430,0.97144383,0.14468039,-8.3959,0.85531961,0.00000000,-300.0000,1.00000000
7.60,0.65906465,-1.8107,0.34093535,0.02857640,-15.4399,0.97142360,0.14486907,-8.3902,0.85513093,0.00000000,-300.0000,1.00000000
7.70,0.66023513,-1.8030,0.33976487,0.02859692,-15.4368,0.97140308,0.14506068,-8.3845,0.85493932,0.00000000,-300.0000,1.00000000
7.80,0.66142877,-1.7952,0.33857123,0.02861773,-15.4336,0.97138227,0.14525523,-8.3787,0.85474477,0.00000000,-300.0000,1.00000000
7.90,0.66264600,-1.7872,0.33735400,0.02863881,-15.4304,0.97136119,0.14545274,-8.3728,0.85454726,0.00000000,-300.0000,1.00000000
8.00,0.66388725,-1.7791,0.33611275,0.02866019,-15.4272,0.97133981,0.14565323,-8.3668,0.85434677,0.00000000,-300.0000,1.00000000
8.10,0.66515297,-1.7708,0.33484703,0.02868184,-15.4239,0.97131816,0.14585672,-8.3607,0.85414328,0.00000000,-300.0000,1.00000000
8.20,0.66644363,-1.7624,0.33355637,0.02870378,-15.4206,0.97129622,0.14606323,-8.3546,0.85393677,0.00000000,-300.0000,1.00000000
8.30,0.66775972,-1.7538,0.33224028,0.02872601,-15.4172,0.97127399,0.14627278,-8.3484,0.85372722,0.00000000,-300.0000,1.00000000
8.40,0.66910174,-1.7451,0.33089826,0.02874853,-15.4138,0.97125147,0.14648539,-8.3421,0.85351461,0.00000000,-300.0000,1.00000000
8.50,0.67047022,-1.7362,0.32952978,0.02877133,-15.4104,0.97122867,0.14670108,-8.3357,0.85329892,0.00000000,-300.0000,1.00000000
8.60,0.67186571,-1.7272,0.32813429,0.02879442,-15.4069,0.97120558,0.14691987,-8.3292,0.85308013,0.00000000,-300.0000,1.00000000
8.70,0.67328876,-1.7180,0.32671124,0.02881780,-15.4034,0.97118220,0.14714179,-8.3226,0.85285821,0.00000000,-300.0000,1.00000000
8.80,0.67473999,-1.7086,0.32526001,0.02884147,-15.3998,0.97115853,0.14736685,-8.3160,0.85263315,0.00000000,-300.0000,1.00000000
8.90,0.67621998,-1.6991,0.32378002,0.02886542,-15.3962,0.97113458,0.14759507,-8.3093,0.85240493,0.00000000,-300.0000,1.00000000
9.00,0.67772940,-1.6894,0.32227060,0.02888967,-15.3926,0.97111033,0.14782648,-8.3025,0.85217352,0.00000000,-300.0000,1.00000000
9.10,0.67926890,-1.6796,0.32073110,0.02891422,-15.3889,0.97108578,0.14806111,-8.2956,0.85193889,0.00000000,-300.0000,1.00000000
9.20,0.68083918,-1.6696,0.31916082,0.02893905,-15.3852,0.97106095,0.14829897,-8.2886,0.85170103,0.00000000,-300.0000,1.00000000
9.30,0.68244097,-1.6593,0.31755903,0.02896418,-15.3814,0.97103582,0.14854010,-8.2816,0.85145990,0.00000000,-300.0000,1.00000000
9.40,0.68407502,-1.6490,0.31592498,0.02898960,-15.3776,0.97101040,0.14878450,-8.2744,0.85121550,0.00000000,-300.0000,1.00000000
9.50,0.68574212,-1.6384,0.31425788,0.02901531,-15.3737,0.97098469,0.14903222,-8.2672,0.85096778,0.00000000,-300.0000,1.00000000
9.60,0.68744310,-1.6276,0.31255690,0.02904132,-15.3698,0.97095868,0.14928327,-8.2599,0.85071673,0.00000000,-300.0000,1.00000000
9.70,0.68917881,-1.6167,0.31082119,0.02906762,-15.3659,0.97093238,0.14953767,-8.2525,0.85046233,0.00000000,-300.0000,1.00000000
9.80,0.69095018,-1.6055,0.30904982,0.02909423,-15.3619,0.97090577,0.14979547,-8.2450,0.85020453,0.00000000,-300.0000,1.00000000
9.90,0.69275813,-1.5942,0.30724187,0.02912113,-15.3579,0.97087887,0.15005667,-8.2374,0.84994333,0.00000000,-300.0000,1.00000000
10.00,0.69460367,-1.5826,0.30539633,0.02914832,-15.3539,0.97085168,0.15032131,-8.2298,0.84967869,0.00000000,-300.0000,1.00000000
10.10,0.69648782,-1.5709,0.30351218,0.02917582,-15.3498,0.97082418,0.15058942,-8.2221,0.84941058,0.00000000,-300.0000,1.00000000
10.20,0.69841169,-1.5589,0.30158831,0.02920362,-15.3456,0.97079638,0.15086102,-8.2142,0.84913898,0.00000000,-300.0000,1.00000000
10.30,0.70037642,-1.5467,0.29962358,0.02923171,-15.3415,0.97076829,0.15113615,-8.2063,0.84886385,0.00000000,-300.0000,1.00000000
10.40,0.70238322,-1.5343,0.29761678,0.02926011,-15.3372,0.97073989,0.15141482,-8.1983,0.84858518,0.00000000,-300.0000,1.00000000
10.50,0.70443335,-1.5216,0.29556665,0.02928881,-15.3330,0.97071119,0.15169708,-8.1902,0.84830292,0.00000000,-300.0000,1.00000000
10.60,0.70652815,-1.5087,0.29347185,0.02931782,-15.3287,0.97068218,0.15198294,-8.1821,0.84801706,0.00000000,-300.0000,1.00000000
10.70,0.70866903,-1.4956,0.29133097,0.02934712,-15.3243,0.97065288,0.15227245,-8.1738,0.84772755,0.00000000,-300.0000,1.00000000
10.80,0.71085748,-1.4822,0.28914252,0.02937674,-15.3200,0.97062326,0.15256562,-8.1654,0.84743438,0.00000000,-300.0000,1.00000000
10.90,0.71309508,-1.4685,0.28690492,0.02940665,-15.3155,0.97059335,0.15286250,-8.1570,0.84713750,0.00000000,-300.0000,1.00000000
11.00,0.71538348,-1.4546,0.28461652,0.02943688,-15.3111,0.97056312,0.15316312,-8.1485,0.84683688,0.00000000,-300.0000,1.00000000
11.10,0.71772445,-1.4404,0.28227555,0.02946741,-15.3066,0.97053259,0.15346749,-8.1398,0.84653251,0.00000000,-300.0000,1.00000000
11.20,0.72011986,-1.4260,0.27988014,0.02949825,-15.3020,0.97050175,0.15377567,-8.1311,0.84622433,0.00000000,-300.0000,1.00000000
11.30,0.72257170,-1.4112,0.27742830,0.02952940,-15.2975,0.97047060,0.15408769,-8.1223,0.84591231,0.00000000,-300.0000,1.00000000
11.40,0.72508208,-1.3961,0.27491792,0.02956086,-15.2928,0.97043914,0.15440357,-8.1134,0.84559643,0.00000000,-300.0000,1.00000000
11.50,0.72765326,-1.3808,0.27234674,0.02959263,-15.2882,0.97040737,0.15472335,-8.1044,0.84527665,0.00000000,-300.0000,1.00000000
11.60,0.73028764,-1.3651,0.26971236,0.02962471,-15.2835,0.97037529,0.15504707,-8.0954,0.84495293,0.00000000,-300.0000,1.00000000
11.70,0.73298779,-1.3490,0.26701221,0.02965710,-15.2787,0.97034290,0.15537477,-8.0862,0.84462523,0.00000000,-300.0000,1.00000000
11.80,0.73575645,-1.3327,0.26424355,0.02968981,-15.2739,0.97031019,0.15570647,-8.0769,0.84429353,0.00000000,-300.0000,1.00000000
11.90,0.73859659,-1.3159,0.26140341,0.02972283,-15.2691,0.97027717,0.15604222,-8.0676,0.84395778,0.00000000,-300.0000,1.00000000
12.00,0.74151138,-1.2988,0.25848862,0.02975617,-15.2642,0.97024383,0.15638206,-8.0581,0.84361794,0.00000000,-300.0000,1.00000000
12.10,0.74450423,-1.2813,0.25549577,0.02978983,-15.2593,0.97021017,0.15672602,-8.0486,0.84327398,0.00000000,-300.0000,1.00000000
12.20,0.74757884,-1.2634,0.25242116,0.02982380,-15.2544,0.97017620,0.15707414,-8.0390,0.84292586,0.00000000,-300.0000,1.00000000
12.30,0.75073919,-1.2451,0.24926081,0.02985809,-15.2494,0.97014191,0.15742647,-8.0292,0.84257353,0.00000000,-300.0000,1.00000000
12.40,0.75398963,-1.2263,0.24601037,0.02989270,-15.2443,0.97010730,0.15778304,-8.0194,0.84221696,0.00000000,-300.0000,1.00000000
12.50,0.75733487,-1.2071,0.24266513,0.02992763,-15.2393,0.97007237,0.15814390,-8.0095,0.84185610,0.00000000,-300.0000,1.00000000
12.60,0.76078005,-1.1874,0.23921995,0.02996289,-15.2342,0.97003711,0.15850908,-7.9995,0.84149092,0.00000000,-300.0000,1.00000000
12.70,0.76433082,-1.1672,0.23566918,0.02999846,-15.2290,0.97000154,0.15887863,-7.9893,0.84112137,0.00000000,-300.0000,1.00000000
12.80,0.76799335,-1.1464,0.23200665,0.03003436,-15.2238,0.96996564,0.15925259,-7.9791,0.84074741,0.00000000,-300.0000,1.00000000
12.90,0.77177446,-1.1251,0.22822554,0.03007059,-15.2186,0.96992941,0.15963101,-7.9688,0.84036899,0.00000000,-300.0000,1.00000000
13.00,0.77568171,-1.1032,0.22431829,0.03010714,-15.2133,0.96989286,0.16001393,-7.9584,0.83998607,0.00000000,-300.0000,1.00000000
13.10,0.77972347,-1.0806,0.22027653,0.03014401,-15.2080,0.96985599,0.16040141,-7.9479,0.83959859,0.00000000,-300.0000,1.00000000
13.20,0.78390913,-1.0573,0.21609087,0.03018122,-15.2026,0.96981878,0.16079347,-7.9373,0.83920653,0.00000000,-300.0000,1.00000000
13.30,0.78824920,-1.0334,0.21175080,0.03021875,-15.1972,0.96978125,0.16119018,-7.9266,0.83880982,0.00000000,-300.0000,1.00000000
13.40,0.79275554,-1.0086,0.20724446,0.03025662,-15.1918,0.96974338,0.16159157,-7.9158,0.83840843,0.00000000,-300.0000,1.00000000
13.50,0.79744165,-0.9830,0.20255835,0.03029481,-15.1863,0.96970519,0.16199771,-7.9049,0.83800229,0.00000000,-300.0000,1.00000000
13.60,0.80232293,-0.9565,0.19767707,0.03033334,-15.1808,0.96966666,0.16240863,-7.8939,0.83759137,0.00000000,-300.0000,1.00000000
13.70,0.80741717,-0.9290,0.19258283,0.03037220,-15.1752,0.96962780,0.16282440,-7.8828,0.83717560,0.00000000,-300.0000,1.00000000
13.80,0.81274501,-0.9005,0.18725499,0.03041140,-15.1696,0.96958860,0.16324506,-7.8716,0.83675494,0.00000000,-300.0000,1.00000000
13.90,0.81833072,-0.8707,0.18166928,0.03045093,-15.1640,0.96954907,0.16367066,-7.8603,0.83632934,0.00000000,-300.0000,1.00000000
14.00,0.82420307,-0.8397,0.17579693,0.03049080,-15.1583,0.96950920,0.16410125,-7.8489,0.83589875,0.00000000,-300.0000,1.00000000
14.10,0.83039669,-0.8071,0.16960331,0.03053101,-15.1526,0.96946899,0.16453691,-7.8374,0.83546309,0.00000000,-300.0000,1.00000000
14.20,0.83695380,-0.7730,0.16304620,0.03057155,-15.1468,0.96942845,0.16497766,-7.8257,0.83502234,0.00000000,-300.0000,1.00000000
14.30,0.84392686,-0.7370,0.15607314,0.03061244,-15.1410,0.96938756,0.16542359,-7.8140,0.83457641,0.00000000,-300.0000,1.00000000
14.40,0.85138236,-0.6988,0.14861764,0.03065367,-15.1352,0.96934633,0.16587473,-7.8022,0.83412527,0.00000000,-300.0000,1.00000000
14.50,0.85940680,-0.6580,0.14059320,0.03069524,-15.1293,0.96930476,0.16633116,-7.7903,0.83366884,0.00000000,-300.0000,1.00000000
14.60,0.86811629,-0.6142,0.13188371,0.03073716,-15.1234,0.96926284,0.16679293,-7.7782,0.83320707,0.00000000,-300.0000,1.00000000
14.70,0.87767306,-0.5667,0.12232694,0.03077942,-15.1174,0.96922058,0.16726010,-7.7661,0.83273990,0.00000000,-300.0000,1.00000000
14.80,0.88831621,-0.5143,0.11168379,0.03082203,-15.1114,0.96917797,0.16773273,-7.7538,0.83226727,0.00000000,-300.0000,1.00000000
14.90,0.90042526,-0.4555,0.09957474,0.03086499,-15.1053,0.96913501,0.16821088,-7.7415,0.83178912,0.00000000,-300.0000,1.00000000
15.00,0.91467314,-0.3873,0.08532686,0.03090829,-15.0992,0.96909171,0.16869463,-7.7290,0.83130537,0.00000000,-300.0000,1.00000000
15.10,0.93249897,-0.3035,0.06750103,0.03095195,-15.0931,0.96904805,0.16918404,-7.7164,0.83081596,0.00000000,-300.0000,1.00000000
15.20,0.95857000,-0.1838,0.04143000,0.03099596,-15.0869,0.96900404,0.16967916,-7.7037,0.83032084,0.00000000,-300.0000,1.00000000
15.30,1.00000000,0.0000,0.00000000,0.03104032,-15.0807,0.96895968,0.17018008,-7.6909,0.82981992,0.00000000,-300.0000,1.00000000
15.40,1.00000000,0.0000,0.00000000,0.03108504,-15.0745,0.96891496,0.17068685,-7.6780,0.82931315,0.00000000,-300.0000,1.00000000
15.50,1.00000000,0.0000,0.00000000,0.03113011,-15.0682,0.96886989,0.17119956,-7.6650,0.82880044,0.00000000,-300.0000,1.00000000
15.60,1.00000000,0.0000,0.00000000,0.03117554,-15.0619,0.96882446,0.17171827,-7.6518,0.82828173,0.00000000,-300.0000,1.00000000
15.70,1.00000000,0.0000,0.00000000,0.03122133,-15.0555,0.96877867,0.17224305,-7.6386,0.82775695,0.00000000,-300.0000,1.00000000
15.80,1.00000000,0.0000,0.00000000,0.03126748,-15.0491,0.96873252,0.17277398,-7.6252,0.82722602,0.00000000,-300.0000,1.00000000
15.90,1.00000000,0.0000,0.00000000,0.03131399,-15.0426,0.96868601,0.17331113,-7.6117,0.82668887,0.00000000,-300.0000,1.00000000
16.00,1.00000000,0.0000,0.00000000,0.03136087,-15.0361,0.96863913,0.17385458,-7.5981,0.82614542,0.00000000,-300.0000,1.00000000
16.10,1.00000000,0.0000,0.00000000,0.03140810,-15.0296,0.96859190,0.17440442,-7.5844,0.82559558,0.00000000,-300.0000,1.00000000
16.20,1.00000000,0.0000,0.00000000,0.03145571,-15.0230,0.96854429,0.17496072,-7.5706,0.82503928,0.00000000,-300.0000,1.00000000
16.30,1.00000000,0.0000,0.00000000,0.03150368,-15.0164,0.96849632,0.17552356,-7.5566,0.82447644,0.00000000,-300.0000,1.00000000
16.40,1.00000000,0.0000,0.00000000,0.03155202,-15.0097,0.96844798,0.17609302,-7.5426,0.82390698,0.00000000,-300.0000,1.00000000
16.50,1.00000000,0.0000,0.00000000,0.03160073,-15.0030,0.96839927,0.17666920,-7.5284,0.82333080,0.00000000,-300.0000,1.00000000
16.60,1.00000000,0.0000,0.00000000,0.03164981,-14.9963,0.96835019,0.17725217,-7.5141,0.82274783,0.00000000,-300.0000,1.00000000
16.70,1.00000000,0.0000,0.00000000,0.03169926,-14.9895,0.96830074,0.17784204,-7.4997,0.82215796,0.00000000,-300.0000,1.00000000
16.80,1.00000000,0.0000,0.00000000,0.03174909,-14.9827,0.96825091,0.17843887,-7.4851,0.82156113,0.00000000,-300.0000,1.00000000
16.90,1.00000000,0.0000,0.00000000,0.03179929,-14.9758,0.96820071,0.17904278,-7.4704,0.82095722,0.00000000,-300.0000,1.00000000
17.00,1.00000000,0.0000,0.00000000,0.03184988,-14.9689,0.96815012,0.17965384,-7.4556,0.82034616,0.00000000,-300.0000,1.00000000
17.10,1.00000000,0.0000,0.00000000,0.03190084,-14.9620,0.96809916,0.18027217,-7.4407,0.81972783,0.00000000,-300.0000,1.00000000
17.20,1.00000000,0.0000,0.00000000,0.03195218,-14.9550,0.96804782,0.18089785,-7.4257,0.81910215,0.00000000,-300.0000,1.00000000
17.30,1.00000000,0.0000,0.00000000,0.03200390,-14.9480,0.96799610,0.18153098,-7.4105,0.81846902,0.00000000,-300.0000,1.00000000
17.40,1.00000000,0.0000,0.00000000,0.03205601,-14.9409,0.96794399,0.18217167,-7.3952,0.81782833,0.00000000,-300.0000,1.00000000
17.50,1.00000000,0.0000,0.00000000,0.03210850,-14.9338,0.96789150,0.18282002,-7.3798,0.81717998,0.00000000,-300.0000,1.00000000
17.60,1.00000000,0.0000,0.00000000,0.03216138,-14.9267,0.96783862,0.18347613,-7.3642,0.81652387,0.00000000,-300.0000,1.00000000
17.70,1.00000000,0.0000,0.00000000,0.03221465,-14.9195,0.96778535,0.18414012,-7.3485,0.81585988,0.00000000,-300.0000,1.00000000
17.80,1.00000000,0.0000,0.00000000,0.03226831,-14.9122,0.96773169,0.18481209,-7.3327,0.81518791,0.00000000,-300.0000,1.00000000
17.90,1.00000000,0.0000,0.00000000,0.03232236,-14.9050,0.96767764,0.18549215,-7.3167,0.81450785,0.00000000,-300.0000,1.00000000
18.00,1.00000000,0.0000,0.00000000,0.03237680,-14.8977,0.96762320,0.18618043,-7.3007,0.81381957,0.00000000,-300.0000,1.00000000
18.10,1.00000000,0.0000,0.00000000,0.03243164,-14.8903,0.96756836,0.18687703,-7.2844,0.81312297,0.00000000,-300.0000,1.00000000
18.20,1.00000000,0.0000,0.00000000,0.03248688,-14.8829,0.96751312,0.18758207,-7.2681,0.81241793,0.00000000,-300.0000,1.00000000
18.30,1.00000000,0.0000,0.00000000,0.03254251,-14.8755,0.96745749,0.18829569,-7.2516,0.81170431,0.00000000,-300.0000,1.00000000
18.40,1.00000000,0.0000,0.00000000,0.03259855,-14.8680,0.96740145,0.18901800,-7.2350,0.81098200,0.00000000,-300.0000,1.00000000
18.50,1.00000000,0.0000,0.00000000,0.03265498,-14.8605,0.96734502,0.18974912,-7.2182,0.81025088,0.00000000,-300.0000,1.00000000
18.60,1.00000000,0.0000,0.00000000,0.03271182,-14.8530,0.96728818,0.19048920,-7.2013,0.80951080,0.00000000,-300.0000,1.00000000
18.70,1.00000000,0.0000,0.00000000,0.03276907,-14.8454,0.96723093,0.19123836,-7.1842,0.80876164,0.00000000,-300.0000,1.00000000
18.80,1.00000000,0.0000,0.00000000,0.03282672,-14.8377,0.96717328,0.19199674,-7.1671,0.80800326,0.00000000,-300.0000,1.00000000
18.90,1.00000000,0.0000,0.00000000,0.03288479,-14.8300,0.96711521,0.19276448,-7.1497,0.80723552,0.00000000,-300.0000,1.00000000
19.00,1.00000000,0.0000,0.00000000,0.03294326,-14.8223,0.96705674,0.19354171,-7.1323,0.80645829,0.00000000,-300.0000,1.00000000
19.10,1.00000000,0.0000,0.00000000,0.03300215,-14.8146,0.96699785,0.19432859,-7.1146,0.80567141,0.00000000,-300.0000,1.00000000
19.20,1.00000000,0.0000,0.00000000,0.03306145,-14.8068,0.96693855,0.19512526,-7.0969,0.80487474,0.00000000,-300.0000,1.00000000
19.30,1.00000000,0.0000,0.00000000,0.03312116,-14.7989,0.96687884,0.19593187,-7.0789,0.80406813,0.00000000,-300.0000,1.00000000
19.40,1.00000000,0.0000,0.00000000,0.03318130,-14.7911,0.96681870,0.19674857,-7.0609,0.80325143,0.00000000,-300.0000,1.00000000
19.50,1.00000000,0.0000,0.00000000,0.03324186,-14.7831,0.96675814,0.19757554,-7.0427,0.80242446,0.00000000,-300.0000,1.00000000
19.60,1.00000000,0.0000,0.00000000,0.03330283,-14.7752,0.96669717,0.19841292,-7.0243,0.80158708,0.00000000,-300.0000,1.00000000
19.70,1.00000000,0.0000,0.00000000,0.03336423,-14.7672,0.96663577,0.19926088,-7.0058,0.80073912,0.00000000,-300.0000,1.00000000
19.80,1.00000000,0.0000,0.00000000,0.03342606,-14.7591,0.96657394,0.20011960,-6.9871,0.79988040,0.00000000,-300.0000,1.00000000
19.90,1.00000000,0.0000,0.00000000,0.03348832,-14.7511,0.96651168,0.20098923,-6.9683,0.79901077,0.00000000,-300.0000,1.00000000
20.00,1.00000000,0.0000,0.00000000,0.03355100,-14.7429,0.96644900,0.20186997,-6.9493,0.79813003,0.00000000,-300.0000,1.00000000
20.10,1.00000000,0.0000,0.00000000,0.03361412,-14.7348,0.96638588,0.20276200,-6.9301,0.79723800,0.00000000,-300.0000,1.00000000
20.20,1.00000000,0.0000,0.00000000,0.03367767,-14.7266,0.96632233,0.20366549,-6.9108,0.79633451,0.00000000,-300.0000,1.00000000
20.30,1.00000000,0.0000,0.00000000,0.03374165,-14.7183,0.96625835,0.20458064,-6.8914,0.79541936,0.00000000,-300.0000,1.00000000
20.40,1.00000000,0.0000,0.00000000,0.03380607,-14.7101,0.96619393,0.20550764,-6.8717,0.79449236,0.00000000,-300.0000,1.00000000
20.50,1.00000000,0.0000,0.00000000,0.03387094,-14.7017,0.96612906,0.20644670,-6.8519,0.79355330,0.00000000,-300.0000,1.00000000
20.60,1.00000000,0.0000,0.00000000,0.03393624,-14.6934,0.96606376,0.20739801,-6.8320,0.79260199,0.00000000,-300.0000,1.00000000
20.70,1.00000000,0.0000,0.00000000,0.03400199,-14.6850,0.96599801,0.20836178,-6.8118,0.79163822,0.00000000,-300.0000,1.00000000
20.80,1.00000000,0.0000,0.00000000,0.03406818,-14.6765,0.96593182,0.20933824,-6.7915,0.79066176,0.00000000,-300.0000,1.00000000
20.90,1.00000000,0.0000,0.00000000,0.03413483,-14.6680,0.96586517,0.21032759,-6.7710,0.78967241,0.00000000,-300.0000,1.00000000
21.00,1.00000000,0.0000,0.00000000,0.03420192,-14.6595,0.96579808,0.21133006,-6.7504,0.78866994,0.00000000,-300.0000,1.00000000
21.10,1.00000000,0.0000,0.00000000,0.03426946,-14.6509,0.96573054,0.21234588,-6.7296,0.78765412,0.00000000,-300.0000,1.00000000
21.20,1.00000000,0.0000,0.00000000,0.03433746,-14.6423,0.96566254,0.21337530,-6.7086,0.78662470,0.00000000,-300.0000,1.00000000
21.30,1.00000000,0.0000,0.00000000,0.03440592,-14.6337,0.96559408,0.21441854,-6.6874,0.78558146,0.00000000,-300.0000,1.00000000
21.40,1.00000000,0.0000,0.00000000,0.03447483,-14.6250,0.96552517,0.21547586,-6.6660,0.78452414,0.00000000,-300.0000,1.00000000
21.50,1.00000000,0.0000,0.00000000,0.03454421,-14.6162,0.96545579,0.21654752,-6.6445,0.78345248,0.00000000,-300.0000,1.00000000
21.60,1.00000000,0.0000,0.00000000,0.03461404,-14.6075,0.96538596,0.21763376,-6.6227,0.78236624,0.00000000,-300.0000,1.00000000
21.70,1.00000000,0.0000,0.00000000,0.03468435,-14.5987,0.96531565,0.21873487,-6.6008,0.78126513,0.00000000,-300.0000,1.00000000
21.80,1.00000000,0.0000,0.00000000,0.03475512,-14.5898,0.96524488,0.21985112,-6.5787,0.78014888,0.00000000,-300.0000,1.00000000
21.90,1.00000000,0.0000,0.00000000,0.03482636,-14.5809,0.96517364,0.22098279,-6.5564,0.77901721,0.00000000,-300.0000,1.00000000
22.00,1.00000000,0.0000,0.00000000,0.03489807,-14.5720,0.96510193,0.22213016,-6.5339,0.77786984,0.00000000,-300.0000,1.00000000
22.10,1.00000000,0.0000,0.00000000,0.03497026,-14.5630,0.96502974,0.22329354,-6.5112,0.77670646,0.00000000,-300.0000,1.00000000
22.20,1.00000000,0.0000,0.00000000,0.03504292,-14.5540,0.96495708,0.22447323,-6.4884,0.77552677,0.00000000,-300.0000,1.00000000
22.30,1.00000000,0.0000,0.00000000,0.03511606,-14.5449,0.96488394,0.22566955,-6.4653,0.77433045,0.00000000,-300.0000,1.00000000
22.40,1.00000000,0.0000,0.00000000,0.03518969,-14.5358,0.96481031,0.22688281,-6.4420,0.77311719,0.00000000,-300.0000,1.00000000
22.50,1.00000000,0.0000,0.00000000,0.03526380,-14.5267,0.96473620,0.22811335,-6.4185,0.77188665,0.00000000,-300.0000,1.00000000
22.60,1.00000000,0.0000,0.00000000,0.03533839,-14.5175,0.96466161,0.22936151,-6.3948,0.77063849,0.00000000,-300.0000,1.00000000
22.70,1.00000000,0.0000,0.00000000,0.03541347,-14.5083,0.96458653,0.23062764,-6.3709,0.76937236,0.00000000,-300.0000,1.00000000
22.80,1.00000000,0.0000,0.00000000,0.03548905,-14.4991,0.96451095,0.23191210,-6.3468,0.76808790,0.00000000,-300.0000,1.00000000
22.90,1.00000000,0.0000,0.00000000,0.03556511,-14.4898,0.96443489,0.23321526,-6.3224,0.76678474,0.00000000,-300.0000,1.00000000
23.00,1.00000000,0.0000,0.00000000,0.03564168,-14.4804,0.96435832,0.23453750,-6.2979,0.76546250,0.00000000,-300.0000,1.00000000
23.10,1.00000000,0.0000,0.00000000,0.03571874,-14.4710,0.96428126,0.23587921,-6.2731,0.76412079,0.00000000,-300.0000,1.00000000
23.20,1.00000000,0.0000,0.00000000,0.03579630,-14.4616,0.96420370,0.23724080,-6.2481,0.76275920,0.00000000,-300.0000,1.00000000
23.30,1.00000000,0.0000,0.00000000,0.03587437,-14.4522,0.96412563,0.23862268,-6.2229,0.76137732,0.00000000,-300.0000,1.00000000
23.40,1.00000000,0.0000,0.00000000,0.03595294,-14.4427,0.96404706,0.24002528,-6.1974,0.75997472,0.00000000,-300.0000,1.00000000
23.50,1.00000000,0.0000,0.00000000,0.03603202,-14.4331,0.96396798,0.24144905,-6.1717,0.75855095,0.00000000,-300.0000,1.00000000
23.60,1.00000000,0.0000,0.00000000,0.03611161,-14.4235,0.96388839,0.24289442,-6.1458,0.75710558,0.00000000,-300.0000,1.00000000
23.70,1.00000000,0.0000,0.00000000,0.03619172,-14.4139,0.96380828,0.24436188,-6.1197,0.75563812,0.00000000,-300.0000,1.00000000
23.80,1.00000000,0.0000,0.00000000,0.03627234,-14.4042,0.96372766,0.24585191,-6.0933,0.75414809,0.00000000,-300.0000,1.00000000
23.90,1.00000000,0.0000,0.00000000,0.03635348,-14.3945,0.96364652,0.24736500,-6.0666,0.75263500,0.00000000,-300.0000,1.00000000
24.00,1.00000000,0.0000,0.00000000,0.03643514,-14.3848,0.96356486,0.24890167,-6.0397,0.75109833,0.00000000,-300.0000,1.00000000
24.10,1.00000000,0.0000,0.00000000,0.03651732,-14.3750,0.96348268,0.25046244,-6.0126,0.74953756,0.00000000,-300.0000,1.00000000
24.20,1.00000000,0.0000,0.00000000,0.03660004,-14.3652,0.96339996,0.25204787,-5.9852,0.74795213,0.00000000,-300.0000,1.00000000
24.30,1.00000000,0.0000,0.00000000,0.03668328,-14.3553,0.96331672,0.25365852,-5.9575,0.74634148,0.00000000,-300.0000,1.00000000
