L_mm,r_mag,S_mid,contrast_mid,contrast_dB
11.4848,0.8476,0.846603,144.9148,21.61
11.4848,0.8571,0.856087,166.3398,22.21
11.4848,0.8666,0.865571,192.5917,22.85
11.4848,0.8761,0.875055,225.2115,23.53
11.4848,0.8856,0.884539,266.4038,24.26
11.4848,0.8951,0.894023,319.4100,25.04
11.4848,0.9045,0.903507,389.1519,25.90
11.4848,0.9140,0.912991,483.3927,26.84
11.4848,0.9235,0.922475,614.9521,27.89
11.4848,0.9330,0.931959,806.2301,29.06
11.4848,0.9425,0.941443,1099.2532,30.41
11.4848,0.9520,0.950927,1580.5381,31.99
11.4848,0.9615,0.960411,2452.2028,33.90
11.4848,0.9710,0.969896,4281.7867,36.32
11.4848,0.9805,0.979380,9214.3368,39.64
11.4848,0.9900,0.988864,31895.1380,45.04
11.6313,0.0500,0.049942,1.2213,0.87
11.6313,0.0595,0.059426,1.2687,1.03
11.6313,0.0690,0.068910,1.3179,1.20
11.6313,0.0785,0.078394,1.3692,1.36
11.6313,0.0880,0.087878,1.4225,1.53
11.6313,0.0975,0.097361,1.4780,1.70
11.6313,0.1070,0.106845,1.5358,1.86
11.6313,0.1165,0.116329,1.5959,2.03
11.6313,0.1260,0.125813,1.6585,2.20
11.6313,0.1355,0.135297,1.7238,2.36
11.6313,0.1449,0.144781,1.7918,2.53
11.6313,0.1544,0.154265,1.8627,2.70
11.6313,0.1639,0.163749,1.9366,2.87
11.6313,0.1734,0.173233,2.0137,3.04
11.6313,0.1829,0.182717,2.0942,3.21
11.6313,0.1924,0.192201,2.1782,3.38
11.6313,0.2019,0.201684,2.2659,3.55
11.6313,0.2114,0.211168,2.3574,3.72
11.6313,0.2209,0.220652,2.4531,3.90
11.6313,0.2304,0.230136,2.5532,4.07
11.6313,0.2399,0.239620,2.6578,4.25
11.6313,0.2494,0.249104,2.7672,4.42
11.6313,0.2589,0.258588,2.8817,4.60
11.6313,0.2684,0.268072,3.0016,4.77
11.6313,0.2779,0.277556,3.1272,4.95
11.6313,0.2874,0.287040,3.2588,5.13
11.6313,0.2969,0.296524,3.3967,5.31
11.6313,0.3064,0.306008,3.5415,5.49
11.6313,0.3159,0.315491,3.6933,5.67
11.6313,0.3254,0.324975,3.8528,5.86
11.6313,0.3348,0.334459,4.0203,6.04
11.6313,0.3443,0.343943,4.1964,6.23
11.6313,0.3538,0.353427,4.3816,6.42
11.6313,0.3633,0.362911,4.5765,6.61
11.6313,0.3728,0.372395,4.7817,6.80
11.6313,0.3823,0.381879,4.9980,6.99
11.6313,0.3918,0.391363,5.2259,7.18
11.6313,0.4013,0.400847,5.4664,7.38
11.6313,0.4108,0.410331,5.7204,7.57
11.6313,0.4203,0.419814,5.9887,7.77
11.6313,0.4298,0.429298,6.2723,7.97
11.6313,0.4393,0.438782,6.5725,8.18
11.6313,0.4488,0.448266,6.8903,8.38
11.6313,0.4583,0.457750,7.2272,8.59
11.6313,0.4678,0.467234,7.5845,8.80
11.6313,0.4773,0.476718,7.9639,9.01
11.6313,0.4868,0.486202,8.3670,9.23
11.6313,0.4963,0.495686,8.7959,9.44
11.6313,0.5058,0.505170,9.2525,9.66
11.6313,0.5153,0.514654,9.7392,9.89
11.6313,0.5247,0.524137,10.2585,10.11
11.6313,0.5342,0.533621,10.8133,10.34
11.6313,0.5437,0.543105,11.4067,10.57
11.6313,0.5532,0.552589,12.0420,10.81
11.6313,0.5627,0.562073,12.7233,11.05
11.6313,0.5722,0.571557,13.4547,11.29
11.6313,0.5817,0.581041,14.2411,11.54
11.6313,0.5912,0.590525,15.0878,11.79
11.6313,0.6007,0.600009,16.0009,12.04
11.6313,0.6102,0.609493,16.9871,12.30
11.6313,0.6197,0.618977,18.0542,12.57
11.6313,0.6292,0.628461,19.2108,12.84
11.6313,0.6387,0.637944,20.4667,13.11
11.6313,0.6482,0.647428,21.8332,13.39
11.6313,0.6577,0.656912,23.3232,13.68
11.6313,0.6672,0.666396,24.9514,13.97
11.6313,0.6767,0.675880,26.7346,14.27
11.6313,0.6862,0.685364,28.6926,14.58
11.6313,0.6957,0.694848,30.8481,14.89
11.6313,0.7052,0.704332,33.2276,15.21
11.6313,0.7146,0.713816,35.8622,15.55
11.6313,0.7241,0.723300,38.7884,15.89
11.6313,0.7336,0.732784,42.0496,16.24
11.6313,0.7431,0.742267,45.6974,16.60
11.6313,0.7526,0.751751,49.7933,16.97
11.6313,0.7621,0.761235,54.4120,17.36
11.6313,0.7716,0.770719,59.6436,17.76
11.6313,0.7811,0.780203,65.5988,18.17
11.6313,0.7906,0.789687,72.4139,18.60
11.6313,0.8001,0.799171,80.2586,19.04
11.6313,0.8096,0.808655,89.3463,19.51
11.6313,0.8191,0.818139,99.9479,20.00
11.6313,0.8286,0.827623,112.4120,20.51
11.6313,0.8381,0.837107,127.1925,21.04
11.6313,0.8476,0.846590,144.8894,21.61
11.6313,0.8571,0.856074,166.3086,22.21
11.6313,0.8666,0.865558,192.5528,22.85
11.6313,0.8761,0.875042,225.1622,23.52
11.6313,0.8856,0.884526,266.3403,24.25
11.6313,0.8951,0.894010,319.3267,25.04
11.6313,0.9045,0.903494,389.0398,25.90
11.6313,0.9140,0.912978,483.2374,26.84
11.6313,0.9235,0.922462,614.7292,27.89
11.6313,0.9330,0.931946,805.8954,29.06
11.6313,0.9425,0.941430,1098.7201,30.41
11.6313,0.9520,0.950914,1579.6187,31.99
11.6313,0.9615,0.960397,2450.4259,33.89
11.6313,0.9710,0.969881,4277.6869,36.31
11.6313,0.9805,0.979365,9201.3971,39.64
11.6313,0.9900,0.988849,31811.8746,45.03
11.7778,0.0500,0.049941,1.2213,0.87
11.7778,0.0595,0.059425,1.2687,1.03
11.7778,0.0690,0.068909,1.3179,1.20
11.7778,0.0785,0.078392,1.3692,1.36
11.7778,0.0880,0.087876,1.4225,1.53
11.7778,0.0975,0.097360,1.4780,1.70
11.7778,0.1070,0.106844,1.5357,1.86
11.7778,0.1165,0.116328,1.5959,2.03
11.7778,0.1260,0.125811,1.6585,2.20
11.7778,0.1355,0.135295,1.7238,2.36
11.7778,0.1449,0.144779,1.7918,2.53
11.7778,0.1544,0.154263,1.8627,2.70
11.7778,0.1639,0.163746,1.9366,2.87
11.7778,0.1734,0.173230,2.0137,3.04
11.7778,0.1829,0.182714,2.0942,3.21
11.7778,0.1924,0.192198,2.1781,3.38
11.7778,0.2019,0.201682,2.2658,3.55
11.7778,0.2114,0.211165,2.3574,3.72
11.7778,0.2209,0.220649,2.4531,3.90
11.7778,0.2304,0.230133,2.5531,4.07
11.7778,0.2399,0.239617,2.6577,4.25
11.7778,0.2494,0.249100,2.7671,4.42
11.7778,0.2589,0.258584,2.8816,4.60
11.7778,0.2684,0.268068,3.0015,4.77
11.7778,0.2779,0.277552,3.1271,4.95
11.7778,0.2874,0.287035,3.2587,5.13
11.7778,0.2969,0.296519,3.3967,5.31
11.7778,0.3064,0.306003,3.5414,5.49
11.7778,0.3159,0.315487,3.6933,5.67
11.7778,0.3254,0.324971,3.8527,5.86
11.7778,0.3348,0.334454,4.0202,6.04
11.7778,0.3443,0.343938,4.1963,6.23
11.7778,0.3538,0.353422,4.3815,6.42
11.7778,0.3633,0.362906,4.5764,6.61
11.7778,0.3728,0.372389,4.7816,6.80
11.7778,0.3823,0.381873,4.9978,6.99
11.7778,0.3918,0.391357,5.2258,7.18
11.7778,0.4013,0.400841,5.4663,7.38
11.7778,0.4108,0.410325,5.7202,7.57
11.7778,0.4203,0.419808,5.9885,7.77
11.7778,0.4298,0.429292,6.2721,7.97
11.7778,0.4393,0.438776,6.5722,8.18
11.7778,0.4488,0.448260,6.8901,8.38
11.7778,0.4583,0.457743,7.2269,8.59
11.7778,0.4678,0.467227,7.5842,8.80
11.7778,0.4773,0.476711,7.9636,9.01
11.7778,0.4868,0.486195,8.3667,9.23
11.7778,0.4963,0.495678,8.7955,9.44
11.7778,0.5058,0.505162,9.2521,9.66
11.7778,0.5153,0.514646,9.7388,9.89
11.7778,0.5247,0.524130,10.2581,10.11
11.7778,0.5342,0.533614,10.8128,10.34
11.7778,0.5437,0.543097,11.4062,10.57
11.7778,0.5532,0.552581,12.0415,10.81
11.7778,0.5627,0.562065,12.7227,11.05
11.7778,0.5722,0.571549,13.4540,11.29
11.7778,0.5817,0.581032,14.2404,11.54
11.7778,0.5912,0.590516,15.0870,11.79
11.7778,0.6007,0.600000,16.0000,12.04
11.7778,0.6102,0.609484,16.9862,12.30
11.7778,0.6197,0.618968,18.0531,12.57
11.7778,0.6292,0.628451,19.2096,12.84
11.7778,0.6387,0.637935,20.4654,13.11
11.7778,0.6482,0.647419,21.8318,13.39
11.7778,0.6577,0.656903,23.3216,13.68
11.7778,0.6672,0.666386,24.9496,13.97
11.7778,0.6767,0.675870,26.7327,14.27
11.7778,0.6862,0.685354,28.6905,14.58
11.7778,0.6957,0.694838,30.8457,14.89
11.7778,0.7052,0.704321,33.2249,15.21
11.7778,0.7146,0.713805,35.8591,15.55
11.7778,0.7241,0.723289,38.7850,15.89
11.7778,0.7336,0.732773,42.0457,16.24
11.7778,0.7431,0.742257,45.6929,16.60
11.7778,0.7526,0.751740,49.7883,16.97
11.7778,0.7621,0.761224,54.4062,17.36
11.7778,0.7716,0.770708,59.6370,17.76
11.7778,0.7811,0.780192,65.5912,18.17
11.7778,0.7906,0.789675,72.4050,18.60
11.7778,0.8001,0.799159,80.2482,19.04
11.7778,0.8096,0.808643,89.3340,19.51
11.7778,0.8191,0.818127,99.9334,20.00
11.7778,0.8286,0.827611,112.3947,20.51
11.7778,0.8381,0.837094,127.1717,21.04
11.7778,0.8476,0.846578,144.8640,21.61
11.7778,0.8571,0.856062,166.2774,22.21
11.7778,0.8666,0.865546,192.5138,22.84
11.7778,0.8761,0.875029,225.1130,23.52
11.7778,0.8856,0.884513,266.2769,24.25
11.7778,0.8951,0.893997,319.2434,25.04
11.7778,0.9045,0.903481,388.9277,25.90
11.7778,0.9140,0.912965,483.0821,26.84
11.7778,0.9235,0.922448,614.5064,27.89
11.7778,0.9330,0.931932,805.5608,29.06
11.7778,0.9425,0.941416,1098.1873,30.41
11.7778,0.9520,0.950900,1578.7002,31.98
11.7778,0.9615,0.960383,2448.6510,33.89
11.7778,0.9710,0.969867,4273.5931,36.31
11.7778,0.9805,0.979351,9188.4846,39.63
11.7778,0.9900,0.988835,31728.9367,45.01
11.9242,0.0500,0.049940,1.2213,0.87
11.9242,0.0595,0.059424,1.2687,1.03
11.9242,0.0690,0.068908,1.3179,1.20
11.9242,0.0785,0.078391,1.3692,1.36
11.9242,0.0880,0.087875,1.4225,1.53
11.9242,0.0975,0.097359,1.4780,1.70
11.9242,0.1070,0.106842,1.5357,1.86
11.9242,0.1165,0.116326,1.5959,2.03
11.9242,0.1260,0.125809,1.6585,2.20
11.9242,0.1355,0.135293,1.7238,2.36
11.9242,0.1449,0.144777,1.7918,2.53
11.9242,0.1544,0.154260,1.8627,2.70
11.9242,0.1639,0.163744,1.9366,2.87
11.9242,0.1734,0.173228,2.0137,3.04
11.9242,0.1829,0.182711,2.0941,3.21
11.9242,0.1924,0.192195,2.1781,3.38
11.9242,0.2019,0.201679,2.2658,3.55
11.9242,0.2114,0.211162,2.3574,3.72
11.9242,0.2209,0.220646,2.4531,3.90
11.9242,0.2304,0.230129,2.5531,4.07
11.9242,0.2399,0.239613,2.6577,4.25
11.9242,0.2494,0.249097,2.7671,4.42
11.9242,0.2589,0.258580,2.8816,4.60
11.9242,0.2684,0.268064,3.0015,4.77
11.9242,0.2779,0.277548,3.1271,4.95
11.9242,0.2874,0.287031,3.2586,5.13
11.9242,0.2969,0.296515,3.3966,5.31
11.9242,0.3064,0.305999,3.5413,5.49
11.9242,0.3159,0.315482,3.6932,5.67
11.9242,0.3254,0.324966,3.8526,5.86
11.9242,0.3348,0.334449,4.0201,6.04
11.9242,0.3443,0.343933,4.1962,6.23
11.9242,0.3538,0.353417,4.3814,6.42
11.9242,0.3633,0.362900,4.5763,6.61
11.9242,0.3728,0.372384,4.7815,6.80
11.9242,0.3823,0.381868,4.9977,6.99
11.9242,0.3918,0.391351,5.2256,7.18
11.9242,0.4013,0.400835,5.4661,7.38
11.9242,0.4108,0.410319,5.7200,7.57
11.9242,0.4203,0.419802,5.9883,7.77
11.9242,0.4298,0.429286,6.2719,7.97
11.9242,0.4393,0.438769,6.5720,8.18
11.9242,0.4488,0.448253,6.8898,8.38
11.9242,0.4583,0.457737,7.2267,8.59
11.9242,0.4678,0.467220,7.5839,8.80
11.9242,0.4773,0.476704,7.9633,9.01
11.9242,0.4868,0.486188,8.3664,9.23
11.9242,0.4963,0.495671,8.7952,9.44
11.9242,0.5058,0.505155,9.2517,9.66
11.9242,0.5153,0.514638,9.7384,9.88
11.9242,0.5247,0.524122,10.2577,10.11
11.9242,0.5342,0.533606,10.8124,10.34
11.9242,0.5437,0.543089,11.4056,10.57
11.9242,0.5532,0.552573,12.0409,10.81
11.9242,0.5627,0.562057,12.7221,11.05
11.9242,0.5722,0.571540,13.4534,11.29
11.9242,0.5817,0.581024,14.2396,11.53
11.9242,0.5912,0.590508,15.0862,11.79
11.9242,0.6007,0.599991,15.9991,12.04
11.9242,0.6102,0.609475,16.9852,12.30
11.9242,0.6197,0.618958,18.0521,12.57
11.9242,0.6292,0.628442,19.2084,12.83
11.9242,0.6387,0.637926,20.4641,13.11
11.9242,0.6482,0.647409,21.8304,13.39
11.9242,0.6577,0.656893,23.3201,13.68
11.9242,0.6672,0.666377,24.9479,13.97
11.9242,0.6767,0.675860,26.7307,14.27
11.9242,0.6862,0.685344,28.6883,14.58
11.9242,0.6957,0.694828,30.8433,14.89
11.9242,0.7052,0.704311,33.2222,15.21
11.9242,0.7146,0.713795,35.8561,15.55
11.9242,0.7241,0.723278,38.7815,15.89
11.9242,0.7336,0.732762,42.0418,16.24
11.9242,0.7431,0.742246,45.6885,16.60
11.9242,0.7526,0.751729,49.7832,16.97
11.9242,0.7621,0.761213,54.4004,17.36
11.9242,0.7716,0.770697,59.6304,17.75
11.9242,0.7811,0.780180,65.5835,18.17
11.9242,0.7906,0.789664,72.3961,18.60
11.9242,0.8001,0.799148,80.2378,19.04
11.9242,0.8096,0.808631,89.3218,19.51
11.9242,0.8191,0.818115,99.9189,20.00
11.9242,0.8286,0.827598,112.3774,20.51
11.9242,0.8381,0.837082,127.1508,21.04
11.9242,0.8476,0.846566,144.8387,21.61
11.9242,0.8571,0.856049,166.2462,22.21
11.9242,0.8666,0.865533,192.4749,22.84
11.9242,0.8761,0.875017,225.0637,23.52
11.9242,0.8856,0.884500,266.2135,24.25
11.9242,0.8951,0.893984,319.1601,25.04
11.9242,0.9045,0.903467,388.8157,25.90
11.9242,0.9140,0.912951,482.9270,26.84
11.9242,0.9235,0.922435,614.2837,27.88
11.9242,0.9330,0.931918,805.2264,29.06
11.9242,0.9425,0.941402,1097.6550,30.40
11.9242,0.9520,0.950886,1577.7825,31.98
11.9242,0.9615,0.960369,2446.8780,33.89
11.9242,0.9710,0.969853,4269.5051,36.30
11.9242,0.9805,0.979337,9175.5993,39.63
11.9242,0.9900,0.988820,31646.3228,45.00
12.0707,0.0500,0.049940,1.2213,0.87
12.0707,0.0595,0.059423,1.2687,1.03
12.0707,0.0690,0.068907,1.3179,1.20
12.0707,0.0785,0.078390,1.3692,1.36
12.0707,0.0880,0.087874,1.4225,1.53
12.0707,0.0975,0.097357,1.4780,1.70
12.0707,0.1070,0.106841,1.5357,1.86
12.0707,0.1165,0.116324,1.5959,2.03
12.0707,0.1260,0.125808,1.6585,2.20
12.0707,0.1355,0.135291,1.7238,2.36
12.0707,0.1449,0.144775,1.7918,2.53
12.0707,0.1544,0.154258,1.8626,2.70
12.0707,0.1639,0.163742,1.9366,2.87
12.0707,0.1734,0.173225,2.0137,3.04
12.0707,0.1829,0.182709,2.0941,3.21
12.0707,0.1924,0.192192,2.1781,3.38
12.0707,0.2019,0.201676,2.2658,3.55
12.0707,0.2114,0.211159,2.3573,3.72
12.0707,0.2209,0.220643,2.4530,3.90
12.0707,0.2304,0.230126,2.5531,4.07
12.0707,0.2399,0.239610,2.6576,4.24
12.0707,0.2494,0.249093,2.7671,4.42
12.0707,0.2589,0.258577,2.8816,4.60
12.0707,0.2684,0.268060,3.0014,4.77
12.0707,0.2779,0.277544,3.1270,4.95
12.0707,0.2874,0.287027,3.2586,5.13
12.0707,0.2969,0.296511,3.3965,5.31
12.0707,0.3064,0.305994,3.5412,5.49
12.0707,0.3159,0.315478,3.6931,5.67
12.0707,0.3254,0.324961,3.8526,5.86
12.0707,0.3348,0.334445,4.0201,6.04
12.0707,0.3443,0.343928,4.1961,6.23
12.0707,0.3538,0.353412,4.3813,6.42
12.0707,0.3633,0.362895,4.5762,6.61
12.0707,0.3728,0.372379,4.7814,6.80
12.0707,0.3823,0.381862,4.9976,6.99
12.0707,0.3918,0.391346,5.2255,7.18
12.0707,0.4013,0.400829,5.4660,7.38
12.0707,0.4108,0.410313,5.7199,7.57
12.0707,0.4203,0.419796,5.9881,7.77
12.0707,0.4298,0.429279,6.2717,7.97
12.0707,0.4393,0.438763,6.5718,8.18
12.0707,0.4488,0.448246,6.8896,8.38
12.0707,0.4583,0.457730,7.2264,8.59
12.0707,0.4678,0.467213,7.5837,8.80
12.0707,0.4773,0.476697,7.9630,9.01
12.0707,0.4868,0.486180,8.3661,9.23
12.0707,0.4963,0.495664,8.7948,9.44
12.0707,0.5058,0.505147,9.2514,9.66
12.0707,0.5153,0.514631,9.7380,9.88
12.0707,0.5247,0.524114,10.2572,10.11
12.0707,0.5342,0.533598,10.8119,10.34
12.0707,0.5437,0.543081,11.4051,10.57
12.0707,0.5532,0.552565,12.0404,10.81
12.0707,0.5627,0.562048,12.7215,11.05
12.0707,0.5722,0.571532,13.4527,11.29
12.0707,0.5817,0.581015,14.2389,11.53
12.0707,0.5912,0.590499,15.0854,11.79
12.0707,0.6007,0.599982,15.9982,12.04
12.0707,0.6102,0.609466,16.9842,12.30
12.0707,0.6197,0.618949,18.0510,12.57
12.0707,0.6292,0.628433,19.2073,12.83
12.0707,0.6387,0.637916,20.4628,13.11
12.0707,0.6482,0.647400,21.8290,13.39
12.0707,0.6577,0.656883,23.3185,13.68
12.0707,0.6672,0.666367,24.9461,13.97
12.0707,0.6767,0.675850,26.7288,14.27
12.0707,0.6862,0.685334,28.6861,14.58
12.0707,0.6957,0.694817,30.8408,14.89
12.0707,0.7052,0.704301,33.2194,15.21
12.0707,0.7146,0.713784,35.8530,15.55
12.0707,0.7241,0.723268,38.7781,15.89
12.0707,0.7336,0.732751,42.0379,16.24
12.0707,0.7431,0.742235,45.6841,16.60
12.0707,0.7526,0.751718,49.7782,16.97
12.0707,0.7621,0.761202,54.3947,17.36
12.0707,0.7716,0.770685,59.6237,17.75
12.0707,0.7811,0.780169,65.5758,18.17
12.0707,0.7906,0.789652,72.3872,18.60
12.0707,0.8001,0.799136,80.2274,19.04
12.0707,0.8096,0.808619,89.3096,19.51
12.0707,0.8191,0.818103,99.9045,20.00
12.0707,0.8286,0.827586,112.3601,20.51
12.0707,0.8381,0.837070,127.1300,21.04
12.0707,0.8476,0.846553,144.8133,21.61
12.0707,0.8571,0.856037,166.2150,22.21
12.0707,0.8666,0.865520,192.4360,22.84
12.0707,0.8761,0.875004,225.0145,23.52
12.0707,0.8856,0.884487,266.1502,24.25
12.0707,0.8951,0.893971,319.0769,25.04
12.0707,0.9045,0.903454,388.7037,25.90
12.0707,0.9140,0.912938,482.7719,26.84
12.0707,0.9235,0.922421,614.0611,27.88
12.0707,0.9330,0.931905,804.8923,29.06
12.0707,0.9425,0.941388,1097.1230,30.40
12.0707,0.9520,0.950872,1576.8655,31.98
12.0707,0.9615,0.960355,2445.1069,33.88
12.0707,0.9710,0.969839,4265.4230,36.30
12.0707,0.9805,0.979322,9162.7411,39.62
12.0707,0.9900,0.988806,31564.0311,44.99
12.2172,0.0500,0.049939,1.2213,0.87
12.2172,0.0595,0.059422,1.2687,1.03
12.2172,0.0690,0.068906,1.3179,1.20
12.2172,0.0785,0.078389,1.3692,1.36
12.2172,0.0880,0.087872,1.4225,1.53
12.2172,0.0975,0.097356,1.4780,1.70
12.2172,0.1070,0.106839,1.5357,1.86
12.2172,0.1165,0.116322,1.5958,2.03
12.2172,0.1260,0.125806,1.6585,2.20
12.2172,0.1355,0.135289,1.7237,2.36
12.2172,0.1449,0.144773,1.7917,2.53
12.2172,0.1544,0.154256,1.8626,2.70
12.2172,0.1639,0.163739,1.9365,2.87
12.2172,0.1734,0.173223,2.0136,3.04
12.2172,0.1829,0.182706,2.0941,3.21
12.2172,0.1924,0.192189,2.1781,3.38
12.2172,0.2019,0.201673,2.2657,3.55
12.2172,0.2114,0.211156,2.3573,3.72
12.2172,0.2209,0.220639,2.4530,3.90
12.2172,0.2304,0.230123,2.5530,4.07
12.2172,0.2399,0.239606,2.6576,4.24
12.2172,0.2494,0.249089,2.7670,4.42
12.2172,0.2589,0.258573,2.8815,4.60
12.2172,0.2684,0.268056,3.0014,4.77
12.2172,0.2779,0.277540,3.1269,4.95
12.2172,0.2874,0.287023,3.2585,5.13
12.2172,0.2969,0.296506,3.3965,5.31
12.2172,0.3064,0.305990,3.5412,5.49
12.2172,0.3159,0.315473,3.6930,5.67
12.2172,0.3254,0.324956,3.8525,5.86
12.2172,0.3348,0.334440,4.0200,6.04
12.2172,0.3443,0.343923,4.1960,6.23
12.2172,0.3538,0.353406,4.3812,6.42
12.2172,0.3633,0.362890,4.5761,6.60
12.2172,0.3728,0.372373,4.7812,6.80
12.2172,0.3823,0.381856,4.9974,6.99
12.2172,0.3918,0.391340,5.2254,7.18
12.2172,0.4013,0.400823,5.4658,7.38
12.2172,0.4108,0.410306,5.7197,7.57
12.2172,0.4203,0.419790,5.9879,7.77
12.2172,0.4298,0.429273,6.2715,7.97
12.2172,0.4393,0.438757,6.5716,8.18
12.2172,0.4488,0.448240,6.8894,8.38
12.2172,0.4583,0.457723,7.2262,8.59
12.2172,0.4678,0.467207,7.5834,8.80
12.2172,0.4773,0.476690,7.9627,9.01
12.2172,0.4868,0.486173,8.3658,9.23
12.2172,0.4963,0.495657,8.7945,9.44
12.2172,0.5058,0.505140,9.2510,9.66
12.2172,0.5153,0.514623,9.7376,9.88
12.2172,0.5247,0.524107,10.2568,10.11
12.2172,0.5342,0.533590,10.8114,10.34
12.2172,0.5437,0.543073,11.4046,10.57
12.2172,0.5532,0.552557,12.0398,10.81
12.2172,0.5627,0.562040,12.7208,11.05
12.2172,0.5722,0.571524,13.4520,11.29
12.2172,0.5817,0.581007,14.2382,11.53
12.2172,0.5912,0.590490,15.0846,11.79
12.2172,0.6007,0.599974,15.9974,12.04
12.2172,0.6102,0.609457,16.9833,12.30
12.2172,0.6197,0.618940,18.0499,12.56
12.2172,0.6292,0.628424,19.2061,12.83
12.2172,0.6387,0.637907,20.4615,13.11
12.2172,0.6482,0.647390,21.8275,13.39
12.2172,0.6577,0.656874,23.3169,13.68
12.2172,0.6672,0.666357,24.9444,13.97
12.2172,0.6767,0.675840,26.7269,14.27
12.2172,0.6862,0.685324,28.6840,14.58
12.2172,0.6957,0.694807,30.8384,14.89
12.2172,0.7052,0.704291,33.2167,15.21
12.2172,0.7146,0.713774,35.8500,15.54
12.2172,0.7241,0.723257,38.7746,15.89
12.2172,0.7336,0.732741,42.0340,16.24
12.2172,0.7431,0.742224,45.6797,16.60
12.2172,0.7526,0.751707,49.7732,16.97
12.2172,0.7621,0.761191,54.3889,17.36
12.2172,0.7716,0.770674,59.6171,17.75
12.2172,0.7811,0.780157,65.5682,18.17
12.2172,0.7906,0.789641,72.3783,18.60
12.2172,0.8001,0.799124,80.2170,19.04
12.2172,0.8096,0.808607,89.2974,19.51
12.2172,0.8191,0.818091,99.8900,20.00
12.2172,0.8286,0.827574,112.3428,20.51
12.2172,0.8381,0.837058,127.1092,21.04
12.2172,0.8476,0.846541,144.7880,21.61
12.2172,0.8571,0.856024,166.1838,22.21
12.2172,0.8666,0.865508,192.3971,22.84
12.2172,0.8761,0.874991,224.9653,23.52
12.2172,0.8856,0.884474,266.0868,24.25
12.2172,0.8951,0.893958,318.9937,25.04
12.2172,0.9045,0.903441,388.5918,25.89
12.2172,0.9140,0.912924,482.6169,26.84
12.2172,0.9235,0.922408,613.8387,27.88
12.2172,0.9330,0.931891,804.5584,29.06
12.2172,0.9425,0.941374,1096.5915,30.40
12.2172,0.9520,0.950858,1575.9494,31.98
12.2172,0.9615,0.960341,2443.3378,33.88
12.2172,0.9710,0.969825,4261.3467,36.30
12.2172,0.9805,0.979308,9149.9099,39.61
12.2172,0.9900,0.988791,31482.0600,44.98
12.3636,0.0500,0.049938,1.2213,0.87
12.3636,0.0595,0.059421,1.2687,1.03
12.3636,0.0690,0.068905,1.3179,1.20
12.3636,0.0785,0.078388,1.3692,1.36
12.3636,0.0880,0.087871,1.4225,1.53
12.3636,0.0975,0.097354,1.4779,1.70
12.3636,0.1070,0.106838,1.5357,1.86
12.3636,0.1165,0.116321,1.5958,2.03
12.3636,0.1260,0.125804,1.6585,2.20
12.3636,0.1355,0.135287,1.7237,2.36
12.3636,0.1449,0.144770,1.7917,2.53
12.3636,0.1544,0.154254,1.8626,2.70
12.3636,0.1639,0.163737,1.9365,2.87
12.3636,0.1734,0.173220,2.0136,3.04
12.3636,0.1829,0.182703,2.0941,3.21
12.3636,0.1924,0.192186,2.1780,3.38
12.3636,0.2019,0.201670,2.2657,3.55
12.3636,0.2114,0.211153,2.3573,3.72
12.3636,0.2209,0.220636,2.4530,3.90
12.3636,0.2304,0.230119,2.5530,4.07
12.3636,0.2399,0.239603,2.6576,4.24
12.3636,0.2494,0.249086,2.7670,4.42
12.3636,0.2589,0.258569,2.8815,4.60
12.3636,0.2684,0.268052,3.0013,4.77
12.3636,0.2779,0.277535,3.1269,4.95
12.3636,0.2874,0.287019,3.2585,5.13
12.3636,0.2969,0.296502,3.3964,5.31
12.3636,0.3064,0.305985,3.5411,5.49
12.3636,0.3159,0.315468,3.6930,5.67
12.3636,0.3254,0.324952,3.8524,5.86
12.3636,0.3348,0.334435,4.0199,6.04
12.3636,0.3443,0.343918,4.1959,6.23
12.3636,0.3538,0.353401,4.3811,6.42
12.3636,0.3633,0.362884,4.5760,6.60
12.3636,0.3728,0.372368,4.7811,6.80
12.3636,0.3823,0.381851,4.9973,6.99
12.3636,0.3918,0.391334,5.2252,7.18
12.3636,0.4013,0.400817,5.4657,7.38
12.3636,0.4108,0.410300,5.7195,7.57
12.3636,0.4203,0.419784,5.9878,7.77
12.3636,0.4298,0.429267,6.2713,7.97
12.3636,0.4393,0.438750,6.5714,8.18
12.3636,0.4488,0.448233,6.8892,8.38
12.3636,0.4583,0.457717,7.2259,8.59
12.3636,0.4678,0.467200,7.5832,8.80
12.3636,0.4773,0.476683,7.9624,9.01
12.3636,0.4868,0.486166,8.3655,9.22
12.3636,0.4963,0.495649,8.7942,9.44
12.3636,0.5058,0.505133,9.2506,9.66
12.3636,0.5153,0.514616,9.7372,9.88
12.3636,0.5247,0.524099,10.2564,10.11
12.3636,0.5342,0.533582,10.8110,10.34
12.3636,0.5437,0.543066,11.4041,10.57
12.3636,0.5532,0.552549,12.0392,10.81
12.3636,0.5627,0.562032,12.7202,11.04
12.3636,0.5722,0.571515,13.4514,11.29
12.3636,0.5817,0.580998,14.2374,11.53
12.3636,0.5912,0.590482,15.0838,11.79
12.3636,0.6007,0.599965,15.9965,12.04
12.3636,0.6102,0.609448,16.9823,12.30
12.3636,0.6197,0.618931,18.0489,12.56
12.3636,0.6292,0.628414,19.2049,12.83
12.3636,0.6387,0.637898,20.4603,13.11
12.3636,0.6482,0.647381,21.8261,13.39
