d_um,T_5MHz,d_over_lam_5MHz,T_10MHz,d_over_lam_10MHz,T_20MHz,d_over_lam_20MHz,T_50MHz,d_over_lam_50MHz
76.7768,0.02412269,0.255923,0.69799780,0.511845,0.47705765,1.023690,0.15296111,2.559225
76.9770,0.02413042,0.256590,0.67313362,0.513180,0.43379365,1.026359,0.12931497,2.565898
77.1772,0.02413897,0.257257,0.64762663,0.514514,0.39436175,1.029029,0.11081216,2.572572
77.3774,0.02414835,0.257925,0.62181936,0.515849,0.35875452,1.031698,0.09613347,2.579245
77.5776,0.02415856,0.258592,0.59600982,0.517184,0.32679783,1.034367,0.08433733,2.585919
77.7778,0.02416961,0.259259,0.57045007,0.518518,0.29822619,1.037037,0.07474469,2.592592
77.9780,0.02418148,0.259927,0.54534720,0.519853,0.27273350,1.039706,0.06685965,2.599265
78.1782,0.02419420,0.260594,0.52086608,0.521188,0.25000544,1.042375,0.06031532,2.605939
78.3784,0.02420774,0.261261,0.49713334,0.522522,0.22973850,1.045045,0.05483668,2.612612
78.5786,0.02422213,0.261929,0.47424183,0.523857,0.21165043,1.047714,0.05021502,2.619285
78.7788,0.02423736,0.262596,0.45225535,0.525192,0.19548489,1.050383,0.04629006,2.625959
78.9790,0.02425342,0.263263,0.43121327,0.526526,0.18101268,1.053053,0.04293733,2.632632
79.1792,0.02427034,0.263931,0.41113484,0.527861,0.16803105,1.055722,0.04005922,2.639305
79.3794,0.02428810,0.264598,0.39202307,0.529196,0.15636180,1.058391,0.03757844,2.645979
79.5796,0.02430671,0.265265,0.37386820,0.530530,0.14584906,1.061061,0.03543327,2.652652
79.7798,0.02432617,0.265933,0.35665060,0.531865,0.13635680,1.063730,0.03357406,2.659325
79.9800,0.02434648,0.266600,0.34034332,0.533200,0.12776648,1.066399,0.03196061,2.665999
80.1802,0.02436765,0.267267,0.32491411,0.534534,0.11997480,1.069069,0.03056015,2.672672
80.3804,0.02438968,0.267935,0.31032713,0.535869,0.11289175,1.071738,0.02934588,2.679345
80.5806,0.02441258,0.268602,0.29654428,0.537204,0.10643882,1.074407,0.02829579,2.686019
80.7808,0.02443634,0.269269,0.28352634,0.538538,0.10054743,1.077077,0.02739179,2.692692
80.9810,0.02446097,0.269937,0.27123374,0.539873,0.09515758,1.079746,0.02661898,2.699365
81.1812,0.02448647,0.270604,0.25962723,0.541208,0.09021670,1.082415,0.02596515,2.706039
81.3814,0.02451285,0.271271,0.24866837,0.542542,0.08567863,1.085085,0.02542033,2.712712
81.5816,0.02454011,0.271939,0.23831985,0.543877,0.08150277,1.087754,0.02497649,2.719385
81.7818,0.02456826,0.272606,0.22854577,0.545212,0.07765332,1.090424,0.02462724,2.726059
81.9820,0.02459729,0.273273,0.21931179,0.546546,0.07409866,1.093093,0.02436767,2.732732
82.1822,0.02462721,0.273941,0.21058522,0.547881,0.07081080,1.095762,0.02419421,2.739405
82.3824,0.02465803,0.274608,0.20233506,0.549216,0.06776490,1.098432,0.02410448,2.746079
82.5826,0.02468975,0.275275,0.19453205,0.550550,0.06493888,1.101101,0.02409727,2.752752
82.7828,0.02472237,0.275943,0.18714860,0.551885,0.06231308,1.103770,0.02417249,2.759426
82.9830,0.02475590,0.276610,0.18015878,0.553220,0.05986995,1.106440,0.02433115,2.766099
83.1832,0.02479035,0.277277,0.17353826,0.554554,0.05759378,1.109109,0.02457541,2.772772
83.3834,0.02482571,0.277945,0.16726423,0.555889,0.05547051,1.111778,0.02490863,2.779446
83.5836,0.02486200,0.278612,0.16131536,0.557224,0.05348749,1.114448,0.02533549,2.786119
83.7838,0.02489921,0.279279,0.15567169,0.558558,0.05163337,1.117117,0.02586209,2.792792
83.9840,0.02493736,0.279947,0.15031458,0.559893,0.04989790,1.119786,0.02649616,2.799466
84.1842,0.02497645,0.280614,0.14522659,0.561228,0.04827185,1.122456,0.02724731,2.806139
84.3844,0.02501648,0.281281,0.14039148,0.562562,0.04674684,1.125125,0.02812734,2.812812
84.5846,0.02505747,0.281949,0.13579407,0.563897,0.04531531,1.127794,0.02915063,2.819486
84.7848,0.02509941,0.282616,0.13142018,0.565232,0.04397040,1.130464,0.03033467,2.826159
84.9850,0.02514231,0.283283,0.12725659,0.566566,0.04270584,1.133133,0.03170072,2.832832
85.1852,0.02518618,0.283951,0.12329095,0.567901,0.04151598,1.135802,0.03327469,2.839506
85.3854,0.02523103,0.284618,0.11951175,0.569236,0.04039563,1.138472,0.03508817,2.846179
85.5856,0.02527685,0.285285,0.11590822,0.570570,0.03934007,1.141141,0.03717995,2.852852
85.7858,0.02532367,0.285953,0.11247032,0.571905,0.03834498,1.143810,0.03959787,2.859526
85.9860,0.02537148,0.286620,0.10918865,0.573240,0.03740642,1.146480,0.04240128,2.866199
86.1862,0.02542029,0.287287,0.10605444,0.574574,0.03652076,1.149149,0.04566447,2.872872
86.3864,0.02547010,0.287955,0.10305948,0.575909,0.03568471,1.151818,0.04948106,2.879546
86.5866,0.02552094,0.288622,0.10019610,0.577244,0.03489519,1.154488,0.05397025,2.886219
86.7868,0.02557279,0.289289,0.09745712,0.578578,0.03414943,1.157157,0.05928525,2.892892
86.9870,0.02562568,0.289957,0.09483581,0.579913,0.03344485,1.159826,0.06562519,2.899566
87.1872,0.02567961,0.290624,0.09232587,0.581248,0.03277907,1.162496,0.07325186,2.906239
87.3874,0.02573458,0.291291,0.08992142,0.582582,0.03214992,1.165165,0.08251379,2.912912
87.5876,0.02579060,0.291959,0.08761691,0.583917,0.03155538,1.167834,0.09388091,2.919586
87.7878,0.02584769,0.292626,0.08540715,0.585252,0.03099358,1.170504,0.10799531,2.926259
87.9880,0.02590585,0.293293,0.08328728,0.586587,0.03046282,1.173173,0.12574541,2.932933
88.1882,0.02596509,0.293961,0.08125271,0.587921,0.02996151,1.175842,0.14837402,2.939606
88.3884,0.02602542,0.294628,0.07929917,0.589256,0.02948819,1.178512,0.17763156,2.946279
88.5886,0.02608684,0.295295,0.07742259,0.590591,0.02904149,1.181181,0.21597827,2.952953
88.7888,0.02614938,0.295963,0.07561920,0.591925,0.02862016,1.183850,0.26679860,2.959626
88.9890,0.02621302,0.296630,0.07388541,0.593260,0.02822305,1.186520,0.33445050,2.966299
89.1892,0.02627780,0.297297,0.07221786,0.594595,0.02784909,1.189189,0.42356287,2.972973
89.3894,0.02634371,0.297965,0.07061338,0.595929,0.02749727,1.191858,0.53607710,2.979646
89.5896,0.02641076,0.298632,0.06906899,0.597264,0.02716669,1.194528,0.66361494,2.986319
89.7898,0.02647897,0.299299,0.06758186,0.598599,0.02685649,1.197197,0.77644078,2.992993
89.9900,0.02654835,0.299967,0.06614934,0.599933,0.02656590,1.199866,0.82642367,2.999666
90.1902,0.02661891,0.300634,0.06476892,0.601268,0.02629418,1.202536,0.78507721,3.006339
90.3904,0.02669065,0.301301,0.06343824,0.602603,0.02604069,1.205205,0.67628743,3.013013
90.5906,0.02676359,0.301969,0.06215505,0.603937,0.02580479,1.207874,0.54845716,3.019686
90.7908,0.02683774,0.302636,0.06091724,0.605272,0.02558593,1.210544,0.43379365,3.026359
90.9910,0.02691312,0.303303,0.05972280,0.606607,0.02538360,1.213213,0.34233501,3.033033
91.1912,0.02698973,0.303971,0.05856986,0.607941,0.02519731,1.215882,0.27273350,3.039706
91.3914,0.02706758,0.304638,0.05745660,0.609276,0.02502665,1.218552,0.22043876,3.046379
91.5916,0.02714669,0.305305,0.05638133,0.610611,0.02487122,1.221221,0.18101268,3.053053
91.7918,0.02722708,0.305973,0.05534245,0.611945,0.02473067,1.223890,0.15096981,3.059726
91.9920,0.02730874,0.306640,0.05433843,0.613280,0.02460469,1.226560,0.12776648,3.066399
92.1922,0.02739170,0.307307,0.05336782,0.614615,0.02449299,1.229229,0.10959102,3.073073
92.3924,0.02747598,0.307975,0.05242925,0.615949,0.02439533,1.231898,0.09515758,3.079746
92.5926,0.02756157,0.308642,0.05152141,0.617284,0.02431150,1.234568,0.08354776,3.086420
92.7928,0.02764850,0.309309,0.05064307,0.618619,0.02424130,1.237237,0.07409866,3.093093
92.9930,0.02773679,0.309977,0.04979306,0.619953,0.02418459,1.239906,0.06632568,3.099766
93.1932,0.02782644,0.310644,0.04897024,0.621288,0.02414124,1.242576,0.05986995,3.106440
93.3934,0.02791747,0.311311,0.04817356,0.622623,0.02411116,1.245245,0.05446220,3.113113
93.5936,0.02800989,0.311979,0.04740200,0.623957,0.02409429,1.247914,0.04989790,3.119786
93.7938,0.02810373,0.312646,0.04665461,0.625292,0.02409059,1.250584,0.04601984,3.126460
93.9940,0.02819899,0.313313,0.04593047,0.626627,0.02410005,1.253253,0.04270584,3.133133
94.1942,0.02829569,0.313981,0.04522870,0.627961,0.02412269,1.255923,0.03986003,3.139806
94.3944,0.02839386,0.314648,0.04454847,0.629296,0.02415856,1.258592,0.03740642,3.146480
94.5946,0.02849349,0.315315,0.04388899,0.630631,0.02420774,1.261261,0.03528431,3.153153
94.7948,0.02859462,0.315983,0.04324949,0.631965,0.02427034,1.263931,0.03344485,3.159826
94.9950,0.02869726,0.316650,0.04262927,0.633300,0.02434648,1.266600,0.03184844,3.166500
95.1952,0.02880142,0.317317,0.04202762,0.634635,0.02443634,1.269269,0.03046282,3.173173
95.3954,0.02890713,0.317985,0.04144390,0.635969,0.02454011,1.271939,0.02926159,3.179846
95.5956,0.02901440,0.318652,0.04087747,0.637304,0.02465803,1.274608,0.02822305,3.186520
95.7958,0.02912325,0.319319,0.04032774,0.638639,0.02479035,1.277277,0.02732938,3.193193
95.9960,0.02923370,0.319987,0.03979412,0.639973,0.02493736,1.279947,0.02656590,3.199866
96.1962,0.02934576,0.320654,0.03927608,0.641308,0.02509941,1.282616,0.02592057,3.206540
96.3964,0.02945947,0.321321,0.03877309,0.642643,0.02527685,1.285285,0.02538360,3.213213
96.5966,0.02957484,0.321989,0.03828464,0.643977,0.02547010,1.287955,0.02494706,3.219886
96.7968,0.02969188,0.322656,0.03781026,0.645312,0.02567961,1.290624,0.02460469,3.226560
96.9970,0.02981063,0.323323,0.03734949,0.646647,0.02590585,1.293293,0.02435170,3.233233
97.1972,0.02993109,0.323991,0.03690189,0.647981,0.02614938,1.295963,0.02418459,3.239906
97.3974,0.03005330,0.324658,0.03646704,0.649316,0.02641076,1.298632,0.02410108,3.246580
97.5976,0.03017728,0.325325,0.03604453,0.650651,0.02669065,1.301301,0.02410005,3.253253
97.7978,0.03030304,0.325993,0.03563398,0.651985,0.02698973,1.303971,0.02418148,3.259927
97.9980,0.03043061,0.326660,0.03523501,0.653320,0.02730874,1.306640,0.02434648,3.266600
98.1982,0.03056002,0.327327,0.03484728,0.654655,0.02764850,1.309309,0.02459729,3.273273
98.3984,0.03069128,0.327995,0.03447044,0.655989,0.02800989,1.311979,0.02493736,3.279947
98.5986,0.03082443,0.328662,0.03410417,0.657324,0.02839386,1.314648,0.02537148,3.286620
98.7988,0.03095948,0.329329,0.03374815,0.658659,0.02880142,1.317317,0.02590585,3.293293
98.9990,0.03109647,0.329997,0.03340208,0.659993,0.02923370,1.319987,0.02654835,3.299967
99.1992,0.03123541,0.330664,0.03306568,0.661328,0.02969188,1.322656,0.02730874,3.306640
99.3994,0.03137634,0.331331,0.03273866,0.662663,0.03017728,1.325325,0.02819899,3.313313
99.5996,0.03151929,0.331999,0.03242076,0.663997,0.03069128,1.327995,0.02923370,3.319987
99.7998,0.03166427,0.332666,0.03211173,0.665332,0.03123541,1.330664,0.03043061,3.326660
100.0000,0.03181132,0.333333,0.03181132,0.666667,0.03181132,1.333333,0.03181132,3.333333
